"","Species_Jetz","Family_Jetz","Order_Jetz","CommonName","aveUAI","Species_eBird","Order_eBird","Species_BirdLife"
"4147","Pionus maximiliani","Psittacidae","Psittaciformes","Scaly-headed Parrot",1.49240457875,"Pionus maximiliani","Psittaciformes","Pionus maximiliani"
"4148","Pionus menstruus","Psittacidae","Psittaciformes","Blue-headed Parrot",0.999529786875,"Pionus menstruus","Psittaciformes","Pionus menstruus"
"4149","Pionus senilis","Psittacidae","Psittaciformes","White-crowned Parrot",0.21560082,"Pionus senilis","Psittaciformes","Pionus senilis"
"4150","Pionus tumultuosus","Psittacidae","Psittaciformes","Speckle-faced Parrot",0.167172466,"Pionus tumultuosus","Psittaciformes","Pionus tumultuosus"
"4151","Platycercus adscitus","Psittacidae","Psittaciformes","Pale-headed Rosella",0.9729400035,"Platycercus adscitus","Psittaciformes","Platycercus adscitus"
"4152","Platycercus caledonicus","Psittacidae","Psittaciformes","Green Rosella",0.470689938,"Platycercus caledonicus","Psittaciformes","Platycercus caledonicus"
"4153","Platycercus elegans","Psittacidae","Psittaciformes","Crimson Rosella",0.5397812192,"Platycercus elegans","Psittaciformes","Platycercus elegans"
"4154","Platycercus eximius","Psittacidae","Psittaciformes","Eastern Rosella",1.32660791316667,"Platycercus eximius","Psittaciformes","Platycercus eximius"
"4155","Platycercus icterotis","Psittacidae","Psittaciformes","Western Rosella",0.268005114,"Platycercus icterotis","Psittaciformes","Platycercus icterotis"
"4156","Platycercus venustus","Psittacidae","Psittaciformes","Northern Rosella",0.341793015,"Platycercus venustus","Psittaciformes","Platycercus venustus"
"4157","Poicephalus meyeri","Psittacidae","Psittaciformes","Meyer's Parrot",0.8490122825,"Poicephalus meyeri","Psittaciformes","Poicephalus meyeri"
"4158","Poicephalus senegalus","Psittacidae","Psittaciformes","Senegal Parrot",1.45145906,"Poicephalus senegalus","Psittaciformes","Poicephalus senegalus"
"4159","Polytelis anthopeplus","Psittacidae","Psittaciformes","Regent Parrot",0.828475672,"Polytelis anthopeplus","Psittaciformes","Polytelis anthopeplus"
"4160","Primolius couloni","Psittacidae","Psittaciformes","Blue-headed Macaw",0.041167135,"Primolius couloni","Psittaciformes","Primolius couloni"
"4161","Prioniturus platenae","Psittacidae","Psittaciformes","Blue-headed Racquet-tail",0.079100643,"Prioniturus platenae","Psittaciformes","Prioniturus platenae"
"4162","Psephotus haematonotus","Psittacidae","Psittaciformes","Red-rumped Parrot",1.345566689,"Psephotus haematonotus","Psittaciformes","Psephotus haematonotus"
"4163","Psilopsiagon aurifrons","Psittacidae","Psittaciformes","Mountain Parakeet",0.540276186,"Psilopsiagon aurifrons","Psittaciformes","Psilopsiagon aurifrons"
"4164","Psilopsiagon aymara","Psittacidae","Psittaciformes","Gray-hooded Parakeet",0.447046156,"Psilopsiagon aymara","Psittaciformes","Psilopsiagon aymara"
"4165","Psittacula alexandri","Psittacidae","Psittaciformes","Red-breasted Parakeet",2.2240375388,"Psittacula alexandri","Psittaciformes","Psittacula alexandri"
"4166","Psittacula columboides","Psittacidae","Psittaciformes","Malabar Parakeet",0.094385923,"Psittacula columboides","Psittaciformes","Nicopsitta columboides"
"4167","Psittacula cyanocephala","Psittacidae","Psittaciformes","Plum-headed Parakeet",1.12638711016667,"Psittacula cyanocephala","Psittaciformes","Himalayapsitta cyanocephala"
"4168","Psittacula eupatria","Psittacidae","Psittaciformes","Alexandrine Parakeet",2.7267757463,"Psittacula eupatria","Psittaciformes","Palaeornis eupatria"
"4169","Psittacula krameri","Psittacidae","Psittaciformes","Rose-ringed Parakeet",3.02940826513793,"Psittacula krameri","Psittaciformes","Alexandrinus krameri"
"4170","Psittacula longicauda","Psittacidae","Psittaciformes","Long-tailed Parakeet",1.96195529933333,"Psittacula longicauda","Psittaciformes","Belocercus longicaudus"
"4171","Psittacus erithacus","Psittacidae","Psittaciformes","Gray Parrot",1.302182283,"Psittacus erithacus","Psittaciformes","Psittacus erithacus"
"4172","Psitteuteles versicolor","Psittacidae","Psittaciformes","Varied Lorikeet",0.657972077,"Psitteuteles versicolor","Psittaciformes","Psitteuteles versicolor"
"4173","Psittinus cyanurus","Psittacidae","Psittaciformes","Blue-rumped Parrot",2.642864307,"Psittinus cyanurus","Psittaciformes","Psittinus cyanurus"
"4174","Purpureicephalus spurius","Psittacidae","Psittaciformes","Red-capped Parrot",0.979709812,"Purpureicephalus spurius","Psittaciformes","Purpureicephalus spurius"
"4175","Pyrilia caica","Psittacidae","Psittaciformes","Caica Parrot",2.056895093,"Pyrilia caica","Psittaciformes","Pyrilia caica"
"4176","Pyrilia haematotis","Psittacidae","Psittaciformes","Brown-hooded Parrot",0.264821655,"Pyrilia haematotis","Psittaciformes","Pyrilia haematotis"
"4177","Pyrrhura calliptera","Psittacidae","Psittaciformes","Brown-breasted Parakeet",0.023262139,"Pyrrhura calliptera","Psittaciformes","Pyrrhura calliptera"
"4178","Pyrrhura frontalis","Psittacidae","Psittaciformes","Maroon-bellied Parakeet",1.9894500478,"Pyrrhura frontalis","Psittaciformes","Pyrrhura frontalis"
"4179","Pyrrhura griseipectus","Psittacidae","Psittaciformes","Gray-breasted Parakeet",0.598678102,"Pyrrhura griseipectus","Psittaciformes","Pyrrhura griseipectus"
"4180","Pyrrhura hoematotis","Psittacidae","Psittaciformes","Red-eared Parakeet",0.437618722,"Pyrrhura hoematotis","Psittaciformes","Pyrrhura hoematotis"
"4181","Pyrrhura melanura","Psittacidae","Psittaciformes","Maroon-tailed Parakeet",0.178715779,"Pyrrhura melanura","Psittaciformes","Pyrrhura melanura"
"4182","Pyrrhura molinae","Psittacidae","Psittaciformes","Green-cheeked Parakeet",0.581571924,"Pyrrhura molinae","Psittaciformes","Pyrrhura molinae"
"4183","Pyrrhura picta","Psittacidae","Psittaciformes","Painted Parakeet",1.13122396,"Pyrrhura picta","Psittaciformes","Pyrrhura picta"
"4184","Tanygnathus lucionensis","Psittacidae","Psittaciformes","Blue-naped Parrot",2.721611006,"Tanygnathus lucionensis","Psittaciformes","Tanygnathus lucionensis"
"4185","Touit batavicus","Psittacidae","Psittaciformes","Lilac-tailed Parrotlet",1.097859612,"Touit batavicus","Psittaciformes","Touit batavicus"
"4186","Trichoglossus chlorolepidotus","Psittacidae","Psittaciformes","Scaly-breasted Lorikeet",1.70385145025,"Trichoglossus chlorolepidotus","Psittaciformes","Trichoglossus chlorolepidotus"
"4187","Trichoglossus haematodus","Psittacidae","Psittaciformes","Rainbow Lorikeet",1.82480270757143,"Trichoglossus moluccanus","Psittaciformes","Trichoglossus moluccanus"
"4188","Trichoglossus haematodus","Psittacidae","Psittaciformes","Red-collared Lorikeet",1.402184431,"Trichoglossus rubritorquis","Psittaciformes","Trichoglossus rubritorquis"
"4189","Trichoglossus haematodus","Psittacidae","Psittaciformes","Coconut Lorikeet",3.491176597,"Trichoglossus haematodus","Psittaciformes","Trichoglossus haematodus"
"4190","Pterocles alchata","Pteroclididae","Pteroclidiformes","Pin-tailed Sandgrouse",0.4700197505,"Pterocles alchata","Pterocliformes","Pterocles alchata"
"4191","Pterocles exustus","Pteroclididae","Pteroclidiformes","Chestnut-bellied Sandgrouse",1.813647076,"Pterocles exustus","Pterocliformes","Pterocles exustus"
"4192","Pterocles orientalis","Pteroclididae","Pteroclidiformes","Black-bellied Sandgrouse",0.1433910805,"Pterocles orientalis","Pterocliformes","Pterocles orientalis"
"4193","Rhea pennata","Rheidae","Rheiformes","Lesser Rhea",0.010671411,"Rhea pennata","Rheiformes","Rhea pennata"
"4194","Eudyptula minor","Spheniscidae","Sphenisciformes","Little Penguin",0.401776677333333,"Eudyptula minor","Sphenisciformes","Eudyptula minor"
"4195","Spheniscus demersus","Spheniscidae","Sphenisciformes","African Penguin",1.482080667,"Spheniscus demersus","Sphenisciformes","Spheniscus demersus"
"4196","Spheniscus humboldti","Spheniscidae","Sphenisciformes","Humboldt Penguin",1.8891915045,"Spheniscus humboldti","Sphenisciformes","Spheniscus humboldti"
"4197","Spheniscus magellanicus","Spheniscidae","Sphenisciformes","Magellanic Penguin",0.3921527535,"Spheniscus magellanicus","Sphenisciformes","Spheniscus magellanicus"
"4198","Aegolius acadicus","Strigidae","Strigiformes","Northern Saw-whet Owl",1.35586607333333,"Aegolius acadicus","Strigiformes","Aegolius acadicus"
"4199","Aegolius funereus","Strigidae","Strigiformes","Boreal Owl",1.121411008,"Aegolius funereus","Strigiformes","Aegolius funereus"
"4200","Asio flammeus","Strigidae","Strigiformes","Short-eared Owl",1.01217648792308,"Asio flammeus","Strigiformes","Asio flammeus"
"4201","Asio otus","Strigidae","Strigiformes","Long-eared Owl",1.328479672,"Asio otus","Strigiformes","Asio otus"
"4202","Asio stygius","Strigidae","Strigiformes","Stygian Owl",3.291735489,"Asio stygius","Strigiformes","Asio stygius"
"4203","Athene brama","Strigidae","Strigiformes","Spotted Owlet",1.81452128611111,"Athene brama","Strigiformes","Athene brama"
"4204","Athene cunicularia","Strigidae","Strigiformes","Burrowing Owl",1.61986984230435,"Athene cunicularia","Strigiformes","Athene cunicularia"
"4205","Athene noctua","Strigidae","Strigiformes","Little Owl",1.56800437166667,"Athene noctua","Strigiformes","Athene noctua"
"4206","Bubo bubo","Strigidae","Strigiformes","Eurasian Eagle-Owl",1.2153612295,"Bubo bubo","Strigiformes","Bubo bubo"
"4207","Bubo scandiaca","Strigidae","Strigiformes","Snowy Owl",1.35751923628571,"Bubo scandiacus","Strigiformes","Bubo scandiacus"
"4208","Bubo virginianus","Strigidae","Strigiformes","Great Horned Owl",1.55359317712903,"Bubo virginianus","Strigiformes","Bubo virginianus"
"4209","Glaucidium bolivianum","Strigidae","Strigiformes","Yungas Pygmy-Owl",0.004083036,"Glaucidium bolivianum","Strigiformes","Glaucidium bolivianum"
"4210","Glaucidium brasilianum","Strigidae","Strigiformes","Ferruginous Pygmy-Owl",1.64474729861538,"Glaucidium brasilianum","Strigiformes","Glaucidium brasilianum"
"4211","Glaucidium cuculoides","Strigidae","Strigiformes","Asian Barred Owlet",2.05150303733333,"Glaucidium cuculoides","Strigiformes","Glaucidium cuculoides"
"4212","Glaucidium gnoma","Strigidae","Strigiformes","Northern Pygmy-Owl",0.5392207835,"Glaucidium gnoma","Strigiformes","Glaucidium gnoma"
"4213","Glaucidium hardyi","Strigidae","Strigiformes","Amazonian Pygmy-Owl",1.602563831,"Glaucidium hardyi","Strigiformes","Glaucidium hardyi"
"4214","Glaucidium jardinii","Strigidae","Strigiformes","Andean Pygmy-Owl",0.180435213,"Glaucidium jardinii","Strigiformes","Glaucidium jardinii"
"4215","Glaucidium nanum","Strigidae","Strigiformes","Austral Pygmy-Owl",1.066666022,"Glaucidium nana","Strigiformes","Glaucidium nana"
"4216","Glaucidium palmarum","Strigidae","Strigiformes","Colima Pygmy-Owl",0.26967361,"Glaucidium palmarum","Strigiformes","Glaucidium palmarum"
"4217","Glaucidium peruanum","Strigidae","Strigiformes","Peruvian Pygmy-Owl",0.88366841125,"Glaucidium peruanum","Strigiformes","Glaucidium peruanum"
"4218","Glaucidium radiatum","Strigidae","Strigiformes","Jungle Owlet",0.709666096333333,"Glaucidium radiatum","Strigiformes","Glaucidium radiatum"
"4219","Glaucidium siju","Strigidae","Strigiformes","Cuban Pygmy-Owl",0.748184053,"Glaucidium siju","Strigiformes","Glaucidium siju"
"4220","Ketupa ketupu","Strigidae","Strigiformes","Buffy Fish-Owl",3.270671254,"Ketupa ketupu","Strigiformes","Ketupa ketupu"
"4221","Lophostrix cristata","Strigidae","Strigiformes","Crested Owl",0.304916366,"Lophostrix cristata","Strigiformes","Lophostrix cristata"
"4222","Megascops albogularis","Strigidae","Strigiformes","White-throated Screech-Owl",0.08748085,"Megascops albogularis","Strigiformes","Megascops albogularis"
"4223","Megascops asio","Strigidae","Strigiformes","Eastern Screech-Owl",2.19908213116667,"Megascops asio","Strigiformes","Megascops asio"
"4224","Megascops atricapilla","Strigidae","Strigiformes","Black-capped Screech-Owl",1.260751128,"Megascops atricapilla","Strigiformes","Megascops atricapilla"
"4225","Megascops choliba","Strigidae","Strigiformes","Tropical Screech-Owl",1.363216079,"Megascops choliba","Strigiformes","Megascops choliba"
"4226","Megascops cooperi","Strigidae","Strigiformes","Pacific Screech-Owl",1.060732466,"Megascops cooperi","Strigiformes","Megascops cooperi"
"4227","Megascops guatemalae","Strigidae","Strigiformes","Choco Screech-Owl",0.260984179,"Megascops centralis","Strigiformes","Megascops vermiculatus"
"4228","Megascops guatemalae","Strigidae","Strigiformes","Middle American Screech-Owl",0.603386223,"Megascops guatemalae","Strigiformes","Megascops guatemalae"
"4229","Megascops kennicottii","Strigidae","Strigiformes","Western Screech-Owl",1.171909729,"Megascops kennicottii","Strigiformes","Megascops kennicottii"
"4230","Megascops trichopsis","Strigidae","Strigiformes","Whiskered Screech-Owl",0.323263289,"Megascops trichopsis","Strigiformes","Megascops trichopsis"
"4231","Megascops watsonii","Strigidae","Strigiformes","Tawny-bellied Screech-Owl",0.01607067,"Megascops watsonii","Strigiformes","Megascops watsonii"
"4232","Micrathene whitneyi","Strigidae","Strigiformes","Elf Owl",0.34947035,"Micrathene whitneyi","Strigiformes","Micrathene whitneyi"
"4233","Ninox affinis","Strigidae","Strigiformes","Andaman Boobook",0.182848103,"Ninox affinis","Strigiformes","Ninox affinis"
"4234","Ninox boobook","Strigidae","Strigiformes","Southern Boobook",1.23327330575,"Ninox boobook","Strigiformes","Ninox boobook"
"4235","Ninox connivens","Strigidae","Strigiformes","Barking Owl",1.5724066345,"Ninox connivens","Strigiformes","Ninox connivens"
"4236","Ninox novaeseelandiae","Strigidae","Strigiformes","Morepork",0.272899895,"Ninox novaeseelandiae","Strigiformes","Ninox novaeseelandiae"
"4237","Ninox philippensis","Strigidae","Strigiformes","Luzon Boobook",0.76704898,"Ninox philippensis","Strigiformes","Ninox philippensis"
"4238","Ninox rufa","Strigidae","Strigiformes","Rufous Owl",2.59894679,"Ninox rufa","Strigiformes","Ninox rufa"
"4239","Ninox scutulata","Strigidae","Strigiformes","Brown Boobook",1.81874095,"Ninox scutulata","Strigiformes","Ninox scutulata"
"4240","Ninox scutulata","Strigidae","Strigiformes","Hume's Boobook",0.223522642,"Ninox obscura","Strigiformes","Ninox obscura"
"4241","Ninox scutulata","Strigidae","Strigiformes","Northern Boobook",2.4211768985,"Ninox japonica","Strigiformes","Ninox japonica"
"4242","Ninox strenua","Strigidae","Strigiformes","Powerful Owl",1.56673172966667,"Ninox strenua","Strigiformes","Ninox strenua"
"4243","Otus bakkamoena","Strigidae","Strigiformes","Indian Scops-Owl",1.94384839466667,"Otus bakkamoena","Strigiformes","Otus bakkamoena"
"4244","Otus balli","Strigidae","Strigiformes","Andaman Scops-Owl",0.187765028,"Otus balli","Strigiformes","Otus balli"
"4245","Otus flammeolus","Strigidae","Strigiformes","Flammulated Owl",0.12968446,"Psiloscops flammeolus","Strigiformes","Psiloscops flammeolus"
"4246","Otus lempiji","Strigidae","Strigiformes","Sunda Scops-Owl",3.391244649,"Otus lempiji","Strigiformes","Otus lempiji"
"4247","Otus lettia","Strigidae","Strigiformes","Collared Scops-Owl",2.4756903225,"Otus lettia","Strigiformes","Otus lettia"
"4248","Otus megalotis","Strigidae","Strigiformes","Philippine Scops-Owl",1.555917352,"Otus megalotis","Strigiformes","Otus megalotis"
"4249","Otus rutilus","Strigidae","Strigiformes","Madagascar Scops-Owl",0.040389324,"Otus rutilus","Strigiformes","Otus rutilus"
"4250","Otus scops","Strigidae","Strigiformes","Eurasian Scops-Owl",2.20112871066667,"Otus scops","Strigiformes","Otus scops"
"4251","Otus spilocephalus","Strigidae","Strigiformes","Mountain Scops-Owl",1.265737433,"Otus spilocephalus","Strigiformes","Otus spilocephalus"
"4252","Otus sunia","Strigidae","Strigiformes","Oriental Scops-Owl",0.214798302,"Otus sunia","Strigiformes","Otus sunia"
"4253","Pseudoscops clamator","Strigidae","Strigiformes","Striped Owl",3.10059734433333,"Asio clamator","Strigiformes","Asio clamator"
"4254","Pseudoscops grammicus","Strigidae","Strigiformes","Jamaican Owl",0.646439959,"Asio grammicus","Strigiformes","Pseudoscops grammicus"
"4255","Pulsatrix perspicillata","Strigidae","Strigiformes","Spectacled Owl",0.969127068,"Pulsatrix perspicillata","Strigiformes","Pulsatrix perspicillata"
"4256","Strix aluco","Strigidae","Strigiformes","Tawny Owl",1.51495211016667,"Strix aluco","Strigiformes","Strix aluco"
"4257","Strix fulvescens","Strigidae","Strigiformes","Fulvous Owl",0.091293895,"Strix fulvescens","Strigiformes","Strix fulvescens"
"4258","Strix ocellata","Strigidae","Strigiformes","Mottled Wood-Owl",2.411430487,"Strix ocellata","Strigiformes","Strix ocellata"
"4259","Strix rufipes","Strigidae","Strigiformes","Rufous-legged Owl",0.308363371,"Strix rufipes","Strigiformes","Strix rufipes"
"4260","Strix seloputo","Strigidae","Strigiformes","Spotted Wood-Owl",3.433578913,"Strix seloputo","Strigiformes","Strix seloputo"
"4261","Strix varia","Strigidae","Strigiformes","Barred Owl",1.52382487507143,"Strix varia","Strigiformes","Strix varia"
"4262","Tyto alba","Tytonidae","Strigiformes","Barn Owl",1.60283631805556,"Tyto alba","Strigiformes","Tyto alba"
"4263","Struthio camelus","Struthionidae","Struthioniformes","Common Ostrich",0.4460521675,"Struthio camelus","Struthioniformes","Struthio camelus"
"4264","Anhinga anhinga","Anhingidae","Suliformes","Anhinga",1.96513041958333,"Anhinga anhinga","Suliformes","Anhinga anhinga"
"4265","Anhinga melanogaster","Anhingidae","Suliformes","Oriental Darter",1.59222028,"Anhinga melanogaster","Suliformes","Anhinga melanogaster"
"4266","Anhinga novaehollandiae","Anhingidae","Suliformes","Australasian Darter",1.62141440371429,"Anhinga novaehollandiae","Suliformes","Anhinga novaehollandiae"
