,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
2587,Melanotis caerulescens,Melanotis caerulescens,Melanotis caerulescens,Mimidae (Mockingbirds and Thrashers),Blue Mockingbird,1.194848407,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2588,Melanotis hypoleucus,Melanotis hypoleucus,Melanotis hypoleucus,Mimidae (Mockingbirds and Thrashers),Blue-and-white Mockingbird,0.930824781,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2589,Melanoptila glabrirostris,Melanoptila glabrirostris,Melanoptila glabrirostris,Mimidae (Mockingbirds and Thrashers),Black Catbird,0.962285587,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2590,Dumetella carolinensis,Dumetella carolinensis,Dumetella carolinensis,Mimidae (Mockingbirds and Thrashers),Gray Catbird,1.767623983,Dumetella carolinensis,2.133576908,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2591,Toxostoma curvirostre,Toxostoma curvirostre,Toxostoma curvirostre,Mimidae (Mockingbirds and Thrashers),Curve-billed Thrasher,1.977246134,Toxostoma curvirostre,1.518004553,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2592,Toxostoma rufum,Toxostoma rufum,Toxostoma rufum,Mimidae (Mockingbirds and Thrashers),Brown Thrasher,1.82490984,Toxostoma rufum,1.145878302,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2593,Toxostoma longirostre,Toxostoma longirostre,Toxostoma longirostre,Mimidae (Mockingbirds and Thrashers),Long-billed Thrasher,2.046874905,Toxostoma longirostre,0.635800286,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2594,Toxostoma bendirei,Toxostoma bendirei,Toxostoma bendirei,Mimidae (Mockingbirds and Thrashers),Bendire's Thrasher,1.00723413,Toxostoma bendirei,-0.882262479,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2595,Toxostoma redivivum,Toxostoma redivivum,Toxostoma redivivum,Mimidae (Mockingbirds and Thrashers),California Thrasher,1.515170212,Toxostoma redivivum,1.027083367,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2596,Toxostoma lecontei,Toxostoma lecontei,Toxostoma lecontei,Mimidae (Mockingbirds and Thrashers),LeConte's Thrasher,0.284907163,Toxostoma lecontei,-1.570599165,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2597,Toxostoma crissale,Toxostoma crissale,Toxostoma crissale,Mimidae (Mockingbirds and Thrashers),Crissal Thrasher,0.797323394,Toxostoma crissale,-0.189616821,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2598,Oreoscoptes montanus,Oreoscoptes montanus,Oreoscoptes montanus,Mimidae (Mockingbirds and Thrashers),Sage Thrasher,0.72905326,Oreoscoptes montanus,-1.854664613,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2599,Mimus thenca,Mimus thenca,Mimus thenca,Mimidae (Mockingbirds and Thrashers),Chilean Mockingbird,1.523582578,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2600,Mimus patagonicus,Mimus patagonicus,Mimus patagonicus,Mimidae (Mockingbirds and Thrashers),Patagonian Mockingbird,1.171688541,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2601,Mimus saturninus,Mimus saturninus,Mimus saturninus,Mimidae (Mockingbirds and Thrashers),Chalk-browed Mockingbird,2.501775772,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2602,Mimus triurus,Mimus triurus,Mimus triurus,Mimidae (Mockingbirds and Thrashers),White-banded Mockingbird,2.066003387,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2603,Mimus gundlachii,Mimus gundlachii,Mimus gundlachii,Mimidae (Mockingbirds and Thrashers),Bahama Mockingbird,1.032406844,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2604,Mimus longicaudatus,Mimus longicaudatus,Mimus longicaudatus,Mimidae (Mockingbirds and Thrashers),Long-tailed Mockingbird,1.649100084,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2605,Mimus gilvus,Mimus gilvus,Mimus gilvus,Mimidae (Mockingbirds and Thrashers),Tropical Mockingbird,2.25722045,NA,NA,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2606,Mimus polyglottos,Mimus polyglottos,Mimus polyglottos,Mimidae (Mockingbirds and Thrashers),Northern Mockingbird,2.077765832,Mimus polyglottos,1.521795512,NA,NA,Mimidae,106,(Mockingbirds and Thrashers),No,
2607,Sialia sialis,Sialia sialis,Sialia sialis,Turdidae (Thrushes and Allies),Eastern Bluebird,1.268878705,Sialia sialis,1.115586769,Sialia sialis,U,Turdidae,73,(Thrushes and Allies),No,
2608,Sialia mexicana,Sialia mexicana,Sialia mexicana,Turdidae (Thrushes and Allies),Western Bluebird,1.001837206,Sialia mexicana,1.419676828,Sialia mexicana,U,Turdidae,73,(Thrushes and Allies),No,
2609,Sialia currucoides,Sialia currucoides,Sialia currucoides,Turdidae (Thrushes and Allies),Mountain Bluebird,0.774768543,Sialia currucoides,-1.228525532,Sialia currucoides,N,Turdidae,73,(Thrushes and Allies),No,
2610,Myadestes townsendi,Myadestes townsendi,Myadestes townsendi,Turdidae (Thrushes and Allies),Townsend's Solitaire,1.457345984,Myadestes townsendi,-1.489790198,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2611,Myadestes occidentalis,Myadestes occidentalis,Myadestes occidentalis,Turdidae (Thrushes and Allies),Brown-backed Solitaire,0.678128834,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2612,Myadestes genibarbis,Myadestes genibarbis,Myadestes genibarbis,Turdidae (Thrushes and Allies),Rufous-throated Solitaire,0.183801384,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2613,Myadestes unicolor,Myadestes unicolor,Myadestes unicolor,Turdidae (Thrushes and Allies),Slate-colored Solitaire,0.28892775,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2614,Myadestes ralloides,Myadestes ralloides,Myadestes ralloides,Turdidae (Thrushes and Allies),Andean Solitaire,0.119745649,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2615,Zoothera dauma,Zoothera aurea,Zoothera aurea,Turdidae (Thrushes and Allies),White's Thrush,2.047894188,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2616,Zoothera lunulata,Zoothera lunulata,Zoothera lunulata,Turdidae (Thrushes and Allies),Bassian Thrush,0.466910209,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2617,Zoothera heinei,Zoothera heinei,Zoothera heinei,Turdidae (Thrushes and Allies),Russet-tailed Thrush,0.044960402,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2618,Chlamydochaera jefferyi,Chlamydochaera jefferyi,Chlamydochaera jefferyi,Turdidae (Thrushes and Allies),Fruit-hunter,0.277493392,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2619,Zoothera naevia,Ixoreus naevius,Ixoreus naevius,Turdidae (Thrushes and Allies),Varied Thrush,1.542549415,Ixoreus naevius,-1.818060953,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2620,Catharus aurantiirostris,Catharus aurantiirostris,Catharus aurantiirostris,Turdidae (Thrushes and Allies),Orange-billed Nightingale-Thrush,0.884110362,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2621,Catharus occidentalis,Catharus occidentalis,Catharus occidentalis,Turdidae (Thrushes and Allies),Russet Nightingale-Thrush,0.878382213,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2622,Catharus frantzii,Catharus frantzii,Catharus frantzii,Turdidae (Thrushes and Allies),Ruddy-capped Nightingale-Thrush,0.2131628,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2623,Catharus mexicanus,Catharus mexicanus,Catharus mexicanus,Turdidae (Thrushes and Allies),Black-headed Nightingale-Thrush,0.004049939,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2624,Catharus dryas,Catharus dryas,Catharus dryas,Turdidae (Thrushes and Allies),Yellow-throated Nightingale-Thrush,0.012750971,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2625,Catharus fuscescens,Catharus fuscescens,Catharus fuscescens,Turdidae (Thrushes and Allies),Veery,1.553236906,Catharus fuscescens,-0.194939385,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2626,Catharus minimus,Catharus minimus,Catharus minimus,Turdidae (Thrushes and Allies),Gray-cheeked Thrush,2.153855458,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2627,Catharus bicknelli,Catharus bicknelli,Catharus bicknelli,Turdidae (Thrushes and Allies),Bicknell's Thrush,NA,Catharus bicknelli,-1.957013851,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2628,Catharus ustulatus,Catharus ustulatus,Catharus ustulatus,Turdidae (Thrushes and Allies),Swainson's Thrush,1.69638961,Catharus ustulatus,-1.060469463,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2629,Catharus guttatus,Catharus guttatus,Catharus guttatus,Turdidae (Thrushes and Allies),Hermit Thrush,1.736563185,Catharus guttatus,-1.339665902,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2630,Hylocichla mustelina,Hylocichla mustelina,Hylocichla mustelina,Turdidae (Thrushes and Allies),Wood Thrush,1.268346779,Hylocichla mustelina,0.94477956,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2631,Entomodestes leucotis,Entomodestes leucotis,Entomodestes leucotis,Turdidae (Thrushes and Allies),White-eared Solitaire,0.037515864,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2632,Zoothera cinerea,Geokichla cinerea,Geokichla cinerea,Turdidae (Thrushes and Allies),Ashy Thrush,2.013465479,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2633,Zoothera citrina,Geokichla citrina,Geokichla citrina,Turdidae (Thrushes and Allies),Orange-headed Thrush,1.384992467,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2634,Turdus viscivorus,Turdus viscivorus,Turdus viscivorus,Turdidae (Thrushes and Allies),Mistle Thrush,1.120422305,NA,NA,Turdus viscivorus,U,Turdidae,73,(Thrushes and Allies),No,
2635,Turdus philomelos,Turdus philomelos,Turdus philomelos,Turdidae (Thrushes and Allies),Song Thrush,1.717377926,NA,NA,Turdus philomelos,U,Turdidae,73,(Thrushes and Allies),No,
2636,Turdus olivaceus,Turdus abyssinicus,Turdus abyssinicus,Turdidae (Thrushes and Allies),Abyssinian Thrush,2.228595694,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2637,Turdus iliacus,Turdus iliacus,Turdus iliacus,Turdidae (Thrushes and Allies),Redwing,2.046802912,NA,NA,Turdus iliacus,U,Turdidae,73,(Thrushes and Allies),No,
2638,Turdus plebejus,Turdus plebejus,Turdus plebejus,Turdidae (Thrushes and Allies),Mountain Thrush,0.121795248,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2639,Turdus merula,Turdus merula,Turdus merula,Turdidae (Thrushes and Allies),Eurasian Blackbird,2.043117349,NA,NA,Turdus merula,U,Turdidae,73,(Thrushes and Allies),No,
2640,Turdus leucomelas,Turdus leucomelas,Turdus leucomelas,Turdidae (Thrushes and Allies),Pale-breasted Thrush,2.3509958,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2641,Turdus hauxwelli,Turdus hauxwelli,Turdus hauxwelli,Turdidae (Thrushes and Allies),Hauxwell's Thrush,0.020476781,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2642,Turdus flavipes,Turdus flavipes,Turdus flavipes,Turdidae (Thrushes and Allies),Yellow-legged Thrush,1.285697736,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2643,Turdus obsoletus,Turdus obsoletus,Turdus obsoletus,Turdidae (Thrushes and Allies),Pale-vented Thrush,0.155973383,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2644,Turdus assimilis,Turdus assimilis,Turdus assimilis,Turdidae (Thrushes and Allies),White-throated Thrush,0.378514353,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2645,Turdus albicollis,Turdus albicollis,Turdus albicollis,Turdidae (Thrushes and Allies),White-necked Thrush,1.296126864,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2646,Turdus rufiventris,Turdus rufiventris,Turdus rufiventris,Turdidae (Thrushes and Allies),Rufous-bellied Thrush,2.250470846,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2647,Turdus grayi,Turdus grayi,Turdus grayi,Turdidae (Thrushes and Allies),Clay-colored Thrush,1.75615844,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2648,Turdus nudigenis,Turdus nudigenis,Turdus nudigenis,Turdidae (Thrushes and Allies),Spectacled Thrush,2.082030335,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2649,Turdus maculirostris,Turdus maculirostris,Turdus maculirostris,Turdidae (Thrushes and Allies),Ecuadorian Thrush,1.787270412,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2650,Turdus merula,Turdus mandarinus,Turdus mandarinus,Turdidae (Thrushes and Allies),Chinese Blackbird,2.915532892,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2651,Turdus libonyanus,Turdus libonyana,Turdus libonyana,Turdidae (Thrushes and Allies),Kurrichane Thrush,1.572245544,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2652,Turdus olivaceus,Turdus olivaceus,Turdus olivaceus,Turdidae (Thrushes and Allies),Olive Thrush,1.694496646,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2653,Turdus olivaceus,Turdus smithi,Turdus smithi,Turdidae (Thrushes and Allies),Karoo Thrush,2.914679495,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2654,Turdus jamaicensis,Turdus jamaicensis,Turdus jamaicensis,Turdidae (Thrushes and Allies),White-eyed Thrush,0.339600663,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2655,Turdus infuscatus,Turdus infuscatus,Turdus infuscatus,Turdidae (Thrushes and Allies),Black Thrush,0.167474812,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2656,Turdus migratorius,Turdus migratorius,Turdus migratorius,Turdidae (Thrushes and Allies),American Robin,2.057995986,Turdus migratorius,1.552615687,Turdus migratorius,U,Turdidae,73,(Thrushes and Allies),No,
2657,Turdus rufopalliatus,Turdus rufopalliatus,Turdus rufopalliatus,Turdidae (Thrushes and Allies),Rufous-backed Robin,1.814812539,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2658,Turdus rufitorques,Turdus rufitorques,Turdus rufitorques,Turdidae (Thrushes and Allies),Rufous-collared Robin,1.058353311,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2659,Turdus falcklandii,Turdus falcklandii,Turdus falcklandii,Turdidae (Thrushes and Allies),Austral Thrush,2.203450789,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2660,Turdus reevei,Turdus reevei,Turdus reevei,Turdidae (Thrushes and Allies),Plumbeous-backed Thrush,0.154806408,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2661,Turdus subalaris,Turdus subalaris,Turdus subalaris,Turdidae (Thrushes and Allies),Blacksmith Thrush,2.572668886,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2662,Turdus amaurochalinus,Turdus amaurochalinus,Turdus amaurochalinus,Turdidae (Thrushes and Allies),Creamy-bellied Thrush,2.529399106,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2663,Turdus ignobilis,Turdus ignobilis,Turdus ignobilis,Turdidae (Thrushes and Allies),Black-billed Thrush,1.625679965,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2664,Turdus olivater,Turdus olivater,Turdus olivater,Turdidae (Thrushes and Allies),Black-hooded Thrush,0.951014993,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2665,Turdus fuscater,Turdus fuscater,Turdus fuscater,Turdidae (Thrushes and Allies),Great Thrush,0.903017724,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2666,Turdus chiguanco,Turdus chiguanco,Turdus chiguanco,Turdidae (Thrushes and Allies),Chiguanco Thrush,1.186103329,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2667,Turdus nigriceps,Turdus nigriceps,Turdus nigriceps,Turdidae (Thrushes and Allies),Andean Slaty Thrush,1.068909173,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2668,Turdus serranus,Turdus serranus,Turdus serranus,Turdidae (Thrushes and Allies),Glossy-black Thrush,0.741534353,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2669,Turdus aurantius,Turdus aurantius,Turdus aurantius,Turdidae (Thrushes and Allies),White-chinned Thrush,0.633990824,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2670,Turdus plumbeus,Turdus plumbeus,Turdus plumbeus,Turdidae (Thrushes and Allies),Red-legged Thrush,2.725204551,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2671,Turdus pelios,Turdus pelios,Turdus pelios,Turdidae (Thrushes and Allies),African Thrush,1.296060074,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2672,Turdus merula,Turdus simillimus,Turdus simillimus,Turdidae (Thrushes and Allies),Indian Blackbird,1.263860533,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2673,Turdus cardis,Turdus cardis,Turdus cardis,Turdidae (Thrushes and Allies),Japanese Thrush,1.913273252,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2674,Turdus hortulorum,Turdus hortulorum,Turdus hortulorum,Turdidae (Thrushes and Allies),Gray-backed Thrush,2.63784477,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2675,Turdus unicolor,Turdus unicolor,Turdus unicolor,Turdidae (Thrushes and Allies),Tickell's Thrush,2.571347452,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2676,Turdus obscurus,Turdus obscurus,Turdus obscurus,Turdidae (Thrushes and Allies),Eyebrowed Thrush,1.988444944,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2677,Turdus chrysolaus,Turdus chrysolaus,Turdus chrysolaus,Turdidae (Thrushes and Allies),Brown-headed Thrush,2.685895312,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2678,Turdus pallidus,Turdus pallidus,Turdus pallidus,Turdidae (Thrushes and Allies),Pale Thrush,2.606175381,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2679,Turdus pilaris,Turdus pilaris,Turdus pilaris,Turdidae (Thrushes and Allies),Fieldfare,1.721270516,NA,NA,Turdus pilaris,U,Turdidae,73,(Thrushes and Allies),No,
2680,Turdus torquatus,Turdus torquatus,Turdus torquatus,Turdidae (Thrushes and Allies),Ring Ouzel,1.1099739,NA,NA,Turdus torquatus,N,Turdidae,73,(Thrushes and Allies),No,
2681,Turdus ruficollis,Turdus atrogularis,Turdus atrogularis,Turdidae (Thrushes and Allies),Black-throated Thrush,3.461158558,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2682,Turdus ruficollis,Turdus ruficollis,Turdus ruficollis,Turdidae (Thrushes and Allies),Red-throated Thrush,2.488217793,NA,NA,Turdus ruficollis,N,Turdidae,73,(Thrushes and Allies),No,
2683,Turdus naumanni,Turdus eunomus,Turdus eunomus,Turdidae (Thrushes and Allies),Dusky Thrush,2.726888998,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2684,Turdus naumanni,Turdus naumanni,Turdus naumanni,Turdidae (Thrushes and Allies),Naumann's Thrush,2.725045531,NA,NA,NA,NA,Turdidae,73,(Thrushes and Allies),No,
2685,Muscicapa griseisticta,Muscicapa griseisticta,Muscicapa griseisticta,Muscicapidae (Old World Flycatchers),Gray-streaked Flycatcher,1.472032018,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2686,Muscicapa sibirica,Muscicapa sibirica,Muscicapa sibirica,Muscicapidae (Old World Flycatchers),Dark-sided Flycatcher,2.538205857,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2687,Muscicapa ferruginea,Muscicapa ferruginea,Muscicapa ferruginea,Muscicapidae (Old World Flycatchers),Ferruginous Flycatcher,0.151617192,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2688,Muscicapa dauurica,Muscicapa dauurica,Muscicapa dauurica,Muscicapidae (Old World Flycatchers),Asian Brown Flycatcher,2.235805241,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2689,Muscicapa muttui,Muscicapa muttui,Muscicapa muttui,Muscicapidae (Old World Flycatchers),Brown-breasted Flycatcher,1.428143599,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2690,Muscicapa adusta,Muscicapa adusta,Muscicapa adusta,Muscicapidae (Old World Flycatchers),African Dusky Flycatcher,1.586497814,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2691,Muscicapa striata,Muscicapa striata,Muscicapa striata,Muscicapidae (Old World Flycatchers),Spotted Flycatcher,1.835208262,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2692,Muscicapa aquatica,Muscicapa aquatica,Muscicapa aquatica,Muscicapidae (Old World Flycatchers),Swamp Flycatcher,0.541542126,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2693,Bradornis microrhynchus,Bradornis microrhynchus,Bradornis microrhynchus,Muscicapidae (Old World Flycatchers),African Gray Flycatcher,0.588878087,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2694,Muscicapa caerulescens,Fraseria caerulescens,Fraseria caerulescens,Muscicapidae (Old World Flycatchers),Ashy Flycatcher,0.635206744,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2695,Sigelus silens,Melaenornis silens,Melaenornis silens,Muscicapidae (Old World Flycatchers),Fiscal Flycatcher,1.950255396,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2696,Melaenornis edolioides,Melaenornis edolioides,Melaenornis edolioides,Muscicapidae (Old World Flycatchers),Northern Black-Flycatcher,1.083724783,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2697,Melaenornis pammelaina,Melaenornis pammelaina,Melaenornis pammelaina,Muscicapidae (Old World Flycatchers),Southern Black-Flycatcher,1.271919306,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2698,Dioptrornis fischeri,Melaenornis fischeri,Melaenornis fischeri,Muscicapidae (Old World Flycatchers),White-eyed Slaty-Flycatcher,1.577553995,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2699,Dioptrornis chocolatinus,Melaenornis chocolatinus,Melaenornis chocolatinus,Muscicapidae (Old World Flycatchers),Abyssinian Slaty-Flycatcher,2.399992154,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2700,Erythropygia coryphaeus,Cercotrichas coryphoeus,Tychaedon coryphoeus,Muscicapidae (Old World Flycatchers),Karoo Scrub-Robin,0.488238414,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2701,Erythropygia quadrivirgata,Cercotrichas quadrivirgata,Tychaedon quadrivirgata,Muscicapidae (Old World Flycatchers),Bearded Scrub-Robin,0.398964579,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2702,Erythropygia leucophrys,Cercotrichas leucophrys,Cercotrichas leucophrys,Muscicapidae (Old World Flycatchers),Red-backed Scrub-Robin,0.63597141,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2703,Saxicoloides fulicatus,Copsychus fulicatus,Saxicoloides fulicatus,Muscicapidae (Old World Flycatchers),Indian Robin,1.595426789,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2704,Copsychus saularis,Copsychus saularis,Copsychus saularis,Muscicapidae (Old World Flycatchers),Oriental Magpie-Robin,2.20226665,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2705,Copsychus albospecularis,Copsychus albospecularis,Copsychus albospecularis,Muscicapidae (Old World Flycatchers),Madagascar Magpie-Robin,0.288830484,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2706,Copsychus saularis,Copsychus mindanensis,Copsychus mindanensis,Muscicapidae (Old World Flycatchers),Philippine Magpie-Robin,1.827695122,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2707,Copsychus malabaricus,Copsychus malabaricus,Kittacincla malabarica,Muscicapidae (Old World Flycatchers),White-rumped Shama,1.881418049,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2708,Copsychus malabaricus,Copsychus albiventris,Kittacincla albiventris,Muscicapidae (Old World Flycatchers),Andaman Shama,0.219788126,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2709,Copsychus luzoniensis,Copsychus luzoniensis,Kittacincla luzoniensis,Muscicapidae (Old World Flycatchers),White-browed Shama,0.553756071,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2710,Copsychus niger,Copsychus niger,Kittacincla nigra,Muscicapidae (Old World Flycatchers),White-vented Shama,0.193199663,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2711,Cyornis hainanus,Cyornis hainanus,Cyornis hainanus,Muscicapidae (Old World Flycatchers),Hainan Blue Flycatcher,1.802016431,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2712,Cyornis rubeculoides,Cyornis rubeculoides,Cyornis rubeculoides,Muscicapidae (Old World Flycatchers),Blue-throated Flycatcher,1.565584409,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2713,Cyornis lemprieri,Cyornis lemprieri,Cyornis lemprieri,Muscicapidae (Old World Flycatchers),Palawan Blue Flycatcher,0.07679625,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2714,Cyornis tickelliae,Cyornis tickelliae,Cyornis tickelliae,Muscicapidae (Old World Flycatchers),Tickell's Blue Flycatcher,1.281589885,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2715,Cyornis rufigastra,Cyornis rufigastra,Cyornis rufigastra,Muscicapidae (Old World Flycatchers),Mangrove Blue Flycatcher,1.582822824,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2716,Rhinomyias brunneatus,Cyornis brunneatus,Cyornis brunneatus,Muscicapidae (Old World Flycatchers),Brown-chested Jungle Flycatcher,3.583735547,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2717,Niltava macgrigoriae,Niltava macgrigoriae,Niltava macgrigoriae,Muscicapidae (Old World Flycatchers),Small Niltava,0.400484466,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
2718,Cyanoptila cyanomelana,Cyanoptila cyanomelana,Cyanoptila cyanomelana,Muscicapidae (Old World Flycatchers),Blue-and-white Flycatcher,1.65096252,NA,NA,NA,NA,Muscicapidae,55,(Old World Flycatchers),No,
