"","X","MUTIscore","SciName_MUTI","CommonName_MUTI","Species_eBird","Species_Jetz","Family_Jetz","Order_Jetz","CommonName_UAI","aveUAI.x","Order_eBird","Species_BirdLife","family","family.MUTI","Species_UN","Urban","Family_UN_only","Family_all","Family","BLFamilyEnglish.x","Coastal","Notes","Species","IOCOrder","BLFamilyLatin","BLFamilyEnglish.y","Scientific","English","CoastalSp","aveUAI.y"
"55",720,NA,NA,NA,"Aviceda jerdoni","Aviceda jerdoni","Accipitridae","Accipitriformes","Jerdon's Baza",3.713046242,"Accipitriformes","Aviceda jerdoni",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Aviceda_jerdoni","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Aviceda jerdoni","Jerdon's Baza","Yes",3.713046242
"56",721,NA,NA,NA,"Aviceda leuphotes","Aviceda leuphotes","Accipitridae","Accipitriformes","Black Baza",2.55186238,"Accipitriformes","Aviceda leuphotes",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Aviceda_leuphotes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Aviceda leuphotes","Black Baza","Yes",2.55186238
"57",722,NA,NA,NA,"Aviceda subcristata","Aviceda subcristata","Accipitridae","Accipitriformes","Pacific Baza",1.387799132,"Accipitriformes","Aviceda subcristata",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Aviceda_subcristata","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Aviceda subcristata","Pacific Baza","Yes",1.387799132
"58",723,NA,NA,NA,"Busarellus nigricollis","Busarellus nigricollis","Accipitridae","Accipitriformes","Black-collared Hawk",1.407593623,"Accipitriformes","Busarellus nigricollis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Busarellus_nigricollis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Busarellus nigricollis","Black-collared Hawk","Yes",1.407593623
"59",724,NA,NA,NA,"Butastur indicus","Butastur indicus","Accipitridae","Accipitriformes","Gray-faced Buzzard",1.667152406,"Accipitriformes","Butastur indicus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Butastur_indicus",NA,NA,NA,NA,NA,NA,NA
"60",725,NA,NA,NA,"Butastur teesa","Butastur teesa","Accipitridae","Accipitriformes","White-eyed Buzzard",1.231746797,"Accipitriformes","Butastur teesa",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Butastur_teesa","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Butastur teesa","White-eyed Buzzard","No",1.231746797
"61",726,NA,NA,NA,"Buteo albigula","Buteo albigula","Accipitridae","Accipitriformes","White-throated Hawk",0.260708445,"Accipitriformes","Buteo albigula",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_albigula","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo albigula","White-throated Hawk","No",0.260708445
"62",727,NA,NA,NA,"Buteo augur","Buteo augur","Accipitridae","Accipitriformes","Augur Buzzard",1.161365582,"Accipitriformes","Buteo augur",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_augur","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo augur","Augur Buzzard","No",1.161365582
"63",728,NA,NA,NA,"Buteo brachypterus","Buteo brachypterus","Accipitridae","Accipitriformes","Madagascar Buzzard",0.050486367,"Accipitriformes","Buteo brachypterus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_brachypterus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo brachypterus","Madagascar Buzzard","No",0.050486367
"64",729,NA,NA,NA,"Buteo brachyurus","Buteo brachyurus","Accipitridae","Accipitriformes","Short-tailed Hawk",1.554134227,"Accipitriformes","Buteo brachyurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_brachyurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo brachyurus","Short-tailed Hawk","No",1.554134227
"65",730,NA,NA,NA,"Buteo japonicus","Buteo buteo","Accipitridae","Accipitriformes","Eastern Buzzard",2.154047552,"Accipitriformes","Buteo japonicus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_buteo","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo buteo","Common Buzzard","No",1.225068333
"66",731,NA,NA,NA,"Rupornis magnirostris","Buteo magnirostris","Accipitridae","Accipitriformes","Roadside Hawk",1.717914126,"Accipitriformes","Rupornis magnirostris",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_magnirostris","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo magnirostris","Roadside Hawk","No",1.717914126
"67",732,NA,NA,NA,"Buteo nitidus","Buteo nitidus","Accipitridae","Accipitriformes","Gray-lined Hawk",1.822131315,"Accipitriformes","Buteo nitidus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_nitidus",NA,NA,NA,NA,NA,NA,NA
"68",733,NA,NA,NA,"Geranoaetus polyosoma","Buteo polyosoma","Accipitridae","Accipitriformes","Variable Hawk",0.650181444,"Accipitriformes","Geranoaetus polyosoma",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_polyosoma",NA,NA,NA,NA,NA,NA,NA
"69",734,NA,NA,NA,"Buteo ridgwayi","Buteo ridgwayi","Accipitridae","Accipitriformes","Ridgway's Hawk",0.026779846,"Accipitriformes","Buteo ridgwayi",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_ridgwayi","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo ridgwayi","Ridgway's Hawk","No",0.026779846
"70",735,NA,NA,NA,"Buteo rufinus","Buteo rufinus","Accipitridae","Accipitriformes","Long-legged Buzzard",1.23005876,"Accipitriformes","Buteo rufinus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_rufinus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo rufinus","Long-legged Buzzard","No",1.23005876
"71",736,NA,NA,NA,"Buteo rufofuscus","Buteo rufofuscus","Accipitridae","Accipitriformes","Jackal Buzzard",0.92270469,"Accipitriformes","Buteo rufofuscus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteo_rufofuscus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteo rufofuscus","Jackal Buzzard","No",0.92270469
"72",737,NA,NA,NA,"Buteogallus aequinoctialis","Buteogallus aequinoctialis","Accipitridae","Accipitriformes","Rufous Crab Hawk",1.377700612,"Accipitriformes","Buteogallus aequinoctialis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteogallus_aequinoctialis",NA,NA,NA,NA,NA,NA,NA
"73",738,NA,NA,NA,"Buteogallus anthracinus","Buteogallus anthracinus","Accipitridae","Accipitriformes","Common Black Hawk",0.742525102,"Accipitriformes","Buteogallus anthracinus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteogallus_anthracinus",NA,NA,NA,NA,NA,NA,NA
"74",739,NA,NA,NA,"Buteogallus meridionalis","Buteogallus meridionalis","Accipitridae","Accipitriformes","Savanna Hawk",1.100144156,"Accipitriformes","Buteogallus meridionalis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteogallus_meridionalis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Buteogallus meridionalis","Savanna Hawk","Yes",1.100144156
"75",740,NA,NA,NA,"Buteogallus urubitinga","Buteogallus urubitinga","Accipitridae","Accipitriformes","Great Black Hawk",1.598086974,"Accipitriformes","Buteogallus urubitinga",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Buteogallus_urubitinga",NA,NA,NA,NA,NA,NA,NA
"76",741,NA,NA,NA,"Chondrohierax uncinatus","Chondrohierax uncinatus","Accipitridae","Accipitriformes","Hook-billed Kite",1.552151596,"Accipitriformes","Chondrohierax uncinatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Chondrohierax_uncinatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Chondrohierax uncinatus","Hook-billed Kite","Yes",1.552151596
"77",742,NA,NA,NA,"Circaetus gallicus","Circaetus gallicus","Accipitridae","Accipitriformes","Short-toed Snake-Eagle",1.171357268,"Accipitriformes","Circaetus gallicus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circaetus_gallicus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circaetus gallicus","Short-toed Snake-eagle","No",1.171357268
"78",743,NA,NA,NA,"Circus aeruginosus","Circus aeruginosus","Accipitridae","Accipitriformes","Eurasian Marsh-Harrier",1.141592331,"Accipitriformes","Circus aeruginosus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_aeruginosus",NA,NA,NA,NA,NA,NA,NA
"79",744,NA,NA,NA,"Circus approximans","Circus approximans","Accipitridae","Accipitriformes","Swamp Harrier",0.729766865,"Accipitriformes","Circus approximans",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_approximans","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus approximans","Swamp Harrier","Yes",0.729766865
"80",745,NA,NA,NA,"Circus assimilis","Circus assimilis","Accipitridae","Accipitriformes","Spotted Harrier",0.77673743,"Accipitriformes","Circus assimilis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_assimilis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus assimilis","Spotted Harrier","Yes",0.77673743
"81",746,NA,NA,NA,"Circus buffoni","Circus buffoni","Accipitridae","Accipitriformes","Long-winged Harrier",1.645763346,"Accipitriformes","Circus buffoni",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_buffoni","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus buffoni","Long-winged Harrier","No",1.645763346
"82",747,NA,NA,NA,"Circus cinereus","Circus cinereus","Accipitridae","Accipitriformes","Cinereous Harrier",0.688014712,"Accipitriformes","Circus cinereus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_cinereus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus cinereus","Cinereous Harrier","No",0.688014712
"83",748,NA,NA,NA,"Circus cyaneus","Circus cyaneus","Accipitridae","Accipitriformes","Hen Harrier",0.836440845,"Accipitriformes","Circus cyaneus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_cyaneus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus cyaneus","Northern Harrier","Yes",1.013043303
"84",749,NA,NA,NA,"Circus macrourus","Circus macrourus","Accipitridae","Accipitriformes","Pallid Harrier",1.054599529,"Accipitriformes","Circus macrourus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_macrourus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus macrourus","Pallid Harrier","No",1.054599529
"85",750,NA,NA,NA,"Circus maurus","Circus maurus","Accipitridae","Accipitriformes","Black Harrier",0.473010796,"Accipitriformes","Circus maurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_maurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus maurus","Black Harrier","Yes",0.473010796
"86",751,NA,NA,NA,"Circus melanoleucos","Circus melanoleucos","Accipitridae","Accipitriformes","Pied Harrier",1.032935077,"Accipitriformes","Circus melanoleucos",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_melanoleucos","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus melanoleucos","Pied Harrier","No",1.032935077
"87",752,NA,NA,NA,"Circus pygargus","Circus pygargus","Accipitridae","Accipitriformes","Montagu's Harrier",0.659669215,"Accipitriformes","Circus pygargus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_pygargus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus pygargus","Montagu's Harrier","No",0.659669215
"88",753,NA,NA,NA,"Circus ranivorus","Circus ranivorus","Accipitridae","Accipitriformes","African Marsh-Harrier",0.779258739,"Accipitriformes","Circus ranivorus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_ranivorus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus ranivorus","African Marsh-harrier","Yes",0.779258739
"89",754,NA,NA,NA,"Circus spilonotus","Circus spilonotus","Accipitridae","Accipitriformes","Eastern Marsh-Harrier",1.470870422,"Accipitriformes","Circus spilonotus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Circus_spilonotus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Circus spilonotus","Eastern Marsh-harrier","Yes",1.470870422
"90",755,NA,NA,NA,"Elanoides forficatus","Elanoides forficatus","Accipitridae","Accipitriformes","Swallow-tailed Kite",0.815307594,"Accipitriformes","Elanoides forficatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanoides_forficatus",NA,NA,NA,NA,NA,NA,NA
"91",756,NA,NA,NA,"Elanus axillaris","Elanus axillaris","Accipitridae","Accipitriformes","Black-shouldered Kite",1.365394618,"Accipitriformes","Elanus axillaris",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanus_axillaris","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Elanus axillaris","Black-shouldered Kite","No",1.365394618
"92",757,NA,NA,NA,"Elanus caeruleus","Elanus caeruleus","Accipitridae","Accipitriformes","Black-winged Kite",1.367172806,"Accipitriformes","Elanus caeruleus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanus_caeruleus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Elanus caeruleus","Black-winged Kite","No",1.367172806
"93",758,NA,NA,NA,"Elanus leucurus","Elanus leucurus","Accipitridae","Accipitriformes","White-tailed Kite",1.991073589,"Accipitriformes","Elanus leucurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Elanus_leucurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Elanus leucurus","White-tailed Kite","No",1.991073589
"94",759,NA,NA,NA,"Gampsonyx swainsonii","Gampsonyx swainsonii","Accipitridae","Accipitriformes","Pearl Kite",1.47324529,"Accipitriformes","Gampsonyx swainsonii",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gampsonyx_swainsonii","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Gampsonyx swainsonii","Pearl Kite","No",1.47324529
"95",760,NA,NA,NA,"Geranoaetus melanoleucus","Geranoaetus melanoleucus","Accipitridae","Accipitriformes","Black-chested Buzzard-Eagle",0.628033581,"Accipitriformes","Geranoaetus melanoleucus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Geranoaetus_melanoleucus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Geranoaetus melanoleucus","Black-chested Buzzard-eagle","No",0.628033581
"96",761,NA,NA,NA,"Geranospiza caerulescens","Geranospiza caerulescens","Accipitridae","Accipitriformes","Crane Hawk",0.961202586,"Accipitriformes","Geranospiza caerulescens",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Geranospiza_caerulescens","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Geranospiza caerulescens","Crane Hawk","Yes",0.961202586
"97",762,NA,NA,NA,"Gypohierax angolensis","Gypohierax angolensis","Accipitridae","Accipitriformes","Palm-nut Vulture",0.998324615,"Accipitriformes","Gypohierax angolensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gypohierax_angolensis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Gypohierax angolensis","Palm-nut Vulture","Yes",0.998324615
"98",763,NA,NA,NA,"Gyps africanus","Gyps africanus","Accipitridae","Accipitriformes","White-backed Vulture",1.140660353,"Accipitriformes","Gyps africanus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gyps_africanus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Gyps africanus","White-backed Vulture","Yes",1.140660353
"99",764,NA,NA,NA,"Gyps fulvus","Gyps fulvus","Accipitridae","Accipitriformes","Eurasian Griffon",0.925677897,"Accipitriformes","Gyps fulvus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gyps_fulvus",NA,NA,NA,NA,NA,NA,NA
"100",765,NA,NA,NA,"Gyps rueppelli","Gyps rueppellii","Accipitridae","Accipitriformes","RÃ¼ppell's Griffon",0.660966568,"Accipitriformes","Gyps rueppelli",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Gyps_rueppellii",NA,NA,NA,NA,NA,NA,NA
"101",766,NA,NA,NA,"Haliaeetus albicilla","Haliaeetus albicilla","Accipitridae","Accipitriformes","White-tailed Eagle",0.779958423,"Accipitriformes","Haliaeetus albicilla",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliaeetus_albicilla","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliaeetus albicilla","White-tailed Eagle","Yes",0.779958423
"102",767,NA,NA,NA,"Haliaeetus leucogaster","Haliaeetus leucogaster","Accipitridae","Accipitriformes","White-bellied Sea-Eagle",1.146532454,"Accipitriformes","Haliaeetus leucogaster",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliaeetus_leucogaster","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliaeetus leucogaster","White-bellied Sea-eagle","Yes",1.146532454
"103",768,NA,NA,NA,"Haliaeetus vocifer","Haliaeetus vocifer","Accipitridae","Accipitriformes","African Fish-Eagle",1.03228529,"Accipitriformes","Haliaeetus vocifer",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliaeetus_vocifer","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliaeetus vocifer","African Fish-eagle","Yes",1.03228529
"104",769,NA,NA,NA,"Haliastur indus","Haliastur indus","Accipitridae","Accipitriformes","Brahminy Kite",1.711980101,"Accipitriformes","Haliastur indus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliastur_indus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliastur indus","Brahminy Kite","Yes",1.711980101
"105",770,NA,NA,NA,"Haliastur sphenurus","Haliastur sphenurus","Accipitridae","Accipitriformes","Whistling Kite",0.842407658,"Accipitriformes","Haliastur sphenurus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Haliastur_sphenurus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Haliastur sphenurus","Whistling Kite","Yes",0.842407658
"106",771,NA,NA,NA,"Harpagus bidentatus","Harpagus bidentatus","Accipitridae","Accipitriformes","Double-toothed Kite",0.538923706,"Accipitriformes","Harpagus bidentatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Harpagus_bidentatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Harpagus bidentatus","Double-toothed Kite","No",0.538923706
"107",772,NA,NA,NA,"Hieraaetus morphnoides","Hieraaetus morphnoides","Accipitridae","Accipitriformes","Little Eagle",1.237476805,"Accipitriformes","Hieraaetus morphnoides",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Hieraaetus_morphnoides","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Hieraaetus morphnoides","Little Eagle","No",1.237476805
"108",773,NA,NA,NA,"Hieraaetus pennatus","Hieraaetus pennatus","Accipitridae","Accipitriformes","Booted Eagle",1.578710078,"Accipitriformes","Hieraaetus pennatus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Hieraaetus_pennatus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Hieraaetus pennatus","Booted Eagle","No",1.578710078
"109",774,NA,NA,NA,"Haliaeetus ichthyaetus","Ichthyophaga ichthyaetus","Accipitridae","Accipitriformes","Gray-headed Fish-Eagle",1.774920714,"Accipitriformes","Icthyophaga ichthyaetus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Ichthyophaga_ichthyaetus",NA,NA,NA,NA,NA,NA,NA
"110",775,NA,NA,NA,"Ictinaetus malaiensis","Ictinaetus malayensis","Accipitridae","Accipitriformes","Black Eagle",0.603969485,"Accipitriformes","Ictinaetus malaiensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Ictinaetus_malayensis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Ictinaetus malayensis","Black Eagle","No",0.603969485
"111",776,NA,NA,NA,"Ictinia plumbea","Ictinia plumbea","Accipitridae","Accipitriformes","Plumbeous Kite",0.525436588,"Accipitriformes","Ictinia plumbea",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Ictinia_plumbea","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Ictinia plumbea","Plumbeous Kite","No",0.525436588
"112",777,NA,NA,NA,"Kaupifalco monogrammicus","Kaupifalco monogrammicus","Accipitridae","Accipitriformes","Lizard Buzzard",0.97753818,"Accipitriformes","Kaupifalco monogrammicus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Kaupifalco_monogrammicus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Kaupifalco monogrammicus","Lizard Buzzard","No",0.97753818
"113",778,NA,NA,NA,"Leptodon cayanensis","Leptodon cayanensis","Accipitridae","Accipitriformes","Gray-headed Kite",0.969572046,"Accipitriformes","Leptodon cayanensis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leptodon_cayanensis",NA,NA,NA,NA,NA,NA,NA
"114",779,NA,NA,NA,"Pseudastur albicollis","Leucopternis albicollis","Accipitridae","Accipitriformes","White Hawk",0.391167958,"Accipitriformes","Pseudastur albicollis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leucopternis_albicollis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Leucopternis albicollis","White Hawk","No",0.391167958
"115",780,NA,NA,NA,"Pseudastur occidentalis","Leucopternis occidentalis","Accipitridae","Accipitriformes","Gray-backed Hawk",0.870689572,"Accipitriformes","Pseudastur occidentalis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leucopternis_occidentalis",NA,NA,NA,NA,NA,NA,NA
"116",781,NA,NA,NA,"Buteogallus schistaceus","Leucopternis schistaceus","Accipitridae","Accipitriformes","Slate-colored Hawk",0.133639637,"Accipitriformes","Buteogallus schistaceus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leucopternis_schistaceus",NA,NA,NA,NA,NA,NA,NA
"117",782,NA,NA,NA,"Leucopternis semiplumbeus","Leucopternis semiplumbeus","Accipitridae","Accipitriformes","Semiplumbeous Hawk",0.227773183,"Accipitriformes","Leucopternis semiplumbeus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Leucopternis_semiplumbeus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Leucopternis semiplumbeus","Semiplumbeous Hawk","No",0.227773183
"118",783,NA,NA,NA,"Lophaetus occipitalis","Lophaetus occipitalis","Accipitridae","Accipitriformes","Long-crested Eagle",0.985066816,"Accipitriformes","Lophaetus occipitalis",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Lophaetus_occipitalis","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Lophaetus occipitalis","Long-crested Eagle","No",0.985066816
"119",784,NA,NA,NA,"Lophoictinia isura","Lophoictinia isura","Accipitridae","Accipitriformes","Square-tailed Kite",0.906312185,"Accipitriformes","Lophoictinia isura",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Lophoictinia_isura","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Lophoictinia isura","Square-tailed Kite","No",0.906312185
"120",785,NA,NA,NA,"Milvus migrans","Milvus migrans","Accipitridae","Accipitriformes","Black Kite",1.646870061,"Accipitriformes","Milvus migrans",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Milvus_migrans","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Milvus migrans","Black Kite","Yes",1.646870061
"121",786,NA,NA,NA,"Milvus milvus","Milvus milvus","Accipitridae","Accipitriformes","Red Kite",0.719705747,"Accipitriformes","Milvus milvus",NA,NA,NA,NA,"","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles","","INVESTIGATE","Milvus_milvus","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles","Milvus milvus","Red Kite","No",0.719705747
