,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,Family_English,Coastal,Notes
113,Cathartes burrovianus,Cathartes burrovianus,Cathartes burrovianus,Cathartidae (New World Vultures),Lesser Yellow-headed Vulture,1.855225173,NA,NA,NA,NA,Cathartidae,(New World Vultures),Yes,mangroves
114,Cathartes melambrotus,Cathartes melambrotus,Cathartes melambrotus,Cathartidae (New World Vultures),Greater Yellow-headed Vulture,0.667125257,NA,NA,NA,NA,Cathartidae,(New World Vultures),Yes,coastal palm swamp
115,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,Charadriidae (Plovers and Lapwings),Black-bellied Plover,1.495897414,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,beaches and mudflats
116,Pluvialis apricaria,Pluvialis apricaria,Pluvialis apricaria,Charadriidae (Plovers and Lapwings),European Golden-Plover,1.26727354,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,estuaries
117,Pluvialis dominica,Pluvialis dominica,Pluvialis dominica,Charadriidae (Plovers and Lapwings),American Golden-Plover,1.209247746,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,coastal habitats
118,Pluvialis fulva,Pluvialis fulva,Pluvialis fulva,Charadriidae (Plovers and Lapwings),Pacific Golden-Plover,1.341100179,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,shorelines
119,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Charadriidae (Plovers and Lapwings),Northern Lapwing,0.937490545,NA,NA,Vanellus vanellus,U,Charadriidae,(Plovers and Lapwings),No,no mention of coastal
120,Vanellus malarbaricus,Vanellus malabaricus,Vanellus malabaricus,Charadriidae (Plovers and Lapwings),Yellow-wattled Lapwing,1.321896395,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),No,no mention of coastal
121,Vanellus coronatus,Vanellus coronatus,Vanellus coronatus,Charadriidae (Plovers and Lapwings),Crowned Lapwing,1.490592795,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),No,no mention of coastal
122,Vanellus senegallus,Vanellus senegallus,Vanellus senegallus,Charadriidae (Plovers and Lapwings),Wattled Lapwing,2.477567283,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),No,no mention of coastal
123,Vanellus cinereus,Vanellus cinereus,Vanellus cinereus,Charadriidae (Plovers and Lapwings),Gray-headed Lapwing,2.096251173,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),No,no mention of coastal
124,Vanellus indicus,Vanellus indicus,Vanellus indicus,Charadriidae (Plovers and Lapwings),Red-wattled Lapwing,1.630362281,NA,NA,Vanellus indicus,U,Charadriidae,(Plovers and Lapwings),Yes,brackish water
125,Vanellus tricolor,Vanellus tricolor,Vanellus tricolor,Charadriidae (Plovers and Lapwings),Banded Lapwing,NA,NA,NA,Vanellus tricolor,U,Charadriidae,(Plovers and Lapwings),Yes,along coast
126,Vanellus miles,Vanellus miles,Vanellus miles,Charadriidae (Plovers and Lapwings),Masked Lapwing,1.511753381,NA,NA,Vanellus miles,U,Charadriidae,(Plovers and Lapwings),Yes,sheltered coastal areas
127,Vanellus resplendens,Vanellus resplendens,Vanellus resplendens,Charadriidae (Plovers and Lapwings),Andean Lapwing,0.383963039,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),No,avoids saline water
128,Charadrius leschenaultii,Charadrius leschenaultii,Charadrius leschenaultii,Charadriidae (Plovers and Lapwings),Greater Sand-Plover,1.148637265,NA,NA,Charadrius leschenaultii,N,Charadriidae,(Plovers and Lapwings),Yes,sometimes on coast
129,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Charadriidae (Plovers and Lapwings),Common Ringed Plover,1.695980437,NA,NA,Charadrius hiaticula,U,Charadriidae,(Plovers and Lapwings),Yes,estuaries and other coastal habitats
130,Charadrius semipalmatus,Charadrius semipalmatus,Charadrius semipalmatus,Charadriidae (Plovers and Lapwings),Semipalmated Plover,1.417777238,NA,NA,Charadrius semipalmatus,N,Charadriidae,(Plovers and Lapwings),Yes,shorelines
131,Charadrius vociferus,Charadrius vociferus,Charadrius vociferus,Charadriidae (Plovers and Lapwings),Killdeer,1.597917689,Charadrius vociferus,1.751377692,Charadrius vociferus,U,Charadriidae,(Plovers and Lapwings),Yes,shorelines
132,Charadrius veredus,Charadrius veredus,Charadrius veredus,Charadriidae (Plovers and Lapwings),Oriental Plover,NA,NA,NA,Charadrius veredus,U,Charadriidae,(Plovers and Lapwings),Yes,beaches
133,Charadrius modestus,Charadrius modestus,Charadrius modestus,Charadriidae (Plovers and Lapwings),Rufous-chested Dotterel,0.978070478,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,beaches
134,Thinornis rubricollis,Thinornis cucullatus,Thinornis cucullatus,Charadriidae (Plovers and Lapwings),Hooded Plover,0.356058521,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,coastal lagoons 
135,Thinornis novaeseelandiae,Thinornis novaeseelandiae,Thinornis novaeseelandiae,Charadriidae (Plovers and Lapwings),Shore Plover,0.088743361,NA,NA,NA,NA,Charadriidae,(Plovers and Lapwings),Yes,beaches
136,Coccyzus minor,Coccyzus minor,Coccyzus minor,Cuculidae (Cuckoos),Mangrove Cuckoo,1.238939655,NA,NA,Coccyzus minor,N,Cuculidae,(Cuckoos),Yes,mangroves
137,Herpetotheres cachinnans,Herpetotheres cachinnans,Herpetotheres cachinnans,Falconidae (Falcons and Caracaras),Laughing Falcon,0.811707787,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
138,Spiziapteryx circumcincta,Spiziapteryx circumcincta,Spiziapteryx circumcincta,Falconidae (Falcons and Caracaras),Spot-winged Falconet,0.560130831,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
139,Caracara plancus,Caracara plancus,Caracara plancus,Falconidae (Falcons and Caracaras),Crested Caracara,1.571472057,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),Yes,coastal grasslands and beaches
140,Ibycter americanus,Ibycter americanus,Ibycter americanus,Falconidae (Falcons and Caracaras),Red-throated Caracara,0.015353959,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
141,Microhierax erythrogenys,Microhierax erythrogenys,Microhierax erythrogenys,Falconidae (Falcons and Caracaras),Philippine Falconet,0.792732522,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
142,Falco naumanni,Falco naumanni,Falco naumanni,Falconidae (Falcons and Caracaras),Lesser Kestrel,1.642719677,NA,NA,Falco naumanni,U,Falconidae,(Falcons and Caracaras),No,no mention of coastal
143,Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,Falconidae (Falcons and Caracaras),Eurasian Kestrel,1.675649945,NA,NA,Falco tinnunculus,U,Falconidae,(Falcons and Caracaras),Yes,winter in coastal areas
144,Falco tinnunculus,Falco rupicolus,Falco tinnunculus,Falconidae (Falcons and Caracaras),Rock Kestrel,1.053777966,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),Yes,winter in coastal areas
145,Falco newtoni,Falco newtoni,Falco newtoni,Falconidae (Falcons and Caracaras),Malagasy Kestrel,1.618325901,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
146,Falco cenchroides,Falco cenchroides,Falco cenchroides,Falconidae (Falcons and Caracaras),Nankeen Kestrel,1.106892467,NA,NA,Falco cenchroides,U,Falconidae,(Falcons and Caracaras),Yes,winter in coastal areas
147,Falco sparverius,Falco sparverius,Falco sparverius,Falconidae (Falcons and Caracaras),American Kestrel,1.535513151,Falco sparverius,0.697136296,Falco sparverius,U,Falconidae,(Falcons and Caracaras),No,no mention of coastal
148,Falco chicquera,Falco chicquera,Falco chicquera,Falconidae (Falcons and Caracaras),Red-necked Falcon,1.330076126,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),Yes,coastal plains
149,Falco amurensis,Falco amurensis,Falco amurensis,Falconidae (Falcons and Caracaras),Amur Falcon,1.792247146,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),Yes,trans-ocean flights but no mention of COASTS
150,Falco columbarius,Falco columbarius,Falco columbarius,Falconidae (Falcons and Caracaras),Merlin,1.832785331,Falco columbarius,0.512835804,Falco columbarius,U,Falconidae,(Falcons and Caracaras),Yes,tidal flats and marshes (hunts shorebirds)
151,Falco subbuteo,Falco subbuteo,Falco subbuteo,Falconidae (Falcons and Caracaras),Eurasian Hobby,1.346661295,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
152,Falco cuvierii,Falco cuvierii,Falco cuvierii,Falconidae (Falcons and Caracaras),African Hobby,1.536131581,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
153,Falco longipennis,Falco longipennis,Falco longipennis,Falconidae (Falcons and Caracaras),Australian Hobby,1.561377136,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),Yes,winters in coastal areas
154,Falco novaeseelandiae,Falco novaeseelandiae,Falco novaeseelandiae,Falconidae (Falcons and Caracaras),New Zealand Falcon,0.416801126,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),No,no mention of coastal
155,Falco berigora,Falco berigora,Falco berigora,Falconidae (Falcons and Caracaras),Brown Falcon,0.555342499,NA,NA,Falco berigora,N,Falconidae,(Falcons and Caracaras),No,no mention of coastal
156,Falco femoralis,Falco femoralis,Falco femoralis,Falconidae (Falcons and Caracaras),Aplomado Falcon,2.036616891,NA,NA,NA,NA,Falconidae,(Falcons and Caracaras),Yes,various coastal habitats
157,Falco peregrinus,Falco peregrinus,Falco peregrinus,Falconidae (Falcons and Caracaras),Peregrine Falcon,1.974832947,NA,NA,Falco peregrinus,U,Falconidae,(Falcons and Caracaras),Yes,coastal beaches
158,Haematopus unicolor,Haematopus unicolor,Haematopus unicolor,Haematopodidae (Oystercatchers),Variable Oystercatcher,0.495328388,NA,NA,NA,NA,Haematopodidae,(Oystercatchers),Yes,coastal habitats
159,Haematopus palliatus,Haematopus palliatus,Haematopus palliatus,Haematopodidae (Oystercatchers),American Oystercatcher,1.313688347,Haematopus palliatus,0.57896292,NA,NA,Haematopodidae,(Oystercatchers),Yes,coastal habitats
160,Haematopus moquini,Haematopus moquini,Haematopus moquini,Haematopodidae (Oystercatchers),African Oystercatcher,1.433498153,NA,NA,NA,NA,Haematopodidae,(Oystercatchers),Yes,coastal habitats
161,Haematopus ater,Haematopus ater,Haematopus ater,Haematopodidae (Oystercatchers),Blackish Oystercatcher,1.36573677,NA,NA,NA,NA,Haematopodidae,(Oystercatchers),Yes,coastal habitats
162,Haematopus leucopodus,Haematopus leucopodus,Haematopus leucopodus,Haematopodidae (Oystercatchers),Magellanic Oystercatcher,1.068706593,NA,NA,NA,NA,Haematopodidae,(Oystercatchers),Yes,coastal habitats
163,Numenius minutus,Numenius minutus,Numenius minutus,Scolopacidae (Sandpipers and Allies),Little Curlew,NA,NA,NA,Numenius minutus,U,Scolopacidae,(Sandpipers and Allies),Yes,rare on coast
164,Arenaria interpres,Arenaria interpres,Arenaria interpres,Scolopacidae (Sandpipers and Allies),Ruddy Turnstone,1.538395246,NA,NA,NA,NA,Scolopacidae,(Sandpipers and Allies),Yes,coastal habitats
165,Arenaria melanocephala,Arenaria melanocephala,Arenaria melanocephala,Scolopacidae (Sandpipers and Allies),Black Turnstone,2.156878335,NA,NA,NA,NA,Scolopacidae,(Sandpipers and Allies),Yes,coastal habitats
166,Calidris tenuirostris,Calidris tenuirostris,Calidris tenuirostris,Scolopacidae (Sandpipers and Allies),Great Knot,1.414995441,NA,NA,Calidris tenuirostris,N,Scolopacidae,(Sandpipers and Allies),Yes,coastal habitats
167,Aphriza virgata,Calidris virgata,Calidris virgata,Scolopacidae (Sandpipers and Allies),Surfbird,2.150009707,NA,NA,NA,NA,Scolopacidae,(Sandpipers and Allies),Yes,coastal habitats
168,Tryngites subruficollis,Calidris subruficollis,Calidris subruficollis,Scolopacidae (Sandpipers and Allies),Buff-breasted Sandpiper,0.429552921,NA,NA,NA,NA,Scolopacidae,(Sandpipers and Allies),Yes,coastal grasslands and beaches
169,Gallinago hardwickii,Gallinago hardwickii,Gallinago hardwickii,Scolopacidae (Sandpipers and Allies),Latham's Snipe,1.640906998,NA,NA,NA,NA,Scolopacidae,(Sandpipers and Allies),Yes,migrate through coast
170,Gallinago stenura,Gallinago stenura,Gallinago stenura,Scolopacidae (Sandpipers and Allies),Pin-tailed Snipe,1.220846521,NA,NA,NA,NA,Scolopacidae,(Sandpipers and Allies),Yes,shorelines
