,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
112,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,"Anatidae (Ducks, Geese, and Waterfowl)",King Eider,2.698603956,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
113,Somateria mollissima,Somateria mollissima,Somateria mollissima,"Anatidae (Ducks, Geese, and Waterfowl)",Common Eider,1.461012584,Somateria mollissima,-1.437903179,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
114,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,"Anatidae (Ducks, Geese, and Waterfowl)",Harlequin Duck,2.031957704,Histrionicus histrionicus,-1.743704621,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
115,Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,"Anatidae (Ducks, Geese, and Waterfowl)",Surf Scoter,1.751389413,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
116,Melanitta fusca,Melanitta fusca,Melanitta fusca,"Anatidae (Ducks, Geese, and Waterfowl)",Velvet Scoter,1.052076519,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
117,Melanitta fusca,Melanitta deglandi,Melanitta deglandi,"Anatidae (Ducks, Geese, and Waterfowl)",White-winged Scoter,1.815272691,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
118,Melanitta nigra,Melanitta nigra,Melanitta nigra,"Anatidae (Ducks, Geese, and Waterfowl)",Common Scoter,1.285783945,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
119,Melanitta nigra,Melanitta americana,Melanitta americana,"Anatidae (Ducks, Geese, and Waterfowl)",Black Scoter,1.893550583,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
120,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,"Anatidae (Ducks, Geese, and Waterfowl)",Long-tailed Duck,1.7954765,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
121,Bucephala albeola,Bucephala albeola,Bucephala albeola,"Anatidae (Ducks, Geese, and Waterfowl)",Bufflehead,1.764316976,Bucephala albeola,-1.507505551,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
122,Bucephala clangula,Bucephala clangula,Bucephala clangula,"Anatidae (Ducks, Geese, and Waterfowl)",Common Goldeneye,1.85542649,Bucephala clangula,-0.972651516,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
123,Bucephala islandica,Bucephala islandica,Bucephala islandica,"Anatidae (Ducks, Geese, and Waterfowl)",Barrow's Goldeneye,1.953687012,Bucephala islandica,-1.280978441,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
124,Mergellus albellus,Mergellus albellus,Mergellus albellus,"Anatidae (Ducks, Geese, and Waterfowl)",Smew,1.420107886,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
125,Lophodytes cucullatus,Lophodytes cucullatus,Lophodytes cucullatus,"Anatidae (Ducks, Geese, and Waterfowl)",Hooded Merganser,2.039399641,Lophodytes cucullatus,0.972797227,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
126,Mergus merganser,Mergus merganser,Mergus merganser,"Anatidae (Ducks, Geese, and Waterfowl)",Common Merganser,1.796518556,Mergus merganser,0.08949905,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
127,Mergus serrator,Mergus serrator,Mergus serrator,"Anatidae (Ducks, Geese, and Waterfowl)",Red-breasted Merganser,1.724439486,Mergus serrator,-1.774224349,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
128,Heteronetta atricapilla,Heteronetta atricapilla,Heteronetta atricapilla,"Anatidae (Ducks, Geese, and Waterfowl)",Black-headed Duck,1.96177519,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
129,Nomonyx dominicus,Nomonyx dominicus,Nomonyx dominicus,"Anatidae (Ducks, Geese, and Waterfowl)",Masked Duck,3.037109421,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
130,Oxyura jamaicensis,Oxyura jamaicensis,Oxyura jamaicensis,"Anatidae (Ducks, Geese, and Waterfowl)",Ruddy Duck,1.735478002,Oxyura jamaicensis,-0.464383295,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
131,Oxyura jamaicensis,Oxyura ferruginea,Oxyura ferruginea,"Anatidae (Ducks, Geese, and Waterfowl)",Andean Duck,1.685416287,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
132,Oxyura maccoa,Oxyura maccoa,Oxyura maccoa,"Anatidae (Ducks, Geese, and Waterfowl)",Maccoa Duck,1.840798975,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
133,Oxyura vittata,Oxyura vittata,Oxyura vittata,"Anatidae (Ducks, Geese, and Waterfowl)",Lake Duck,1.820503804,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",No,
134,Oxyura australis,Oxyura australis,Oxyura australis,"Anatidae (Ducks, Geese, and Waterfowl)",Blue-billed Duck,1.210167296,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
135,Biziura lobata,Biziura lobata,Biziura lobata,"Anatidae (Ducks, Geese, and Waterfowl)",Musk Duck,0.923523531,NA,NA,NA,NA,Anatidae,43,"(Ducks, Geese, and Waterfowl)",Yes,
136,Phoenicopterus chilensis,Phoenicopterus chilensis,Phoenicopterus chilensis,Phoenicopteridae (Flamingos),Chilean Flamingo,0.868910163,NA,NA,NA,NA,Phoenicopteridae,189,(Flamingos),Yes,freshwater and beaches
137,Phoenicopterus ruber,Phoenicopterus ruber,Phoenicopterus ruber,Phoenicopteridae (Flamingos),American Flamingo,0.846076146,NA,NA,NA,NA,Phoenicopteridae,189,(Flamingos),Yes,freshwater and beaches
138,Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopteridae (Flamingos),Greater Flamingo,1.807485334,NA,NA,NA,NA,Phoenicopteridae,189,(Flamingos),Yes,freshwater and beaches
139,Phoeniconaias minor,Phoeniconaias minor,Phoeniconaias minor,Phoenicopteridae (Flamingos),Lesser Flamingo,1.737183708,NA,NA,NA,NA,Phoenicopteridae,189,(Flamingos),Yes,freshwater and beaches
140,Rollandia rolland,Rollandia rolland,Rollandia rolland,Podicipedidae (Grebes),White-tufted Grebe,1.623604843,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
141,Tachybaptus ruficollis,Tachybaptus ruficollis,Tachybaptus ruficollis,Podicipedidae (Grebes),Little Grebe,1.652433418,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
142,Tachybaptus novaehollandiae,Tachybaptus novaehollandiae,Tachybaptus novaehollandiae,Podicipedidae (Grebes),Australasian Grebe,1.523792333,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
143,Tachybaptus dominicus,Tachybaptus dominicus,Tachybaptus dominicus,Podicipedidae (Grebes),Least Grebe,1.580665219,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
144,Podilymbus podiceps,Podilymbus podiceps,Podilymbus podiceps,Podicipedidae (Grebes),Pied-billed Grebe,1.832091357,Podilymbus podiceps,0.738332116,NA,NA,Podicipedidae,89,(Grebes),Yes,
145,Poliocephalus poliocephalus,Poliocephalus poliocephalus,Poliocephalus poliocephalus,Podicipedidae (Grebes),Hoary-headed Grebe,1.232355796,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
146,Poliocephalus rufopectus,Poliocephalus rufopectus,Poliocephalus rufopectus,Podicipedidae (Grebes),New Zealand Grebe,1.183117616,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
147,Podiceps major,Podiceps major,Podiceps major,Podicipedidae (Grebes),Great Grebe,1.536253336,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
148,Podiceps auritus,Podiceps auritus,Podiceps auritus,Podicipedidae (Grebes),Horned Grebe,1.697719121,Podiceps auritus,-1.163069602,NA,NA,Podicipedidae,89,(Grebes),Yes,
149,Podiceps grisegena,Podiceps grisegena,Podiceps grisegena,Podicipedidae (Grebes),Red-necked Grebe,1.789427292,Podiceps grisegena,-0.527183994,NA,NA,Podicipedidae,89,(Grebes),Yes,
150,Podiceps cristatus,Podiceps cristatus,Podiceps cristatus,Podicipedidae (Grebes),Great Crested Grebe,1.339078335,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
151,Podiceps nigricollis,Podiceps nigricollis,Podiceps nigricollis,Podicipedidae (Grebes),Eared Grebe,1.501055048,Podiceps nigricollis,-1.03873009,NA,NA,Podicipedidae,89,(Grebes),Yes,
152,Podiceps occipitalis,Podiceps occipitalis,Podiceps occipitalis,Podicipedidae (Grebes),Silvery Grebe,1.172960328,NA,NA,NA,NA,Podicipedidae,89,(Grebes),Yes,
153,Aechmophorus occidentalis,Aechmophorus occidentalis,Aechmophorus occidentalis,Podicipedidae (Grebes),Western Grebe,1.246552164,Aechmophorus occidentalis,0.307320912,NA,NA,Podicipedidae,89,(Grebes),Yes,
154,Aechmophorus clarkii,Aechmophorus clarkii,Aechmophorus clarkii,Podicipedidae (Grebes),Clark's Grebe,1.283530885,Aechmophorus clarkii,0.501055163,NA,NA,Podicipedidae,89,(Grebes),Yes,
155,Rallus longirostris,Rallus obsoletus,Rallus obsoletus,"Rallidae (Rails, Gallinules, and Coots)",Ridgway's Rail,1.593038255,Rallus obsoletus,2.738340714,Rallus longirostris,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
156,Rallus elegans,Rallus elegans,Rallus elegans,"Rallidae (Rails, Gallinules, and Coots)",King Rail,0.782483041,Rallus elegans,-0.875336956,Rallus elegans,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
157,Rallus longirostris,Rallus crepitans,Rallus crepitans,"Rallidae (Rails, Gallinules, and Coots)",Clapper Rail,1.364332169,Rallus crepitans,-0.585008904,Rallus longirostris,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
158,Rallus limicola,Rallus limicola,Rallus limicola,"Rallidae (Rails, Gallinules, and Coots)",Virginia Rail,1.432352176,Rallus limicola,1.764891207,Rallus limicola,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
159,Rallus semiplumbeus,Rallus semiplumbeus,Rallus semiplumbeus,"Rallidae (Rails, Gallinules, and Coots)",Bogota Rail,1.948963563,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
160,Rallus aquaticus,Rallus aquaticus,Rallus aquaticus,"Rallidae (Rails, Gallinules, and Coots)",Water Rail,1.194672083,NA,NA,Rallus aquaticus,U,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
161,Rallus aquaticus,Rallus indicus,Rallus indicus,"Rallidae (Rails, Gallinules, and Coots)",Brown-cheeked Rail,1.95716238,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
162,Dryolimnas cuvieri,Dryolimnas cuvieri,Dryolimnas cuvieri,"Rallidae (Rails, Gallinules, and Coots)",White-throated Rail,1.083726649,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
163,Rougetius rougetii,Rougetius rougetii,Rougetius rougetii,"Rallidae (Rails, Gallinules, and Coots)",Rouget's Rail,2.175808739,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
164,Gallirallus striatus,Lewinia striata,Lewinia striata,"Rallidae (Rails, Gallinules, and Coots)",Slaty-breasted Rail,1.681946929,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
165,Lewinia pectoralis,Lewinia pectoralis,Lewinia pectoralis,"Rallidae (Rails, Gallinules, and Coots)",Lewin's Rail,1.600070646,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
166,Eulabeornis castaneoventris,Gallirallus castaneoventris,Eulabeornis castaneoventris,"Rallidae (Rails, Gallinules, and Coots)",Chestnut Rail,1.156716899,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
167,Gallirallus australis,Gallirallus australis,Gallirallus australis,"Rallidae (Rails, Gallinules, and Coots)",Weka,0.110806108,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
168,Gallirallus okinawae,Gallirallus okinawae,Hypotaenidia okinawae,"Rallidae (Rails, Gallinules, and Coots)",Okinawa Rail,0.227307254,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
169,Gallirallus philippensis,Gallirallus philippensis,Hypotaenidia philippensis,"Rallidae (Rails, Gallinules, and Coots)",Buff-banded Rail,1.68081867,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
170,Gallirallus torquatus,Gallirallus torquatus,Hypotaenidia torquata,"Rallidae (Rails, Gallinules, and Coots)",Barred Rail,1.681367809,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
171,Porzana albicollis,Mustelirallus albicollis,Porzana albicollis,"Rallidae (Rails, Gallinules, and Coots)",Ash-throated Crake,1.954074384,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
172,Pardirallus nigricans,Pardirallus nigricans,Pardirallus nigricans,"Rallidae (Rails, Gallinules, and Coots)",Blackish Rail,2.579482545,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
173,Pardirallus sanguinolentus,Pardirallus sanguinolentus,Pardirallus sanguinolentus,"Rallidae (Rails, Gallinules, and Coots)",Plumbeous Rail,1.624513369,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
174,Aramides ypecaha,Aramides ypecaha,Aramides ypecaha,"Rallidae (Rails, Gallinules, and Coots)",Giant Wood-Rail,2.001981558,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",No,freshwater 
175,Aramides cajanea,Aramides albiventris,Aramides albiventris,"Rallidae (Rails, Gallinules, and Coots)",Russet-naped Wood-Rail,1.35255105,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
176,Aramides cajanea,Aramides cajaneus,Aramides cajaneus,"Rallidae (Rails, Gallinules, and Coots)",Gray-cowled Wood-Rail,1.980598113,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
177,Aramides saracura,Aramides saracura,Aramides saracura,"Rallidae (Rails, Gallinules, and Coots)",Slaty-breasted Wood-Rail,2.671109525,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",No,no mention of coastal habitat 
178,Gallinula ventralis,Tribonyx ventralis,Tribonyx ventralis,"Rallidae (Rails, Gallinules, and Coots)",Black-tailed Nativehen,1.595525766,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
179,Gallinula mortierii,Tribonyx mortierii,Tribonyx mortierii,"Rallidae (Rails, Gallinules, and Coots)",Tasmanian Nativehen,0.661412864,NA,NA,Gallinula mortierii,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
180,Gallinula melanops,Porphyriops melanops,Porphyriops melanops,"Rallidae (Rails, Gallinules, and Coots)",Spot-flanked Gallinule,2.119885438,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
181,Porzana carolina,Porzana carolina,Porzana carolina,"Rallidae (Rails, Gallinules, and Coots)",Sora,1.488739935,Porzana carolina,-0.205106789,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
182,Porzana fluminea,Porzana fluminea,Porzana fluminea,"Rallidae (Rails, Gallinules, and Coots)",Australian Crake,1.505670922,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
183,Gallinula chloropus,Gallinula chloropus,Gallinula chloropus,"Rallidae (Rails, Gallinules, and Coots)",Eurasian Moorhen,1.950865069,NA,NA,Gallinula chloropus,U,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
184,Gallinula chloropus,Gallinula galeata,Gallinula galeata,"Rallidae (Rails, Gallinules, and Coots)",Common Gallinule,1.769946444,Gallinula galeata,0.955433695,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
185,Gallinula tenebrosa,Gallinula tenebrosa,Gallinula tenebrosa,"Rallidae (Rails, Gallinules, and Coots)",Dusky Moorhen,2.088401645,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
186,Fulica rufifrons,Fulica rufifrons,Fulica rufifrons,"Rallidae (Rails, Gallinules, and Coots)",Red-fronted Coot,1.734371729,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
187,Fulica armillata,Fulica armillata,Fulica armillata,"Rallidae (Rails, Gallinules, and Coots)",Red-gartered Coot,1.871712854,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
188,Fulica atra,Fulica atra,Fulica atra,"Rallidae (Rails, Gallinules, and Coots)",Eurasian Coot,1.70235462,NA,NA,Fulica atra,U,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
189,Fulica cristata,Fulica cristata,Fulica cristata,"Rallidae (Rails, Gallinules, and Coots)",Red-knobbed Coot,1.446138611,NA,NA,Fulica cristata,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
190,Fulica alai,Fulica alai,Fulica alai,"Rallidae (Rails, Gallinules, and Coots)",Hawaiian Coot,1.49443645,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
191,Fulica americana,Fulica americana,Fulica americana,"Rallidae (Rails, Gallinules, and Coots)",American Coot,1.853317322,Fulica americana,-0.187335688,Fulica americana,N,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
192,Fulica ardesiaca,Fulica ardesiaca,Fulica ardesiaca,"Rallidae (Rails, Gallinules, and Coots)",Slate-colored Coot,1.04183641,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
193,Fulica leucoptera,Fulica leucoptera,Fulica leucoptera,"Rallidae (Rails, Gallinules, and Coots)",White-winged Coot,1.801311044,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
194,Porphyrio martinica,Porphyrio martinica,Porphyrio martinicus,"Rallidae (Rails, Gallinules, and Coots)",Purple Gallinule,1.59709518,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
195,Porphyrio porphyrio,Porphyrio madagascariensis,Porphyrio porphyrio,"Rallidae (Rails, Gallinules, and Coots)",African Swamphen,1.786259681,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
196,Porphyrio hochstetteri,Porphyrio hochstetteri,Porphyrio hochstetteri,"Rallidae (Rails, Gallinules, and Coots)",South Island Takahe,0.020915848,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
197,Porzana cinerea,Poliolimnas cinereus,Amaurornis cinerea,"Rallidae (Rails, Gallinules, and Coots)",White-browed Crake,1.637087881,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
198,Gallicrex cinerea,Gallicrex cinerea,Gallicrex cinerea,"Rallidae (Rails, Gallinules, and Coots)",Watercock,1.592062997,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
199,Amaurornis olivacea,Amaurornis olivacea,Amaurornis olivacea,"Rallidae (Rails, Gallinules, and Coots)",Plain Bush-hen,1.034118155,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",No,no mention of coastal - flooded areas (assuming from rainwater) 
200,Amaurornis phoenicurus,Amaurornis phoenicurus,Amaurornis phoenicurus,"Rallidae (Rails, Gallinules, and Coots)",White-breasted Waterhen,1.913983287,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
201,Amaurornis moluccana,Amaurornis moluccana,Amaurornis moluccana,"Rallidae (Rails, Gallinules, and Coots)",Pale-vented Bush-hen,1.664034981,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
202,Rallina canningi,Rallina canningi,Rallina canningi,"Rallidae (Rails, Gallinules, and Coots)",Andaman Crake,0.119254389,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
203,Rallina fasciata,Rallina fasciata,Rallina fasciata,"Rallidae (Rails, Gallinules, and Coots)",Red-legged Crake,3.311833145,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
204,Rallina eurizonoides,Rallina eurizonoides,Rallina eurizonoides,"Rallidae (Rails, Gallinules, and Coots)",Slaty-legged Crake,1.715394766,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
205,Porzana fusca,Zapornia fusca,Zapornia fusca,"Rallidae (Rails, Gallinules, and Coots)",Ruddy-breasted Crake,2.172406207,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
206,Amaurornis flavirostra,Zapornia flavirostra,Zapornia flavirostra,"Rallidae (Rails, Gallinules, and Coots)",Black Crake,1.211599762,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
207,Porzana pusilla,Zapornia pusilla,Zapornia pusilla,"Rallidae (Rails, Gallinules, and Coots)",Baillon's Crake,1.891252271,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
208,Porzana tabuensis,Zapornia tabuensis,Zapornia tabuensis,"Rallidae (Rails, Gallinules, and Coots)",Spotless Crake,1.554553027,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
209,Coturnicops noveboracensis,Coturnicops noveboracensis,Coturnicops noveboracensis,"Rallidae (Rails, Gallinules, and Coots)",Yellow Rail,0.002293022,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
210,Laterallus melanophaius,Laterallus melanophaius,Laterallus melanophaius,"Rallidae (Rails, Gallinules, and Coots)",Rufous-sided Crake,2.76016692,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
211,Laterallus ruber,Laterallus ruber,Laterallus ruber,"Rallidae (Rails, Gallinules, and Coots)",Ruddy Crake,1.380179574,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
212,Laterallus albigularis,Laterallus albigularis,Laterallus albigularis,"Rallidae (Rails, Gallinules, and Coots)",White-throated Crake,0.737089165,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
213,Laterallus jamaicensis,Laterallus jamaicensis,Laterallus jamaicensis,"Rallidae (Rails, Gallinules, and Coots)",Black Rail,0.890100336,NA,NA,NA,NA,Rallidae,45,"(Rails, Gallinules, and Coots)",Yes,coastal marshes or water 
214,Balearica regulorum,Balearica regulorum,Balearica regulorum,Gruidae (Cranes),Gray Crowned-Crane,0.836028602,NA,NA,NA,NA,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
215,Grus paradisea,Anthropoides paradiseus,Anthropoides paradiseus,Gruidae (Cranes),Blue Crane,0.815857199,NA,NA,NA,NA,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
216,Grus leucogeranus,Leucogeranus leucogeranus,Leucogeranus leucogeranus,Gruidae (Cranes),Siberian Crane,2.243728968,NA,NA,NA,NA,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
217,Grus canadensis,Antigone canadensis,Antigone canadensis,Gruidae (Cranes),Sandhill Crane,0.744852138,Antigone canadensis,-1.210054524,Grus canadensis,U,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
218,Grus antigone,Antigone antigone,Antigone antigone,Gruidae (Cranes),Sarus Crane,1.307275498,NA,NA,Grus antigone,N,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
219,Grus rubicunda,Antigone rubicunda,Antigone rubicunda,Gruidae (Cranes),Brolga,0.252714236,NA,NA,Grus rubicunda,N,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
220,Grus grus,Grus grus,Grus grus,Gruidae (Cranes),Common Crane,0.869288594,NA,NA,Grus grus,N,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
221,Grus americana,Grus americana,Grus americana,Gruidae (Cranes),Whooping Crane,0.307590046,NA,NA,Grus americana,N,Gruidae,46,(Cranes),Yes,Estuaries and saltwater marshes
222,Pluvianellus socialis,Pluvianellus socialis,Pluvianellus socialis,Pluvianellidae (Magellanic Plover),Magellanic Plover,0,NA,NA,NA,NA,Pluvianellidae,12,(Magellanic Plover),Yes,"coast in winter, fresh or brackish water in other seasons"
223,Burhinus vermiculatus,Burhinus vermiculatus,Burhinus vermiculatus,Burhinidae (Thick-knees),Water Thick-knee,1.169649015,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
224,Burhinus oedicnemus,Burhinus oedicnemus,Burhinus oedicnemus,Burhinidae (Thick-knees),Eurasian Thick-knee,1.394750992,NA,NA,Burhinus oedicnemus,N,Burhinidae,78,(Thick-knees),Yes,
225,Burhinus oedicnemus,Burhinus indicus,Burhinus indicus,Burhinidae (Thick-knees),Indian Thick-knee,2.0999885,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
226,Burhinus senegalensis,Burhinus senegalensis,Burhinus senegalensis,Burhinidae (Thick-knees),Senegal Thick-knee,1.190250185,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
227,Burhinus capensis,Burhinus capensis,Burhinus capensis,Burhinidae (Thick-knees),Spotted Thick-knee,2.351602704,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
228,Burhinus bistriatus,Burhinus bistriatus,Burhinus bistriatus,Burhinidae (Thick-knees),Double-striped Thick-knee,0.576115441,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
229,Burhinus superciliaris,Burhinus superciliaris,Burhinus superciliaris,Burhinidae (Thick-knees),Peruvian Thick-knee,1.243831695,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
