,Species_Jetz,Species_eBird,Species_BirdLife,Family_eBird,CommonName_eBird,aveUAI,SciName_MUTI,MUTIscore,SciName_UN,Urban,Family_Sci,X,Family_English,Coastal,Notes
230,Burhinus grallarius,Burhinus grallarius,Burhinus grallarius,Burhinidae (Thick-knees),Bush Thick-knee,1.848885256,NA,NA,Burhinus grallarius,U,Burhinidae,78,(Thick-knees),Yes,
231,Esacus giganteus,Esacus magnirostris,Esacus magnirostris,Burhinidae (Thick-knees),Beach Thick-knee,1.100824029,NA,NA,NA,NA,Burhinidae,78,(Thick-knees),Yes,
232,Himantopus himantopus,Himantopus himantopus,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Black-winged Stilt,1.505244612,NA,NA,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
233,Himantopus leucocephalus,Himantopus leucocephalus,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Pied Stilt,1.157414725,NA,NA,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
234,Himantopus novaezelandiae,Himantopus novaezelandiae,Himantopus novaezelandiae,Recurvirostridae (Stilts and Avocets),Black Stilt,0.209469405,NA,NA,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
235,Himantopus mexicanus,Himantopus mexicanus,Himantopus himantopus,Recurvirostridae (Stilts and Avocets),Black-necked Stilt,1.456779234,Himantopus mexicanus,0.876865283,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
236,Cladorhynchus leucocephalus,Cladorhynchus leucocephalus,Cladorhynchus leucocephalus,Recurvirostridae (Stilts and Avocets),Banded Stilt,0.832276966,NA,NA,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
237,Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostridae (Stilts and Avocets),Pied Avocet,1.525076806,NA,NA,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
238,Recurvirostra novaehollandiae,Recurvirostra novaehollandiae,Recurvirostra novaehollandiae,Recurvirostridae (Stilts and Avocets),Red-necked Avocet,1.307388436,NA,NA,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
239,Recurvirostra americana,Recurvirostra americana,Recurvirostra americana,Recurvirostridae (Stilts and Avocets),American Avocet,1.461151087,Recurvirostra americana,-0.525644467,NA,NA,Recurvirostridae,91,(Stilts and Avocets),Yes,
240,Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,Haematopodidae (Oystercatchers),Eurasian Oystercatcher,1.639236024,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
241,Haematopus longirostris,Haematopus longirostris,Haematopus longirostris,Haematopodidae (Oystercatchers),Pied Oystercatcher,1.030123677,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
242,Haematopus finschi,Haematopus finschi,Haematopus finschi,Haematopodidae (Oystercatchers),South Island Oystercatcher,0.619925707,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
243,Haematopus unicolor,Haematopus unicolor,Haematopus unicolor,Haematopodidae (Oystercatchers),Variable Oystercatcher,0.495328388,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
244,Haematopus fuliginosus,Haematopus fuliginosus,Haematopus fuliginosus,Haematopodidae (Oystercatchers),Sooty Oystercatcher,0.886613541,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
245,Haematopus palliatus,Haematopus palliatus,Haematopus palliatus,Haematopodidae (Oystercatchers),American Oystercatcher,1.313688347,Haematopus palliatus,0.57896292,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
246,Haematopus moquini,Haematopus moquini,Haematopus moquini,Haematopodidae (Oystercatchers),African Oystercatcher,1.433498153,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
247,Haematopus ater,Haematopus ater,Haematopus ater,Haematopodidae (Oystercatchers),Blackish Oystercatcher,1.36573677,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
248,Haematopus leucopodus,Haematopus leucopodus,Haematopus leucopodus,Haematopodidae (Oystercatchers),Magellanic Oystercatcher,1.068706593,NA,NA,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
249,Haematopus bachmani,Haematopus bachmani,Haematopus ater,Haematopodidae (Oystercatchers),Black Oystercatcher,1.510740241,Haematopus bachmani,-1.130625617,NA,NA,Haematopodidae,92,(Oystercatchers),Yes,
250,Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,Charadriidae (Plovers and Lapwings),Black-bellied Plover,1.495897414,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
251,Pluvialis apricaria,Pluvialis apricaria,Pluvialis apricaria,Charadriidae (Plovers and Lapwings),European Golden-Plover,1.26727354,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
252,Pluvialis dominica,Pluvialis dominica,Pluvialis dominica,Charadriidae (Plovers and Lapwings),American Golden-Plover,1.209247746,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
253,Pluvialis fulva,Pluvialis fulva,Pluvialis fulva,Charadriidae (Plovers and Lapwings),Pacific Golden-Plover,1.341100179,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
254,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Charadriidae (Plovers and Lapwings),Northern Lapwing,0.937490545,NA,NA,Vanellus vanellus,U,Charadriidae,61,(Plovers and Lapwings),Yes,
255,Vanellus crassirostris,Vanellus crassirostris,Vanellus crassirostris,Charadriidae (Plovers and Lapwings),Long-toed Lapwing,0.575541287,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
256,Vanellus armatus,Vanellus armatus,Vanellus armatus,Charadriidae (Plovers and Lapwings),Blacksmith Lapwing,1.488724235,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
257,Vanellus spinosus,Vanellus spinosus,Vanellus spinosus,Charadriidae (Plovers and Lapwings),Spur-winged Lapwing,0.986400628,NA,NA,Vanellus spinosus,N,Charadriidae,61,(Plovers and Lapwings),Yes,
258,Vanellus duvaucelii,Vanellus duvaucelii,Vanellus duvaucelii,Charadriidae (Plovers and Lapwings),River Lapwing,2.018498175,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),No,Rivers and freshwater only 
259,Vanellus malarbaricus,Vanellus malabaricus,Vanellus malabaricus,Charadriidae (Plovers and Lapwings),Yellow-wattled Lapwing,1.321896395,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
260,Vanellus albiceps,Vanellus albiceps,Vanellus albiceps,Charadriidae (Plovers and Lapwings),White-headed Lapwing,0.289798063,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
261,Vanellus coronatus,Vanellus coronatus,Vanellus coronatus,Charadriidae (Plovers and Lapwings),Crowned Lapwing,1.490592795,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
262,Vanellus senegallus,Vanellus senegallus,Vanellus senegallus,Charadriidae (Plovers and Lapwings),Wattled Lapwing,2.477567283,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
263,Vanellus cinereus,Vanellus cinereus,Vanellus cinereus,Charadriidae (Plovers and Lapwings),Gray-headed Lapwing,2.096251173,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
264,Vanellus indicus,Vanellus indicus,Vanellus indicus,Charadriidae (Plovers and Lapwings),Red-wattled Lapwing,1.630362281,NA,NA,Vanellus indicus,U,Charadriidae,61,(Plovers and Lapwings),Yes,
265,Vanellus tricolor,Vanellus tricolor,Vanellus tricolor,Charadriidae (Plovers and Lapwings),Banded Lapwing,NA,NA,NA,Vanellus tricolor,U,Charadriidae,61,(Plovers and Lapwings),Yes,
266,Vanellus miles,Vanellus miles,Vanellus miles,Charadriidae (Plovers and Lapwings),Masked Lapwing,1.511753381,NA,NA,Vanellus miles,U,Charadriidae,61,(Plovers and Lapwings),Yes,
267,Vanellus leucurus,Vanellus leucurus,Vanellus leucurus,Charadriidae (Plovers and Lapwings),White-tailed Lapwing,2.314725283,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
268,Vanellus chilensis,Vanellus chilensis,Vanellus chilensis,Charadriidae (Plovers and Lapwings),Southern Lapwing,2.13192358,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
269,Vanellus resplendens,Vanellus resplendens,Vanellus resplendens,Charadriidae (Plovers and Lapwings),Andean Lapwing,0.383963039,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
270,Charadrius obscurus,Charadrius obscurus,Charadrius obscurus,Charadriidae (Plovers and Lapwings),Red-breasted Dotterel,0.525471575,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
271,Charadrius mongolus,Charadrius mongolus,Charadrius mongolus,Charadriidae (Plovers and Lapwings),Lesser Sand-Plover,1.559613623,NA,NA,Charadrius mongolus,N,Charadriidae,61,(Plovers and Lapwings),Yes,
272,Charadrius leschenaultii,Charadrius leschenaultii,Charadrius leschenaultii,Charadriidae (Plovers and Lapwings),Greater Sand-Plover,1.148637265,NA,NA,Charadrius leschenaultii,N,Charadriidae,61,(Plovers and Lapwings),Yes,
273,Charadrius collaris,Charadrius collaris,Charadrius collaris,Charadriidae (Plovers and Lapwings),Collared Plover,1.016639699,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
274,Charadrius falklandicus,Charadrius falklandicus,Charadrius falklandicus,Charadriidae (Plovers and Lapwings),Two-banded Plover,0.740374324,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
275,Charadrius bicinctus,Charadrius bicinctus,Charadrius bicinctus,Charadriidae (Plovers and Lapwings),Double-banded Plover,0.412598895,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
276,Charadrius pecuarius,Charadrius pecuarius,Charadrius pecuarius,Charadriidae (Plovers and Lapwings),Kittlitz's Plover,0.945704963,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
277,Charadrius ruficapillus,Charadrius ruficapillus,Charadrius ruficapillus,Charadriidae (Plovers and Lapwings),Red-capped Plover,0.807891122,NA,NA,Charadrius ruficapillus,N,Charadriidae,61,(Plovers and Lapwings),Yes,
278,Charadrius peronii,Charadrius peronii,Charadrius peronii,Charadriidae (Plovers and Lapwings),Malaysian Plover,1.867128541,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
279,Charadrius alexandrinus,Charadrius alexandrinus,Charadrius alexandrinus,Charadriidae (Plovers and Lapwings),Kentish Plover,1.678253918,NA,NA,Charadrius alexandrinus,N,Charadriidae,61,(Plovers and Lapwings),Yes,
280,Charadrius alexandrinus,Charadrius dealbatus,Charadrius dealbatus,Charadriidae (Plovers and Lapwings),White-faced Plover,1.783937503,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
281,Charadrius alexandrinus,Charadrius nivosus,Charadrius nivosus,Charadriidae (Plovers and Lapwings),Snowy Plover,1.089725539,Charadrius nivosus,-0.783280788,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
282,Charadrius wilsonia,Charadrius wilsonia,Charadrius wilsonia,Charadriidae (Plovers and Lapwings),Wilson's Plover,1.08873466,Charadrius wilsonia,-1.272321192,Charadrius wilsonia,N,Charadriidae,61,(Plovers and Lapwings),Yes,
283,Charadrius hiaticula,Charadrius hiaticula,Charadrius hiaticula,Charadriidae (Plovers and Lapwings),Common Ringed Plover,1.695980437,NA,NA,Charadrius hiaticula,U,Charadriidae,61,(Plovers and Lapwings),Yes,
284,Charadrius semipalmatus,Charadrius semipalmatus,Charadrius semipalmatus,Charadriidae (Plovers and Lapwings),Semipalmated Plover,1.417777238,NA,NA,Charadrius semipalmatus,N,Charadriidae,61,(Plovers and Lapwings),Yes,
285,Charadrius placidus,Charadrius placidus,Charadrius placidus,Charadriidae (Plovers and Lapwings),Long-billed Plover,2.238419278,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
286,Charadrius melodus,Charadrius melodus,Charadrius melodus,Charadriidae (Plovers and Lapwings),Piping Plover,1.337630165,Charadrius melodus,0.028754769,Charadrius melodus,N,Charadriidae,61,(Plovers and Lapwings),Yes,
287,Charadrius dubius,Charadrius dubius,Charadrius dubius,Charadriidae (Plovers and Lapwings),Little Ringed Plover,1.562408741,NA,NA,Charadrius dubius,U,Charadriidae,61,(Plovers and Lapwings),Yes,
288,Charadrius tricollaris,Charadrius tricollaris,Charadrius tricollaris,Charadriidae (Plovers and Lapwings),Three-banded Plover,1.239374943,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
289,Charadrius marginatus,Charadrius marginatus,Charadrius marginatus,Charadriidae (Plovers and Lapwings),White-fronted Plover,1.284414762,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
290,Charadrius vociferus,Charadrius vociferus,Charadrius vociferus,Charadriidae (Plovers and Lapwings),Killdeer,1.597917689,Charadrius vociferus,1.751377692,Charadrius vociferus,U,Charadriidae,61,(Plovers and Lapwings),Yes,
291,Charadrius montanus,Charadrius montanus,Charadrius montanus,Charadriidae (Plovers and Lapwings),Mountain Plover,0.015699296,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),No,"Rare use of coastal plains, mostly inland plains "
292,Charadrius veredus,Charadrius veredus,Charadrius veredus,Charadriidae (Plovers and Lapwings),Oriental Plover,NA,NA,NA,Charadrius veredus,U,Charadriidae,61,(Plovers and Lapwings),Yes,
293,Charadrius modestus,Charadrius modestus,Charadrius modestus,Charadriidae (Plovers and Lapwings),Rufous-chested Dotterel,0.978070478,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
294,Erythrogonys cinctus,Erythrogonys cinctus,Erythrogonys cinctus,Charadriidae (Plovers and Lapwings),Red-kneed Dotterel,1.277013514,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
295,Thinornis rubricollis,Thinornis cucullatus,Thinornis cucullatus,Charadriidae (Plovers and Lapwings),Hooded Plover,0.356058521,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
296,Thinornis novaeseelandiae,Thinornis novaeseelandiae,Thinornis novaeseelandiae,Charadriidae (Plovers and Lapwings),Shore Plover,0.088743361,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
297,Elseyornis melanops,Elseyornis melanops,Elseyornis melanops,Charadriidae (Plovers and Lapwings),Black-fronted Dotterel,1.291053096,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
298,Anarhynchus frontalis,Anarhynchus frontalis,Anarhynchus frontalis,Charadriidae (Plovers and Lapwings),Wrybill,0.30541517,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
299,Phegornis mitchellii,Phegornis mitchellii,Phegornis mitchellii,Charadriidae (Plovers and Lapwings),Diademed Sandpiper-Plover,0.002331512,NA,NA,NA,NA,Charadriidae,61,(Plovers and Lapwings),Yes,
300,Rostratula benghalensis,Rostratula benghalensis,Rostratula benghalensis,Rostratulidae (Painted-Snipes),Greater Painted-Snipe,2.08017875,NA,NA,NA,NA,Rostratulidae,122,(Painted-Snipes),Yes,coastal and inland wetlands
301,Actophilornis africanus,Actophilornis africanus,Actophilornis africanus,Jacanidae (Jacanas),African Jacana,0.771567413,NA,NA,NA,NA,Jacanidae,121,(Jacanas),Yes,freshwater wetlands
302,Irediparra gallinacea,Irediparra gallinacea,Irediparra gallinacea,Jacanidae (Jacanas),Comb-crested Jacana,1.48751153,NA,NA,NA,NA,Jacanidae,121,(Jacanas),Yes,freshwater wetlands
303,Hydrophasianus chirurgus,Hydrophasianus chirurgus,Hydrophasianus chirurgus,Jacanidae (Jacanas),Pheasant-tailed Jacana,1.392727204,NA,NA,NA,NA,Jacanidae,121,(Jacanas),Yes,freshwater wetlands
304,Metopidius indicus,Metopidius indicus,Metopidius indicus,Jacanidae (Jacanas),Bronze-winged Jacana,1.427116706,NA,NA,NA,NA,Jacanidae,121,(Jacanas),Yes,freshwater wetlands
305,Jacana spinosa,Jacana spinosa,Jacana spinosa,Jacanidae (Jacanas),Northern Jacana,1.324856131,NA,NA,NA,NA,Jacanidae,121,(Jacanas),Yes,freshwater wetlands
306,Jacana jacana,Jacana jacana,Jacana jacana,Jacanidae (Jacanas),Wattled Jacana,1.768363351,NA,NA,NA,NA,Jacanidae,121,(Jacanas),Yes,freshwater wetlands
307,Bartramia longicauda,Bartramia longicauda,Bartramia longicauda,Scolopacidae (Sandpipers and Allies),Upland Sandpiper,0.702176878,Bartramia longicauda,-1.737122484,NA,NA,Scolopacidae,62,(Sandpipers and Allies),No,"spottings by coast seem more rare, mostly just praire and inland grasslands "
308,Numenius tahitiensis,Numenius tahitiensis,Numenius tahitiensis,Scolopacidae (Sandpipers and Allies),Bristle-thighed Curlew,0.585576589,NA,NA,Numenius tahitiensis,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
309,Numenius phaeopus,Numenius phaeopus,Numenius phaeopus,Scolopacidae (Sandpipers and Allies),Whimbrel,1.455761078,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
310,Numenius minutus,Numenius minutus,Numenius minutus,Scolopacidae (Sandpipers and Allies),Little Curlew,NA,NA,NA,Numenius minutus,U,Scolopacidae,62,(Sandpipers and Allies),Yes,
311,Numenius americanus,Numenius americanus,Numenius americanus,Scolopacidae (Sandpipers and Allies),Long-billed Curlew,0.827842842,Numenius americanus,-1.124774004,Numenius americanus,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
312,Numenius madagascariensis,Numenius madagascariensis,Numenius madagascariensis,Scolopacidae (Sandpipers and Allies),Far Eastern Curlew,1.17561644,NA,NA,Numenius madagascariensis,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
313,Numenius arquata,Numenius arquata,Numenius arquata,Scolopacidae (Sandpipers and Allies),Eurasian Curlew,1.381416243,NA,NA,Numenius arquata,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
314,Limosa lapponica,Limosa lapponica,Limosa lapponica,Scolopacidae (Sandpipers and Allies),Bar-tailed Godwit,1.258138471,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
315,Limosa limosa,Limosa limosa,Limosa limosa,Scolopacidae (Sandpipers and Allies),Black-tailed Godwit,1.438404653,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
316,Limosa haemastica,Limosa haemastica,Limosa haemastica,Scolopacidae (Sandpipers and Allies),Hudsonian Godwit,1.064858178,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
317,Limosa fedoa,Limosa fedoa,Limosa fedoa,Scolopacidae (Sandpipers and Allies),Marbled Godwit,1.147489593,Limosa fedoa,-1.051694542,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
318,Arenaria interpres,Arenaria interpres,Arenaria interpres,Scolopacidae (Sandpipers and Allies),Ruddy Turnstone,1.538395246,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
319,Arenaria melanocephala,Arenaria melanocephala,Arenaria melanocephala,Scolopacidae (Sandpipers and Allies),Black Turnstone,2.156878335,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
320,Calidris tenuirostris,Calidris tenuirostris,Calidris tenuirostris,Scolopacidae (Sandpipers and Allies),Great Knot,1.414995441,NA,NA,Calidris tenuirostris,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
321,Calidris canutus,Calidris canutus,Calidris canutus,Scolopacidae (Sandpipers and Allies),Red Knot,1.043006399,NA,NA,Calidris canutus,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
322,Aphriza virgata,Calidris virgata,Calidris virgata,Scolopacidae (Sandpipers and Allies),Surfbird,2.150009707,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
323,Philomachus pugnax,Calidris pugnax,Calidris pugnax,Scolopacidae (Sandpipers and Allies),Ruff,1.282246585,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
324,Limicola falcinellus,Calidris falcinellus,Calidris falcinellus,Scolopacidae (Sandpipers and Allies),Broad-billed Sandpiper,1.488899562,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
325,Calidris acuminata,Calidris acuminata,Calidris acuminata,Scolopacidae (Sandpipers and Allies),Sharp-tailed Sandpiper,1.126313126,NA,NA,Calidris acuminata,U,Scolopacidae,62,(Sandpipers and Allies),Yes,
326,Calidris himantopus,Calidris himantopus,Calidris himantopus,Scolopacidae (Sandpipers and Allies),Stilt Sandpiper,1.344700727,NA,NA,Calidris himantopus,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
327,Calidris ferruginea,Calidris ferruginea,Calidris ferruginea,Scolopacidae (Sandpipers and Allies),Curlew Sandpiper,1.21573489,NA,NA,Calidris ferruginea,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
328,Calidris temminckii,Calidris temminckii,Calidris temminckii,Scolopacidae (Sandpipers and Allies),Temminck's Stint,1.794470909,NA,NA,Calidris temminckii,U,Scolopacidae,62,(Sandpipers and Allies),Yes,
329,Calidris subminuta,Calidris subminuta,Calidris subminuta,Scolopacidae (Sandpipers and Allies),Long-toed Stint,1.444097645,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
330,Eurynorhynchus pygmeus,Calidris pygmaea,Calidris pygmaea,Scolopacidae (Sandpipers and Allies),Spoon-billed Sandpiper,1.351042429,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
331,Calidris ruficollis,Calidris ruficollis,Calidris ruficollis,Scolopacidae (Sandpipers and Allies),Red-necked Stint,0.949640315,NA,NA,Calidris ruficollis,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
332,Calidris alba,Calidris alba,Calidris alba,Scolopacidae (Sandpipers and Allies),Sanderling,1.317899341,NA,NA,Calidris alba,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
333,Calidris alpina,Calidris alpina,Calidris alpina,Scolopacidae (Sandpipers and Allies),Dunlin,1.479241047,NA,NA,Calidris alpina,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
334,Calidris maritima,Calidris maritima,Calidris maritima,Scolopacidae (Sandpipers and Allies),Purple Sandpiper,2.047983058,NA,NA,Calidris maritima,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
335,Calidris bairdii,Calidris bairdii,Calidris bairdii,Scolopacidae (Sandpipers and Allies),Baird's Sandpiper,1.022908678,NA,NA,Calidris bairdii,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
336,Calidris minuta,Calidris minuta,Calidris minuta,Scolopacidae (Sandpipers and Allies),Little Stint,1.467269335,NA,NA,Calidris minuta,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
337,Calidris minutilla,Calidris minutilla,Calidris minutilla,Scolopacidae (Sandpipers and Allies),Least Sandpiper,1.426019691,NA,NA,Calidris minutilla,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
338,Calidris fuscicollis,Calidris fuscicollis,Calidris fuscicollis,Scolopacidae (Sandpipers and Allies),White-rumped Sandpiper,1.236518978,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
339,Tryngites subruficollis,Calidris subruficollis,Calidris subruficollis,Scolopacidae (Sandpipers and Allies),Buff-breasted Sandpiper,0.429552921,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
340,Calidris melanotos,Calidris melanotos,Calidris melanotos,Scolopacidae (Sandpipers and Allies),Pectoral Sandpiper,1.35047674,NA,NA,Calidris melanotos,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
341,Calidris pusilla,Calidris pusilla,Calidris pusilla,Scolopacidae (Sandpipers and Allies),Semipalmated Sandpiper,1.307148709,NA,NA,Calidris pusilla,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
342,Calidris mauri,Calidris mauri,Calidris mauri,Scolopacidae (Sandpipers and Allies),Western Sandpiper,1.450756144,NA,NA,Calidris mauri,N,Scolopacidae,62,(Sandpipers and Allies),Yes,
343,Limnodromus semipalmatus,Limnodromus semipalmatus,Limnodromus semipalmatus,Scolopacidae (Sandpipers and Allies),Asian Dowitcher,1.060992938,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
344,Limnodromus griseus,Limnodromus griseus,Limnodromus griseus,Scolopacidae (Sandpipers and Allies),Short-billed Dowitcher,1.501627678,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
345,Limnodromus scolopaceus,Limnodromus scolopaceus,Limnodromus scolopaceus,Scolopacidae (Sandpipers and Allies),Long-billed Dowitcher,1.307477054,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
346,Lymnocryptes minimus,Lymnocryptes minimus,Lymnocryptes minimus,Scolopacidae (Sandpipers and Allies),Jack Snipe,2.752541894,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
347,Scolopax rusticola,Scolopax rusticola,Scolopax rusticola,Scolopacidae (Sandpipers and Allies),Eurasian Woodcock,0.931723438,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,seacliffs 
348,Scolopax minor,Scolopax minor,Scolopax minor,Scolopacidae (Sandpipers and Allies),American Woodcock,1.36266642,Scolopax minor,0.532789862,NA,NA,Scolopacidae,62,(Sandpipers and Allies),No,no mention of coastal habitat 
349,Gallinago hardwickii,Gallinago hardwickii,Gallinago hardwickii,Scolopacidae (Sandpipers and Allies),Latham's Snipe,1.640906998,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
350,Gallinago gallinago,Gallinago gallinago,Gallinago gallinago,Scolopacidae (Sandpipers and Allies),Common Snipe,1.491174562,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
351,Gallinago gallinago,Gallinago delicata,Gallinago delicata,Scolopacidae (Sandpipers and Allies),Wilson's Snipe,1.378698537,Gallinago delicata,-1.252805323,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
352,Gallinago paraguaiae,Gallinago paraguaiae,Gallinago paraguaiae,Scolopacidae (Sandpipers and Allies),Pantanal Snipe,2.137126442,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
353,Gallinago nobilis,Gallinago nobilis,Gallinago nobilis,Scolopacidae (Sandpipers and Allies),Noble Snipe,1.185565089,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
354,Gallinago stenura,Gallinago stenura,Gallinago stenura,Scolopacidae (Sandpipers and Allies),Pin-tailed Snipe,1.220846521,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
355,Gallinago nigripennis,Gallinago nigripennis,Gallinago nigripennis,Scolopacidae (Sandpipers and Allies),African Snipe,0.97917053,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
356,Xenus cinereus,Xenus cinereus,Xenus cinereus,Scolopacidae (Sandpipers and Allies),Terek Sandpiper,1.687574096,NA,NA,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
357,Steganopus tricolor,Phalaropus tricolor,Steganopus tricolor,Scolopacidae (Sandpipers and Allies),Wilson's Phalarope,1.2209701,Phalaropus tricolor,-1.346497101,NA,NA,Scolopacidae,62,(Sandpipers and Allies),Yes,
