"","MUTIscore","SciName_MUTI","CommonName_MUTI","Species_eBird","Species_Jetz","Family_Jetz","CommonName_UAI","aveUAI","Species_BirdLife","Species_UN","Urban","family.MUTI","Family_all","Species","English","Coastal"
"242",NA,NA,NA,"Buteogallus schistaceus","Leucopternis schistaceus","Accipitridae","Slate-colored Hawk",0.133639637,"Buteogallus schistaceus",NA,NA,NA,"Accipitridae","Leucopternis_schistaceus","Slate Colored Hawk","Yes"
"243",NA,NA,NA,"Milvus migrans","Milvus migrans","Accipitridae","Black Kite",1.646870061,"Milvus migrans",NA,NA,NA,"Accipitridae","Milvus_migrans","Black Kite","Yes"
"244",NA,NA,NA,"Spilornis cheela","Spilornis cheela","Accipitridae","Crested Serpent-Eagle",1.134466213,"Spilornis cheela",NA,NA,NA,"Accipitridae","Spilornis_cheela","Crested Serpent-eagle","Yes"
"245",NA,NA,NA,"Cathartes burrovianus","Cathartes burrovianus","Cathartidae","Lesser Yellow-headed Vulture",1.855225173,"Cathartes burrovianus",NA,NA,NA,"Cathartidae","Cathartes_burrovianus","Lesser Yellow-headed Vulture","Yes"
"246",NA,NA,NA,"Coragyps atratus","Coragyps atratus","Cathartidae","Black Vulture",1.737445164,"Coragyps atratus",NA,NA,NA,"Cathartidae","Coragyps_atratus","Black Vulture","Yes"
"247",NA,NA,NA,"Vultur gryphus","Vultur gryphus","Cathartidae","Andean Condor",0.321418065,"Vultur gryphus",NA,NA,NA,"Cathartidae","Vultur_gryphus","Andean Condor","Yes"
"248",NA,NA,NA,"Aix galericulata","Aix galericulata","Anatidae","Mandarin Duck",2.590875574,"Aix galericulata",NA,NA,NA,"Anatidae","Aix_galericulata",NA,"Yes"
"249",NA,NA,NA,"Alopochen aegyptiaca","Alopochen aegyptiaca","Anatidae","Egyptian Goose",1.930305236,"Alopochen aegyptiaca",NA,NA,NA,"Anatidae","Alopochen_aegyptiaca",NA,"Yes"
"250",NA,NA,NA,"Amazonetta brasiliensis","Amazonetta brasiliensis","Anatidae","Brazilian Teal",1.882545518,"Amazonetta brasiliensis",NA,NA,NA,"Anatidae","Amazonetta_brasiliensis",NA,"Yes"
"251",NA,NA,NA,"Anas andium","Anas andium","Anatidae","Andean Teal",0.235593219,"Anas andium",NA,NA,NA,"Anatidae","Anas_andium",NA,"Yes"
"252",NA,NA,NA,"Anas bahamensis","Anas bahamensis","Anatidae","White-cheeked Pintail",1.429710393,"Anas bahamensis",NA,NA,NA,"Anatidae","Anas_bahamensis",NA,"Yes"
"253",NA,NA,NA,"Anas capensis","Anas capensis","Anatidae","Cape Teal",1.496115375,"Anas capensis",NA,NA,NA,"Anatidae","Anas_capensis",NA,"Yes"
"254",NA,NA,NA,"Anas castanea","Anas castanea","Anatidae","Chestnut Teal",1.681237035,"Anas castanea",NA,NA,NA,"Anatidae","Anas_castanea",NA,"Yes"
"255",NA,NA,NA,"Anas chlorotis","Anas chlorotis","Anatidae","Brown Teal",0.32907421,"Anas chlorotis",NA,NA,NA,"Anatidae","Anas_chlorotis",NA,"Yes"
"256",NA,NA,NA,"Anas erythrorhyncha","Anas erythrorhyncha","Anatidae","Red-billed Duck",1.399144245,"Anas erythrorhyncha",NA,NA,NA,"Anatidae","Anas_erythrorhyncha",NA,"Yes"
"257",NA,NA,NA,"Mareca falcata","Anas falcata","Anatidae","Falcated Duck",2.037956723,"Mareca falcata",NA,NA,NA,"Anatidae","Anas_falcata",NA,"Yes"
"258",NA,NA,NA,"Anas flavirostris","Anas flavirostris","Anatidae","Yellow-billed Teal",1.400534553,"Anas flavirostris",NA,NA,NA,"Anatidae","Anas_flavirostris",NA,"Yes"
"259",NA,NA,NA,"Anas georgica","Anas georgica","Anatidae","Yellow-billed Pintail",1.306757827,"Anas georgica",NA,NA,NA,"Anatidae","Anas_georgica",NA,"Yes"
"260",NA,NA,NA,"Anas albogularis","Anas gibberifrons","Anatidae","Andaman Teal",0.567790875,"Anas albogularis",NA,NA,NA,"Anatidae","Anas_gibberifrons",NA,"Yes"
"261",NA,NA,NA,"Anas gibberifrons","Anas gibberifrons","Anatidae","Sunda Teal",2.869584218,"Anas gibberifrons",NA,NA,NA,"Anatidae","Anas_gibberifrons",NA,"Yes"
"262",NA,NA,NA,"Anas gracilis","Anas gracilis","Anatidae","Gray Teal",1.211073956,"Anas gracilis",NA,NA,NA,"Anatidae","Anas_gracilis",NA,"Yes"
"263",NA,NA,NA,"Spatula hottentota","Anas hottentota","Anatidae","Blue-billed Teal",1.454391041,"Spatula hottentota",NA,NA,NA,"Anatidae","Anas_hottentota",NA,"Yes"
"264",NA,NA,NA,"Anas melleri","Anas melleri","Anatidae","Meller's Duck",1.637810119,"Anas melleri",NA,NA,NA,"Anatidae","Anas_melleri",NA,"Yes"
"265",NA,NA,NA,"Spatula platalea","Anas platalea","Anatidae","Red Shoveler",1.469769585,"Spatula platalea",NA,NA,NA,"Anatidae","Anas_platalea",NA,"Yes"
"266",NA,NA,NA,"Anas zonorhyncha","Anas poecilorhyncha","Anatidae","Eastern Spot-billed Duck",2.212505492,"Anas zonorhyncha",NA,NA,NA,"Anatidae","Anas_poecilorhyncha",NA,"Yes"
"267",NA,NA,NA,"Anas poecilorhyncha","Anas poecilorhyncha","Anatidae","Indian Spot-billed Duck",1.48346018,"Anas poecilorhyncha",NA,NA,NA,"Anatidae","Anas_poecilorhyncha",NA,"Yes"
"268",NA,NA,NA,"Spatula puna","Anas puna","Anatidae","Puna Teal",0.484651279,"Spatula puna",NA,NA,NA,"Anatidae","Anas_puna",NA,"Yes"
"269",NA,NA,NA,"Spatula querquedula","Anas querquedula","Anatidae","Garganey",1.381836045,"Spatula querquedula",NA,NA,NA,"Anatidae","Anas_querquedula",NA,"Yes"
"270",NA,NA,NA,"Spatula rhynchotis","Anas rhynchotis","Anatidae","Australasian Shoveler",1.144302746,"Spatula rhynchotis",NA,NA,NA,"Anatidae","Anas_rhynchotis",NA,"Yes"
"271",NA,NA,NA,"Mareca sibilatrix","Anas sibilatrix","Anatidae","Chiloe Wigeon",1.7213125,"Mareca sibilatrix",NA,NA,NA,"Anatidae","Anas_sibilatrix",NA,"Yes"
"272",NA,NA,NA,"Spatula smithii","Anas smithii","Anatidae","Cape Shoveler",1.688535034,"Spatula smithii",NA,NA,NA,"Anatidae","Anas_smithii",NA,"Yes"
"273",NA,NA,NA,"Anas sparsa","Anas sparsa","Anatidae","African Black Duck",1.970382216,"Anas sparsa",NA,NA,NA,"Anatidae","Anas_sparsa",NA,"Yes"
"274",NA,NA,NA,"Anas superciliosa","Anas superciliosa","Anatidae","Pacific Black Duck",1.539253723,"Anas superciliosa",NA,NA,NA,"Anatidae","Anas_superciliosa",NA,"Yes"
"275",NA,NA,NA,"Anas undulata","Anas undulata","Anatidae","Yellow-billed Duck",1.202239451,"Anas undulata",NA,NA,NA,"Anatidae","Anas_undulata",NA,"Yes"
"276",NA,NA,NA,"Spatula versicolor","Anas versicolor","Anatidae","Silver Teal",1.321946419,"Spatula versicolor",NA,NA,NA,"Anatidae","Anas_versicolor",NA,"Yes"
"277",NA,NA,NA,"Anser albifrons","Anser albifrons","Anatidae","Greater White-fronted Goose",1.422496831,"Anser albifrons",NA,NA,NA,"Anatidae","Anser_albifrons",NA,"Yes"
"278",NA,NA,NA,"Anser anser","Anser anser","Anatidae","Graylag Goose",1.409726721,"Anser anser",NA,NA,NA,"Anatidae","Anser_anser",NA,"Yes"
"279",NA,NA,NA,"Anser brachyrhynchus","Anser brachyrhynchus","Anatidae","Pink-footed Goose",1.670812293,"Anser brachyrhynchus",NA,NA,NA,"Anatidae","Anser_brachyrhynchus",NA,"Yes"
"280",NA,NA,NA,"Anser cygnoides","Anser cygnoides","Anatidae","Swan Goose",2.778898076,"Anser cygnoid",NA,NA,NA,"Anatidae","Anser_cygnoides",NA,"Yes"
"281",NA,NA,NA,"Anser fabalis","Anser fabalis","Anatidae","Taiga Bean-Goose",1.708669296,"Anser fabalis",NA,NA,NA,"Anatidae","Anser_fabalis",NA,"Yes"
"282",NA,NA,NA,"Anser indicus","Anser indicus","Anatidae","Bar-headed Goose",0.857538816,"Anser indicus",NA,NA,NA,"Anatidae","Anser_indicus",NA,"Yes"
"283",NA,NA,NA,"Aythya australis","Aythya australis","Anatidae","Hardhead",1.62357518,"Aythya australis",NA,NA,NA,"Anatidae","Aythya_australis",NA,"Yes"
"284",NA,NA,NA,"Aythya ferina","Aythya ferina","Anatidae","Common Pochard",1.624212925,"Aythya ferina",NA,NA,NA,"Anatidae","Aythya_ferina",NA,"Yes"
"285",NA,NA,NA,"Aythya fuligula","Aythya fuligula","Anatidae","Tufted Duck",1.943667869,"Aythya fuligula",NA,NA,NA,"Anatidae","Aythya_fuligula",NA,"Yes"
"286",NA,NA,NA,"Aythya marila","Aythya marila","Anatidae","Greater Scaup",1.939276154,"Aythya marila",NA,NA,NA,"Anatidae","Aythya_marila",NA,"Yes"
"287",NA,NA,NA,"Aythya novaeseelandiae","Aythya novaeseelandiae","Anatidae","New Zealand Scaup",1.51479562,"Aythya novaeseelandiae",NA,NA,NA,"Anatidae","Aythya_novaeseelandiae",NA,"Yes"
"288",NA,NA,NA,"Aythya nyroca","Aythya nyroca","Anatidae","Ferruginous Duck",1.116895897,"Aythya nyroca",NA,NA,NA,"Anatidae","Aythya_nyroca",NA,"Yes"
"289",NA,NA,NA,"Biziura lobata","Biziura lobata","Anatidae","Musk Duck",0.923523531,"Biziura lobata",NA,NA,NA,"Anatidae","Biziura_lobata",NA,"Yes"
"290",NA,NA,NA,"Branta hutchinsii","Branta hutchinsii","Anatidae","Cackling Goose",2.050304961,"Branta hutchinsii",NA,NA,NA,"Anatidae","Branta_hutchinsii",NA,"Yes"
"291",NA,NA,NA,"Branta sandvicensis","Branta sandvicensis","Anatidae","Hawaiian Goose",0.353057482,"Branta sandvicensis",NA,NA,NA,"Anatidae","Branta_sandvicensis",NA,"Yes"
"292",NA,NA,NA,"Cairina moschata","Cairina moschata","Anatidae","Muscovy Duck",1.542396515,"Cairina moschata",NA,NA,NA,"Anatidae","Cairina_moschata",NA,"Yes"
"293",NA,NA,NA,"Callonetta leucophrys","Callonetta leucophrys","Anatidae","Ringed Teal",1.810459088,"Callonetta leucophrys",NA,NA,NA,"Anatidae","Callonetta_leucophrys",NA,"Yes"
"294",NA,NA,NA,"Cereopsis novaehollandiae","Cereopsis novaehollandiae","Anatidae","Cape Barren Goose",0.348586312,"Cereopsis novaehollandiae",NA,NA,NA,"Anatidae","Cereopsis_novaehollandiae",NA,"Yes"
"295",NA,NA,NA,"Anser caerulescens","Chen caerulescens","Anatidae","Snow Goose",1.612144126,"Anser caerulescens",NA,NA,NA,"Anatidae","Chen_caerulescens",NA,"Yes"
"296",NA,NA,NA,"Anser rossii","Chen rossii","Anatidae","Ross's Goose",1.688490277,"Anser rossii",NA,NA,NA,"Anatidae","Chen_rossii",NA,"Yes"
"297",NA,NA,NA,"Chenonetta jubata","Chenonetta jubata","Anatidae","Maned Duck",1.56996267,"Chenonetta jubata",NA,NA,NA,"Anatidae","Chenonetta_jubata",NA,"Yes"
"298",NA,NA,NA,"Chloephaga hybrida","Chloephaga hybrida","Anatidae","Kelp Goose",0.299246026,"Chloephaga hybrida",NA,NA,NA,"Anatidae","Chloephaga_hybrida",NA,"Yes"
"299",NA,NA,NA,"Oressochen melanopterus","Chloephaga melanoptera","Anatidae","Andean Goose",0.246674384,"Chloephaga melanoptera",NA,NA,NA,"Anatidae","Chloephaga_melanoptera",NA,"Yes"
"300",NA,NA,NA,"Chloephaga picta","Chloephaga picta","Anatidae","Upland Goose",0.617243274,"Chloephaga picta",NA,NA,NA,"Anatidae","Chloephaga_picta",NA,"Yes"
"301",NA,NA,NA,"Chloephaga poliocephala","Chloephaga poliocephala","Anatidae","Ashy-headed Goose",1.259010221,"Chloephaga poliocephala",NA,NA,NA,"Anatidae","Chloephaga_poliocephala",NA,"Yes"
"302",NA,NA,NA,"Chloephaga rubidiceps","Chloephaga rubidiceps","Anatidae","Ruddy-headed Goose",0.885944113,"Chloephaga rubidiceps",NA,NA,NA,"Anatidae","Chloephaga_rubidiceps",NA,"Yes"
"303",NA,NA,NA,"Clangula hyemalis","Clangula hyemalis","Anatidae","Long-tailed Duck",1.7954765,"Clangula hyemalis",NA,NA,NA,"Anatidae","Clangula_hyemalis",NA,"Yes"
"304",NA,NA,NA,"Coscoroba coscoroba","Coscoroba coscoroba","Anatidae","Coscoroba Swan",1.167379347,"Coscoroba coscoroba",NA,NA,NA,"Anatidae","Coscoroba_coscoroba",NA,"Yes"
"305",NA,NA,NA,"Cyanochen cyanoptera","Cyanochen cyanoptera","Anatidae","Blue-winged Goose",0.313648798,"Cyanochen cyanoptera",NA,NA,NA,"Anatidae","Cyanochen_cyanoptera",NA,"Yes"
"306",NA,NA,NA,"Cygnus melancoryphus","Cygnus melancoryphus","Anatidae","Black-necked Swan",1.453858895,"Cygnus melancoryphus",NA,NA,NA,"Anatidae","Cygnus_melancoryphus",NA,"Yes"
"307",NA,NA,NA,"Dendrocygna arborea","Dendrocygna arborea","Anatidae","West Indian Whistling-Duck",2.525220171,"Dendrocygna arborea",NA,NA,NA,"Anatidae","Dendrocygna_arborea",NA,"Yes"
"308",NA,NA,NA,"Dendrocygna arcuata","Dendrocygna arcuata","Anatidae","Wandering Whistling-Duck",1.455629304,"Dendrocygna arcuata",NA,NA,NA,"Anatidae","Dendrocygna_arcuata",NA,"Yes"
"309",NA,NA,NA,"Dendrocygna autumnalis","Dendrocygna autumnalis","Anatidae","Black-bellied Whistling-Duck",1.81844448,"Dendrocygna autumnalis",NA,NA,NA,"Anatidae","Dendrocygna_autumnalis",NA,"Yes"
"310",NA,NA,NA,"Dendrocygna bicolor","Dendrocygna bicolor","Anatidae","Fulvous Whistling-Duck",1.758863086,"Dendrocygna bicolor",NA,NA,NA,"Anatidae","Dendrocygna_bicolor",NA,"Yes"
"311",NA,NA,NA,"Dendrocygna eytoni","Dendrocygna eytoni","Anatidae","Plumed Whistling-Duck",1.123033999,"Dendrocygna eytoni",NA,NA,NA,"Anatidae","Dendrocygna_eytoni",NA,"Yes"
"312",NA,NA,NA,"Dendrocygna javanica","Dendrocygna javanica","Anatidae","Lesser Whistling-Duck",1.372706426,"Dendrocygna javanica",NA,NA,NA,"Anatidae","Dendrocygna_javanica",NA,"Yes"
"313",NA,NA,NA,"Dendrocygna viduata","Dendrocygna viduata","Anatidae","White-faced Whistling-Duck",1.723797592,"Dendrocygna viduata",NA,NA,NA,"Anatidae","Dendrocygna_viduata",NA,"Yes"
"314",NA,NA,NA,"Heteronetta atricapilla","Heteronetta atricapilla","Anatidae","Black-headed Duck",1.96177519,"Heteronetta atricapilla",NA,NA,NA,"Anatidae","Heteronetta_atricapilla",NA,"Yes"
"315",NA,NA,NA,"Lophonetta specularioides","Lophonetta specularioides","Anatidae","Crested Duck",0.485419234,"Lophonetta specularioides",NA,NA,NA,"Anatidae","Lophonetta_specularioides",NA,"Yes"
"316",NA,NA,NA,"Malacorhynchus membranaceus","Malacorhynchus membranaceus","Anatidae","Pink-eared Duck",1.289541634,"Malacorhynchus membranaceus",NA,NA,NA,"Anatidae","Malacorhynchus_membranaceus",NA,"Yes"
"317",NA,NA,NA,"Marmaronetta angustirostris","Marmaronetta angustirostris","Anatidae","Marbled Teal",0.922549488,"Marmaronetta angustirostris",NA,NA,NA,"Anatidae","Marmaronetta_angustirostris",NA,"Yes"
"318",NA,NA,NA,"Melanitta fusca","Melanitta fusca","Anatidae","Velvet Scoter",1.052076519,"Melanitta fusca",NA,NA,NA,"Anatidae","Melanitta_fusca",NA,"Yes"
"319",NA,NA,NA,"Melanitta deglandi","Melanitta fusca","Anatidae","White-winged Scoter",1.815272691,"Melanitta deglandi",NA,NA,NA,"Anatidae","Melanitta_fusca",NA,"Yes"
"320",NA,NA,NA,"Melanitta americana","Melanitta nigra","Anatidae","Black Scoter",1.893550583,"Melanitta americana",NA,NA,NA,"Anatidae","Melanitta_nigra",NA,"Yes"
"321",NA,NA,NA,"Melanitta nigra","Melanitta nigra","Anatidae","Common Scoter",1.285783945,"Melanitta nigra",NA,NA,NA,"Anatidae","Melanitta_nigra",NA,"Yes"
"322",NA,NA,NA,"Melanitta perspicillata","Melanitta perspicillata","Anatidae","Surf Scoter",1.751389413,"Melanitta perspicillata",NA,NA,NA,"Anatidae","Melanitta_perspicillata",NA,"Yes"
"323",NA,NA,NA,"Merganetta armata","Merganetta armata","Anatidae","Torrent Duck",0.350282191,"Merganetta armata",NA,NA,NA,"Anatidae","Merganetta_armata",NA,"Yes"
"324",NA,NA,NA,"Mergellus albellus","Mergellus albellus","Anatidae","Smew",1.420107886,"Mergellus albellus",NA,NA,NA,"Anatidae","Mergellus_albellus",NA,"Yes"
"325",NA,NA,NA,"Netta erythrophthalma","Netta erythrophthalma","Anatidae","Southern Pochard",1.903545918,"Netta erythrophthalma",NA,NA,NA,"Anatidae","Netta_erythrophthalma",NA,"Yes"
"326",NA,NA,NA,"Netta peposaca","Netta peposaca","Anatidae","Rosy-billed Pochard",1.349928873,"Netta peposaca",NA,NA,NA,"Anatidae","Netta_peposaca",NA,"Yes"
"327",NA,NA,NA,"Netta rufina","Netta rufina","Anatidae","Red-crested Pochard",1.270245509,"Netta rufina",NA,NA,NA,"Anatidae","Netta_rufina",NA,"Yes"
"328",NA,NA,NA,"Nettapus coromandelianus","Nettapus coromandelianus","Anatidae","Cotton Pygmy-Goose",1.29839131,"Nettapus coromandelianus",NA,NA,NA,"Anatidae","Nettapus_coromandelianus",NA,"Yes"
"329",NA,NA,NA,"Nettapus pulchellus","Nettapus pulchellus","Anatidae","Green Pygmy-Goose",1.396210761,"Nettapus pulchellus",NA,NA,NA,"Anatidae","Nettapus_pulchellus",NA,"Yes"
"330",NA,NA,NA,"Nomonyx dominicus","Nomonyx dominicus","Anatidae","Masked Duck",3.037109421,"Nomonyx dominicus",NA,NA,NA,"Anatidae","Nomonyx_dominicus",NA,"Yes"
"331",NA,NA,NA,"Oxyura australis","Oxyura australis","Anatidae","Blue-billed Duck",1.210167296,"Oxyura australis",NA,NA,NA,"Anatidae","Oxyura_australis",NA,"Yes"
"332",NA,NA,NA,"Oxyura ferruginea","Oxyura jamaicensis","Anatidae","Andean Duck",1.685416287,"Oxyura ferruginea",NA,NA,NA,"Anatidae","Oxyura_jamaicensis",NA,"Yes"
"333",NA,NA,NA,"Oxyura maccoa","Oxyura maccoa","Anatidae","Maccoa Duck",1.840798975,"Oxyura maccoa",NA,NA,NA,"Anatidae","Oxyura_maccoa",NA,"Yes"
"334",NA,NA,NA,"Oxyura vittata","Oxyura vittata","Anatidae","Lake Duck",1.820503804,"Oxyura vittata",NA,NA,NA,"Anatidae","Oxyura_vittata",NA,"Yes"
"335",NA,NA,NA,"Plectropterus gambensis","Plectropterus gambensis","Anatidae","Spur-winged Goose",1.293681213,"Plectropterus gambensis",NA,NA,NA,"Anatidae","Plectropterus_gambensis",NA,"Yes"
"336",NA,NA,NA,"Sarkidiornis sylvicola","Sarkidiornis melanotos","Anatidae","Comb Duck",0.227253726,"Sarkidiornis sylvicola",NA,NA,NA,"Anatidae","Sarkidiornis_melanotos",NA,"Yes"
"337",NA,NA,NA,"Sarkidiornis melanotos","Sarkidiornis melanotos","Anatidae","Knob-billed Duck",1.325744697,"Sarkidiornis melanotos",NA,NA,NA,"Anatidae","Sarkidiornis_melanotos",NA,"Yes"
"338",NA,NA,NA,"Somateria spectabilis","Somateria spectabilis","Anatidae","King Eider",2.698603956,"Somateria spectabilis",NA,NA,NA,"Anatidae","Somateria_spectabilis",NA,"Yes"
"339",NA,NA,NA,"Speculanas specularis","Speculanas specularis","Anatidae","Spectacled Duck",0.399711877,"Speculanas specularis",NA,NA,NA,"Anatidae","Speculanas_specularis",NA,"Yes"
"340",NA,NA,NA,"Stictonetta naevosa","Stictonetta naevosa","Anatidae","Freckled Duck",1.496760553,"Stictonetta naevosa",NA,NA,NA,"Anatidae","Stictonetta_naevosa",NA,"Yes"
"341",NA,NA,NA,"Tachyeres patachonicus","Tachyeres patachonicus","Anatidae","Flying Steamer-Duck",1.241020607,"Tachyeres patachonicus",NA,NA,NA,"Anatidae","Tachyeres_patachonicus",NA,"Yes"
"342",NA,NA,NA,"Tachyeres pteneres","Tachyeres pteneres","Anatidae","Flightless Steamer-Duck",0.496596764,"Tachyeres pteneres",NA,NA,NA,"Anatidae","Tachyeres_pteneres",NA,"Yes"
"343",NA,NA,NA,"Tadorna cana","Tadorna cana","Anatidae","South African Shelduck",1.290385297,"Tadorna cana",NA,NA,NA,"Anatidae","Tadorna_cana",NA,"Yes"
"344",NA,NA,NA,"Tadorna ferruginea","Tadorna ferruginea","Anatidae","Ruddy Shelduck",1.694934147,"Tadorna ferruginea",NA,NA,NA,"Anatidae","Tadorna_ferruginea",NA,"Yes"
"345",NA,NA,NA,"Radjah radjah","Tadorna radjah","Anatidae","Radjah Shelduck",0.840510308,"Radjah radjah",NA,NA,NA,"Anatidae","Tadorna_radjah",NA,"Yes"
"346",NA,NA,NA,"Tadorna tadorna","Tadorna tadorna","Anatidae","Common Shelduck",1.478695686,"Tadorna tadorna",NA,NA,NA,"Anatidae","Tadorna_tadorna",NA,"Yes"
"347",NA,NA,NA,"Tadorna tadornoides","Tadorna tadornoides","Anatidae","Australian Shelduck",1.003822003,"Tadorna tadornoides",NA,NA,NA,"Anatidae","Tadorna_tadornoides",NA,"Yes"
"348",NA,NA,NA,"Tadorna variegata","Tadorna variegata","Anatidae","Paradise Shelduck",0.887279352,"Tadorna variegata",NA,NA,NA,"Anatidae","Tadorna_variegata",NA,"Yes"
"349",NA,NA,NA,"Thalassornis leuconotus","Thalassornis leuconotus","Anatidae","White-backed Duck",1.361765305,"Thalassornis leuconotus",NA,NA,NA,"Anatidae","Thalassornis_leuconotus",NA,"Yes"
"350",NA,NA,NA,"Alca torda","Alca torda","Alcidae","Razorbill",1.460316072,"Alca torda",NA,NA,NA,"Alcidae","Alca_torda",NA,"Yes"
"351",NA,NA,NA,"Alle alle","Alle alle","Alcidae","Dovekie",1.639123667,"Alle alle",NA,NA,NA,"Alcidae","Alle_alle",NA,"Yes"
"352",NA,NA,NA,"Cepphus grylle","Cepphus grylle","Alcidae","Black Guillemot",1.630544214,"Cepphus grylle",NA,NA,NA,"Alcidae","Cepphus_grylle",NA,"Yes"
"353",NA,NA,NA,"Cerorhinca monocerata","Cerorhinca monocerata","Alcidae","Rhinoceros Auklet",1.072395706,"Cerorhinca monocerata",NA,NA,NA,"Alcidae","Cerorhinca_monocerata",NA,"Yes"
"354",NA,NA,NA,"Fratercula arctica","Fratercula arctica","Alcidae","Atlantic Puffin",1.180852885,"Fratercula arctica",NA,NA,NA,"Alcidae","Fratercula_arctica",NA,"Yes"
"355",NA,NA,NA,"Synthliboramphus antiquus","Synthliboramphus antiquus","Alcidae","Ancient Murrelet",0.849936371,"Synthliboramphus antiquus",NA,NA,NA,"Alcidae","Synthliboramphus_antiquus",NA,"Yes"
"356",NA,NA,NA,"Uria aalge","Uria aalge","Alcidae","Common Murre",1.355392925,"Uria aalge",NA,NA,NA,"Alcidae","Uria_aalge",NA,"Yes"
"357",NA,NA,NA,"Uria lomvia","Uria lomvia","Alcidae","Thick-billed Murre",2.006380932,"Uria lomvia",NA,NA,NA,"Alcidae","Uria_lomvia",NA,"Yes"
"358",NA,NA,NA,"Burhinus bistriatus","Burhinus bistriatus","Burhinidae","Double-striped Thick-knee",0.576115441,"Burhinus bistriatus",NA,NA,NA,"Burhinidae","Burhinus_bistriatus",NA,"Yes"
"359",NA,NA,NA,"Burhinus capensis","Burhinus capensis","Burhinidae","Spotted Thick-knee",2.351602704,"Burhinus capensis",NA,NA,NA,"Burhinidae","Burhinus_capensis",NA,"Yes"
"360",NA,NA,NA,"Burhinus indicus","Burhinus oedicnemus","Burhinidae","Indian Thick-knee",2.0999885,"Burhinus indicus",NA,NA,NA,"Burhinidae","Burhinus_oedicnemus",NA,"Yes"
"361",NA,NA,NA,"Burhinus senegalensis","Burhinus senegalensis","Burhinidae","Senegal Thick-knee",1.190250185,"Burhinus senegalensis",NA,NA,NA,"Burhinidae","Burhinus_senegalensis",NA,"Yes"
"362",NA,NA,NA,"Burhinus superciliaris","Burhinus superciliaris","Burhinidae","Peruvian Thick-knee",1.243831695,"Burhinus superciliaris",NA,NA,NA,"Burhinidae","Burhinus_superciliaris",NA,"Yes"
"363",NA,NA,NA,"Burhinus vermiculatus","Burhinus vermiculatus","Burhinidae","Water Thick-knee",1.169649015,"Burhinus vermiculatus",NA,NA,NA,"Burhinidae","Burhinus_vermiculatus",NA,"Yes"
"364",NA,NA,NA,"Esacus magnirostris","Esacus giganteus","Burhinidae","Beach Thick-knee",1.100824029,"Esacus magnirostris",NA,NA,NA,"Burhinidae","Esacus_giganteus",NA,"Yes"
"365",NA,NA,NA,"Anarhynchus frontalis","Anarhynchus frontalis","Charadriidae","Wrybill",0.30541517,"Anarhynchus frontalis",NA,NA,NA,"Charadriidae","Anarhynchus_frontalis",NA,"Yes"
"366",NA,NA,NA,"Anarhynchus frontalis","Anarhynchus frontalis","Charadriidae","Wrybill",0.30541517,"Anarhynchus frontalis",NA,NA,NA,"Charadriidae","Anarhynchus_frontalis",NA,"Yes"
"367",NA,NA,NA,"Charadrius dealbatus","Charadrius alexandrinus","Charadriidae","White-faced Plover",1.783937503,"Charadrius dealbatus",NA,NA,NA,"Charadriidae","Charadrius_alexandrinus",NA,"Yes"
"368",NA,NA,NA,"Charadrius dealbatus","Charadrius alexandrinus","Charadriidae","White-faced Plover",1.783937503,"Charadrius dealbatus",NA,NA,NA,"Charadriidae","Charadrius_alexandrinus",NA,"Yes"
"369",NA,NA,NA,"Charadrius bicinctus","Charadrius bicinctus","Charadriidae","Double-banded Plover",0.412598895,"Charadrius bicinctus",NA,NA,NA,"Charadriidae","Charadrius_bicinctus",NA,"Yes"
"370",NA,NA,NA,"Charadrius bicinctus","Charadrius bicinctus","Charadriidae","Double-banded Plover",0.412598895,"Charadrius bicinctus",NA,NA,NA,"Charadriidae","Charadrius_bicinctus",NA,"Yes"
"371",NA,NA,NA,"Charadrius collaris","Charadrius collaris","Charadriidae","Collared Plover",1.016639699,"Charadrius collaris",NA,NA,NA,"Charadriidae","Charadrius_collaris",NA,"Yes"
"372",NA,NA,NA,"Charadrius collaris","Charadrius collaris","Charadriidae","Collared Plover",1.016639699,"Charadrius collaris",NA,NA,NA,"Charadriidae","Charadrius_collaris",NA,"Yes"
"373",NA,NA,NA,"Charadrius falklandicus","Charadrius falklandicus","Charadriidae","Two-banded Plover",0.740374324,"Charadrius falklandicus",NA,NA,NA,"Charadriidae","Charadrius_falklandicus",NA,"Yes"
"374",NA,NA,NA,"Charadrius falklandicus","Charadrius falklandicus","Charadriidae","Two-banded Plover",0.740374324,"Charadrius falklandicus",NA,NA,NA,"Charadriidae","Charadrius_falklandicus",NA,"Yes"
"375",NA,NA,NA,"Charadrius marginatus","Charadrius marginatus","Charadriidae","White-fronted Plover",1.284414762,"Charadrius marginatus",NA,NA,NA,"Charadriidae","Charadrius_marginatus",NA,"Yes"
"376",NA,NA,NA,"Charadrius marginatus","Charadrius marginatus","Charadriidae","White-fronted Plover",1.284414762,"Charadrius marginatus",NA,NA,NA,"Charadriidae","Charadrius_marginatus",NA,"Yes"
"377",NA,NA,NA,"Charadrius modestus","Charadrius modestus","Charadriidae","Rufous-chested Dotterel",0.978070478,"Charadrius modestus",NA,NA,NA,"Charadriidae","Charadrius_modestus",NA,"Yes"
