"","MUTIscore","SciName_MUTI","CommonName_MUTI","Species_eBird","Species_Jetz","Family_Jetz","CommonName_UAI","aveUAI","Species_BirdLife","Species_UN","Urban","family.MUTI","Family_all","Species","English","Coastal"
"124",NA,NA,NA,"Numenius arquata","Numenius arquata","Scolopacidae","Eurasian Curlew",1.381416243,"Numenius arquata","Numenius arquata","N",NA,"Scolopacidae","Numenius_arquata",NA,"Yes"
"125",NA,NA,NA,"Numenius arquata","Numenius arquata","Scolopacidae","Eurasian Curlew",1.381416243,"Numenius arquata","Numenius arquata","N",NA,"Scolopacidae","Numenius_arquata",NA,"Yes"
"126",NA,NA,NA,"Numenius madagascariensis","Numenius madagascariensis","Scolopacidae","Far Eastern Curlew",1.17561644,"Numenius madagascariensis","Numenius madagascariensis","N",NA,"Scolopacidae","Numenius_madagascariensis",NA,"Yes"
"127",NA,NA,NA,"Numenius madagascariensis","Numenius madagascariensis","Scolopacidae","Far Eastern Curlew",1.17561644,"Numenius madagascariensis","Numenius madagascariensis","N",NA,"Scolopacidae","Numenius_madagascariensis",NA,"Yes"
"128",NA,NA,NA,"Numenius tahitiensis","Numenius tahitiensis","Scolopacidae","Bristle-thighed Curlew",0.585576589,"Numenius tahitiensis","Numenius tahitiensis","N",NA,"Scolopacidae","Numenius_tahitiensis",NA,"Yes"
"129",NA,NA,NA,"Numenius tahitiensis","Numenius tahitiensis","Scolopacidae","Bristle-thighed Curlew",0.585576589,"Numenius tahitiensis","Numenius tahitiensis","N",NA,"Scolopacidae","Numenius_tahitiensis",NA,"Yes"
"130",NA,NA,NA,"Falco cenchroides","Falco cenchroides","Falconidae","Nankeen Kestrel",1.106892467,"Falco cenchroides","Falco cenchroides","U",NA,"Falconidae","Falco_cenchroides","Nankeen Kestrel","Yes"
"131",NA,NA,NA,"Falco peregrinus","Falco peregrinus","Falconidae","Peregrine Falcon",1.974832947,"Falco peregrinus","Falco peregrinus","U",NA,"Falconidae","Falco_peregrinus","Peregrine Falcon","Yes"
"132",NA,NA,NA,"Falco tinnunculus","Falco tinnunculus","Falconidae","Eurasian Kestrel",1.675649945,"Falco tinnunculus","Falco tinnunculus","U",NA,"Falconidae","Falco_tinnunculus","Eurasian Kestrel","Yes"
"133",NA,NA,NA,"Grus americana","Grus americana","Gruidae","Whooping Crane",0.307590046,"Grus americana","Grus americana","N",NA,"Gruidae","Grus_americana",NA,"Yes"
"134",NA,NA,NA,"Grus grus","Grus grus","Gruidae","Common Crane",0.869288594,"Grus grus","Grus grus","N",NA,"Gruidae","Grus_grus",NA,"Yes"
"135",NA,NA,NA,"Fulica atra","Fulica atra","Rallidae","Eurasian Coot",1.70235462,"Fulica atra","Fulica atra","U",NA,"Rallidae","Fulica_atra",NA,"Yes"
"136",NA,NA,NA,"Fulica cristata","Fulica cristata","Rallidae","Red-knobbed Coot",1.446138611,"Fulica cristata","Fulica cristata","N",NA,"Rallidae","Fulica_cristata",NA,"Yes"
"137",NA,NA,NA,"Gallinula chloropus","Gallinula chloropus","Rallidae","Eurasian Moorhen",1.950865069,"Gallinula chloropus","Gallinula chloropus","U",NA,"Rallidae","Gallinula_chloropus",NA,"Yes"
"138",NA,NA,NA,"Rallus aquaticus","Rallus aquaticus","Rallidae","Water Rail",1.194672083,"Rallus aquaticus","Rallus aquaticus","U",NA,"Rallidae","Rallus_aquaticus",NA,"Yes"
"139",NA,NA,NA,"Ixobrychus minutus","Ixobrychus minutus","Ardeidae","Little Bittern",1.840840923,"Ixobrychus minutus","Ixobrychus minutus","U",NA,"Ardeidae","Ixobrychus_minutus",NA,"Yes"
"140",1.743509213,"Aix sponsa","Wood Duck","Aix sponsa","Aix sponsa","Anatidae","Wood Duck",1.951865355,"Aix sponsa",NA,NA,"Anatidae","Anatidae","Aix_sponsa",NA,"Yes"
"141",1.471974087,"Anas fulvigula","Mottled Duck","Anas fulvigula","Anas fulvigula","Anatidae","Mottled Duck",1.580106454,"Anas fulvigula",NA,NA,"Anatidae","Anatidae","Anas_fulvigula",NA,"Yes"
"142",-1.142240637,"Aythya valisineria","Canvasback","Aythya valisineria","Aythya valisineria","Anatidae","Canvasback",1.885578099,"Aythya valisineria",NA,NA,"Anatidae","Anatidae","Aythya_valisineria",NA,"Yes"
"143",-1.21704851,"Aythya americana","Redhead","Aythya americana","Aythya americana","Anatidae","Redhead",1.811467143,"Aythya americana",NA,NA,"Anatidae","Anatidae","Aythya_americana",NA,"Yes"
"144",-1.447797292,"Aythya collaris","Ring-necked Duck","Aythya collaris","Aythya collaris","Anatidae","Ring-necked Duck",1.837686256,"Aythya collaris",NA,NA,"Anatidae","Anatidae","Aythya_collaris",NA,"Yes"
"145",-1.186982417,"Aythya affinis","Lesser Scaup","Aythya affinis","Aythya affinis","Anatidae","Lesser Scaup",1.83437067,"Aythya affinis",NA,NA,"Anatidae","Anatidae","Aythya_affinis",NA,"Yes"
"146",-1.437903179,"Somateria mollissima","Common Eider","Somateria mollissima","Somateria mollissima","Anatidae","Common Eider",1.461012584,"Somateria mollissima",NA,NA,"Anatidae","Anatidae","Somateria_mollissima",NA,"Yes"
"147",-1.743704621,"Histrionicus histrionicus","Harlequin Duck","Histrionicus histrionicus","Histrionicus histrionicus","Anatidae","Harlequin Duck",2.031957704,"Histrionicus histrionicus",NA,NA,"Anatidae","Anatidae","Histrionicus_histrionicus",NA,"Yes"
"148",-1.507505551,"Bucephala albeola","Bufflehead","Bucephala albeola","Bucephala albeola","Anatidae","Bufflehead",1.764316976,"Bucephala albeola",NA,NA,"Anatidae","Anatidae","Bucephala_albeola",NA,"Yes"
"149",-0.972651516,"Bucephala clangula","Common Goldeneye","Bucephala clangula","Bucephala clangula","Anatidae","Common Goldeneye",1.85542649,"Bucephala clangula",NA,NA,"Anatidae","Anatidae","Bucephala_clangula",NA,"Yes"
"150",-1.280978441,"Bucephala islandica","Barrow's Goldeneye","Bucephala islandica","Bucephala islandica","Anatidae","Barrow's Goldeneye",1.953687012,"Bucephala islandica",NA,NA,"Anatidae","Anatidae","Bucephala_islandica",NA,"Yes"
"151",0.972797227,"Lophodytes cucullatus","Hooded Merganser","Lophodytes cucullatus","Lophodytes cucullatus","Anatidae","Hooded Merganser",2.039399641,"Lophodytes cucullatus",NA,NA,"Anatidae","Anatidae","Lophodytes_cucullatus",NA,"Yes"
"152",0.08949905,"Mergus merganser","Common Merganser","Mergus merganser","Mergus merganser","Anatidae","Common Merganser",1.796518556,"Mergus merganser",NA,NA,"Anatidae","Anatidae","Mergus_merganser",NA,"Yes"
"153",-1.774224349,"Mergus serrator","Red-breasted Merganser","Mergus serrator","Mergus serrator","Anatidae","Red-breasted Merganser",1.724439486,"Mergus serrator",NA,NA,"Anatidae","Anatidae","Mergus_serrator",NA,"Yes"
"154",-0.464383295,"Oxyura jamaicensis","Ruddy Duck","Oxyura jamaicensis","Oxyura jamaicensis","Anatidae","Ruddy Duck",1.735478002,"Oxyura jamaicensis",NA,NA,"Anatidae","Anatidae","Oxyura_jamaicensis",NA,"Yes"
"155",0.738332116,"Podilymbus podiceps","Pied-billed Grebe","Podilymbus podiceps","Podilymbus podiceps","Podicipedidae","Pied-billed Grebe",1.832091357,"Podilymbus podiceps",NA,NA,"Podicipedidae","Podicipedidae","Podilymbus_podiceps",NA,"Yes"
"156",-1.163069602,"Podiceps auritus","Horned Grebe","Podiceps auritus","Podiceps auritus","Podicipedidae","Horned Grebe",1.697719121,"Podiceps auritus",NA,NA,"Podicipedidae","Podicipedidae","Podiceps_auritus",NA,"Yes"
"157",-0.527183994,"Podiceps grisegena","Red-necked Grebe","Podiceps grisegena","Podiceps grisegena","Podicipedidae","Red-necked Grebe",1.789427292,"Podiceps grisegena",NA,NA,"Podicipedidae","Podicipedidae","Podiceps_grisegena",NA,"Yes"
"158",-1.03873009,"Podiceps nigricollis","Eared Grebe","Podiceps nigricollis","Podiceps nigricollis","Podicipedidae","Eared Grebe",1.501055048,"Podiceps nigricollis",NA,NA,"Podicipedidae","Podicipedidae","Podiceps_nigricollis",NA,"Yes"
"159",0.307320912,"Aechmophorus occidentalis","Western Grebe","Aechmophorus occidentalis","Aechmophorus occidentalis","Podicipedidae","Western Grebe",1.246552164,"Aechmophorus occidentalis",NA,NA,"Podicipedidae","Podicipedidae","Aechmophorus_occidentalis",NA,"Yes"
"160",0.501055163,"Aechmophorus clarkii","Clark's Grebe","Aechmophorus clarkii","Aechmophorus clarkii","Podicipedidae","Clark's Grebe",1.283530885,"Aechmophorus clarkii",NA,NA,"Podicipedidae","Podicipedidae","Aechmophorus_clarkii",NA,"Yes"
"161",-0.205106789,"Porzana carolina","Sora","Porzana carolina","Porzana carolina","Rallidae","Sora",1.488739935,"Porzana carolina",NA,NA,"Rallidae","Rallidae","Porzana_carolina",NA,"Yes"
"162",0.955433695,"Gallinula galeata","Common Gallinule","Gallinula galeata","Gallinula chloropus","Rallidae","Common Gallinule",1.769946444,"Gallinula galeata",NA,NA,"Rallidae","Rallidae","Gallinula_chloropus",NA,"Yes"
"163",0.876865283,"Himantopus mexicanus","Black-necked Stilt","Himantopus mexicanus","Himantopus mexicanus","Recurvirostridae","Black-necked Stilt",1.456779234,"Himantopus himantopus",NA,NA,"Recurvirostridae","Recurvirostridae","Himantopus_mexicanus",NA,"Yes"
"164",-0.525644467,"Recurvirostra americana","American Avocet","Recurvirostra americana","Recurvirostra americana","Recurvirostridae","American Avocet",1.461151087,"Recurvirostra americana",NA,NA,"Recurvirostridae","Recurvirostridae","Recurvirostra_americana",NA,"Yes"
"165",0.57896292,"Haematopus palliatus","American Oystercatcher","Haematopus palliatus","Haematopus palliatus","Haematopodidae","American Oystercatcher",1.313688347,"Haematopus palliatus",NA,NA,"Haematopodidae","Haematopodidae","Haematopus_palliatus",NA,"Yes"
"166",-1.130625617,"Haematopus bachmani","Black Oystercatcher","Haematopus bachmani","Haematopus bachmani","Haematopodidae","Black Oystercatcher",1.510740241,"Haematopus ater",NA,NA,"Haematopodidae","Haematopodidae","Haematopus_bachmani",NA,"Yes"
"167",-0.783280788,"Charadrius nivosus","Snowy Plover","Charadrius nivosus","Charadrius alexandrinus","Charadriidae","Snowy Plover",1.089725539,"Charadrius nivosus",NA,NA,"Charadriidae","Charadriidae","Charadrius_alexandrinus",NA,"Yes"
"168",-0.783280788,"Charadrius nivosus","Snowy Plover","Charadrius nivosus","Charadrius alexandrinus","Charadriidae","Snowy Plover",1.089725539,"Charadrius nivosus",NA,NA,"Charadriidae","Charadriidae","Charadrius_alexandrinus",NA,"Yes"
"169",-1.737122484,"Bartramia longicauda","Upland Sandpiper","Bartramia longicauda","Bartramia longicauda","Scolopacidae","Upland Sandpiper",0.702176878,"Bartramia longicauda",NA,NA,"Scolopacidae","Scolopacidae","Bartramia_longicauda",NA,"Yes"
"170",-1.737122484,"Bartramia longicauda","Upland Sandpiper","Bartramia longicauda","Bartramia longicauda","Scolopacidae","Upland Sandpiper",0.702176878,"Bartramia longicauda",NA,NA,"Scolopacidae","Scolopacidae","Bartramia_longicauda",NA,"Yes"
"171",-1.051694542,"Limosa fedoa","Marbled Godwit","Limosa fedoa","Limosa fedoa","Scolopacidae","Marbled Godwit",1.147489593,"Limosa fedoa",NA,NA,"Scolopacidae","Scolopacidae","Limosa_fedoa",NA,"Yes"
"172",-1.051694542,"Limosa fedoa","Marbled Godwit","Limosa fedoa","Limosa fedoa","Scolopacidae","Marbled Godwit",1.147489593,"Limosa fedoa",NA,NA,"Scolopacidae","Scolopacidae","Limosa_fedoa",NA,"Yes"
"173",0.532789862,"Scolopax minor","American Woodcock","Scolopax minor","Scolopax minor","Scolopacidae","American Woodcock",1.36266642,"Scolopax minor",NA,NA,"Scolopacidae","Scolopacidae","Scolopax_minor",NA,"Yes"
"174",0.532789862,"Scolopax minor","American Woodcock","Scolopax minor","Scolopax minor","Scolopacidae","American Woodcock",1.36266642,"Scolopax minor",NA,NA,"Scolopacidae","Scolopacidae","Scolopax_minor",NA,"Yes"
"175",-1.252805323,"Gallinago delicata","Wilson's Snipe","Gallinago delicata","Gallinago gallinago","Scolopacidae","Wilson's Snipe",1.378698537,"Gallinago delicata",NA,NA,"Scolopacidae","Scolopacidae","Gallinago_gallinago",NA,"Yes"
"176",-1.252805323,"Gallinago delicata","Wilson's Snipe","Gallinago delicata","Gallinago gallinago","Scolopacidae","Wilson's Snipe",1.378698537,"Gallinago delicata",NA,NA,"Scolopacidae","Scolopacidae","Gallinago_gallinago",NA,"Yes"
"177",0.726150739,"Actitis macularius","Spotted Sandpiper","Actitis macularius","Actitis macularius","Scolopacidae","Spotted Sandpiper",1.805549785,"Actitis macularius",NA,NA,"Scolopacidae","Scolopacidae","Actitis_macularius",NA,"Yes"
"178",0.726150739,"Actitis macularius","Spotted Sandpiper","Actitis macularius","Actitis macularius","Scolopacidae","Spotted Sandpiper",1.805549785,"Actitis macularius",NA,NA,"Scolopacidae","Scolopacidae","Actitis_macularius",NA,"Yes"
"179",-0.710956912,"Tringa semipalmata","Willet","Tringa semipalmata","Catoptrophorus semipalmatus","Scolopacidae","Willet",1.34763576,"Tringa semipalmata",NA,NA,"Scolopacidae","Scolopacidae","Catoptrophorus_semipalmatus",NA,"Yes"
"180",-0.710956912,"Tringa semipalmata","Willet","Tringa semipalmata","Catoptrophorus semipalmatus","Scolopacidae","Willet",1.34763576,"Tringa semipalmata",NA,NA,"Scolopacidae","Scolopacidae","Catoptrophorus_semipalmatus",NA,"Yes"
"181",-1.346497101,"Phalaropus tricolor","Wilson's Phalarope","Phalaropus tricolor","Steganopus tricolor","Scolopacidae","Wilson's Phalarope",1.2209701,"Steganopus tricolor",NA,NA,"Scolopacidae","Scolopacidae","Steganopus_tricolor",NA,"Yes"
"182",-1.346497101,"Phalaropus tricolor","Wilson's Phalarope","Phalaropus tricolor","Steganopus tricolor","Scolopacidae","Wilson's Phalarope",1.2209701,"Steganopus tricolor",NA,NA,"Scolopacidae","Scolopacidae","Steganopus_tricolor",NA,"Yes"
"183",-1.344332391,"Cepphus columba","Pigeon Guillemot","Cepphus columba","Cepphus columba","Alcidae","Pigeon Guillemot",1.046659294,"Cepphus columba",NA,NA,"Alcidae","Alcidae","Cepphus_columba",NA,"Yes"
"184",-1.897307476,"Brachyramphus marmoratus","Marbled Murrelet","Brachyramphus marmoratus","Brachyramphus marmoratus","Alcidae","Marbled Murrelet",0.752083169,"Brachyramphus marmoratus",NA,NA,"Alcidae","Alcidae","Brachyramphus_marmoratus",NA,"Yes"
"185",0.809473887,"Larus glaucescens","Glaucous-winged Gull","Larus glaucescens","Larus glaucescens","Laridae","Glaucous-winged Gull",2.23662702,"Larus glaucescens",NA,NA,"Laridae","Laridae","Larus_glaucescens",NA,"Yes"
"186",-0.367413044,"Gelochelidon nilotica","Gull-billed Tern","Gelochelidon nilotica","Sterna nilotica","Laridae","Gull-billed Tern",1.35700945,"Gelochelidon nilotica",NA,NA,"Laridae","Laridae","Sterna_nilotica",NA,"Yes"
"187",-1.629742944,"Chlidonias niger","Black Tern","Chlidonias niger","Chlidonias niger","Laridae","Black Tern",1.005518285,"Chlidonias niger",NA,NA,"Laridae","Laridae","Chlidonias_niger",NA,"Yes"
"188",-1.557540172,"Sterna paradisaea","Arctic Tern","Sterna paradisaea","Sterna paradisaea","Laridae","Arctic Tern",1.670089052,"Sterna paradisaea",NA,NA,"Laridae","Laridae","Sterna_paradisaea",NA,"Yes"
"189",-1.7295245,"Gavia immer","Common Loon","Gavia immer","Gavia immer","Gaviidae","Common Loon",1.423357595,"Gavia immer",NA,NA,"Gaviidae","Gaviidae","Gavia_immer",NA,"Yes"
"190",-0.56147504,"Pelecanus erythrorhynchos","American White Pelican","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanidae","American White Pelican",1.497187151,"Pelecanus erythrorhynchos",NA,NA,"Pelecanidae","Pelecanidae","Pelecanus_erythrorhynchos",NA,"Yes"
"191",-0.152842351,"Pelecanus occidentalis","Brown Pelican","Pelecanus occidentalis","Pelecanus occidentalis","Pelecanidae","Brown Pelican",1.841069787,"Pelecanus occidentalis",NA,NA,"Pelecanidae","Pelecanidae","Pelecanus_occidentalis",NA,"Yes"
"192",-1.060754601,"Botaurus lentiginosus","American Bittern","Botaurus lentiginosus","Botaurus lentiginosus","Ardeidae","American Bittern",1.225862137,"Botaurus lentiginosus",NA,NA,"Ardeidae","Ardeidae","Botaurus_lentiginosus",NA,"Yes"
"193",2.046111681,"Ardea herodias","Great Blue Heron","Ardea herodias","Ardea herodias","Ardeidae","Great Blue Heron",1.619159269,"Ardea herodias",NA,NA,"Ardeidae","Ardeidae","Ardea_herodias",NA,"Yes"
"194",1.675202437,"Ardea alba","Great Egret","Ardea alba","Casmerodius albus","Ardeidae","Great Egret",1.540427119,"Ardea alba",NA,NA,"Ardeidae","Ardeidae","Casmerodius_albus",NA,"Yes"
"195",0.414625538,"Egretta caerulea","Little Blue Heron","Egretta caerulea","Egretta caerulea","Ardeidae","Little Blue Heron",1.446340851,"Egretta caerulea",NA,NA,"Ardeidae","Ardeidae","Egretta_caerulea",NA,"Yes"
"196",0.527214304,"Egretta tricolor","Tricolored Heron","Egretta tricolor","Egretta tricolor","Ardeidae","Tricolored Heron",1.638801394,"Egretta tricolor",NA,NA,"Ardeidae","Ardeidae","Egretta_tricolor",NA,"Yes"
"197",-0.421680852,"Egretta rufescens","Reddish Egret","Egretta rufescens","Egretta rufescens","Ardeidae","Reddish Egret",1.163622122,"Egretta rufescens",NA,NA,"Ardeidae","Ardeidae","Egretta_rufescens",NA,"Yes"
"198",1.919633882,"Butorides virescens","Green Heron","Butorides virescens","Butorides virescens","Ardeidae","Green Heron",1.917084958,"Butorides striata",NA,NA,"Ardeidae","Ardeidae","Butorides_virescens",NA,"Yes"
"199",1.910907505,"Nycticorax nycticorax","Black-crowned Night-Heron","Nycticorax nycticorax","Nycticorax nycticorax","Ardeidae","Black-crowned Night-Heron",2.170206677,"Nycticorax nycticorax",NA,NA,"Ardeidae","Ardeidae","Nycticorax_nycticorax",NA,"Yes"
"200",3.188444071,"Nyctanassa violacea","Yellow-crowned Night-Heron","Nyctanassa violacea","Nyctanassa violacea","Ardeidae","Yellow-crowned Night-Heron",2.173020288,"Nyctanassa violacea",NA,NA,"Ardeidae","Ardeidae","Nyctanassa_violacea",NA,"Yes"
"201",1.090418309,"Eudocimus albus","White Ibis","Eudocimus albus","Eudocimus albus","Threskiornithidae","White Ibis",1.475881062,"Eudocimus albus",NA,NA,"Threskiornithidae","Threskiornithidae","Eudocimus_albus",NA,"Yes"
"202",0.894004763,"Plegadis falcinellus","Glossy Ibis","Plegadis falcinellus","Plegadis falcinellus","Threskiornithidae","Glossy Ibis",1.459312864,"Plegadis falcinellus",NA,NA,"Threskiornithidae","Threskiornithidae","Plegadis_falcinellus",NA,"Yes"
"203",-0.011786467,"Plegadis chihi","White-faced Ibis","Plegadis chihi","Plegadis chihi","Threskiornithidae","White-faced Ibis",1.404585914,"Plegadis chihi",NA,NA,"Threskiornithidae","Threskiornithidae","Plegadis_chihi",NA,"Yes"
"204",2.08984821,"Pandion haliaetus","Osprey","Pandion haliaetus","Pandion haliaetus","Accipitridae","Osprey",1.654413034,"Pandion haliaetus",NA,NA,"Pandionidae","Accipitridae","Pandion_haliaetus","Osprey","Yes"
"205",-1.356633429,"Circus hudsonius","Northern Harrier","Circus hudsonius","Circus cyaneus","Accipitridae","Northern Harrier",1.013043303,"Circus hudsonius",NA,NA,"Accipitridae","Accipitridae","Circus_cyaneus","Northern Harrier","Yes"
"206",-1.356633429,"Circus hudsonius","Northern Harrier","Circus hudsonius","Circus cyaneus","Accipitridae","Northern Harrier",1.013043303,"Circus hudsonius",NA,NA,"Accipitridae","Accipitridae","Circus_cyaneus","Northern Harrier","Yes"
"207",0.101048078,"Haliaeetus leucocephalus","Bald Eagle","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Accipitridae","Bald Eagle",1.44947834,"Haliaeetus leucocephalus",NA,NA,"Accipitridae","Accipitridae","Haliaeetus_leucocephalus","Bald Eagle","Yes"
"208",1.904225302,"Megaceryle alcyon","Belted Kingfisher","Megaceryle alcyon","Megaceryle alcyon","Alcedinidae","Belted Kingfisher",1.729034799,"Megaceryle alcyon",NA,NA,"Alcedinidae","Alcedinidae","Megaceryle_alcyon",NA,"Yes"
"209",NA,NA,NA,"Accipiter tachiro","Accipiter tachiro","Accipitridae","African Goshawk",1.670355626,"Accipiter tachiro",NA,NA,NA,"Accipitridae","Accipiter_tachiro","African Goshawk","Yes"
"210",NA,NA,NA,"Accipiter virgatus","Accipiter virgatus","Accipitridae","Besra",2.076683786,"Accipiter virgatus",NA,NA,NA,"Accipitridae","Accipiter_virgatus","Besra","Yes"
"211",NA,NA,NA,"Aquila chrysaetos","Aquila chrysaetos","Accipitridae","Golden Eagle",0.833531358,"Aquila chrysaetos",NA,NA,NA,"Accipitridae","Aquila_chrysaetos","Golden Eagle","Yes"
"212",NA,NA,NA,"Clanga clanga","Aquila clanga","Accipitridae","Greater Spotted Eagle",1.754912619,"Clanga clanga",NA,NA,NA,"Accipitridae","Aquila_clanga","Greater Spotted Eagle","Yes"
"213",NA,NA,NA,"Aviceda jerdoni","Aviceda jerdoni","Accipitridae","Jerdon's Baza",3.713046242,"Aviceda jerdoni",NA,NA,NA,"Accipitridae","Aviceda_jerdoni","Jerdon's Baza","Yes"
"214",NA,NA,NA,"Aviceda leuphotes","Aviceda leuphotes","Accipitridae","Black Baza",2.55186238,"Aviceda leuphotes",NA,NA,NA,"Accipitridae","Aviceda_leuphotes","Black Baza","Yes"
"215",NA,NA,NA,"Aviceda subcristata","Aviceda subcristata","Accipitridae","Pacific Baza",1.387799132,"Aviceda subcristata",NA,NA,NA,"Accipitridae","Aviceda_subcristata","Pacific Baza","Yes"
"216",NA,NA,NA,"Busarellus nigricollis","Busarellus nigricollis","Accipitridae","Black-collared Hawk",1.407593623,"Busarellus nigricollis",NA,NA,NA,"Accipitridae","Busarellus_nigricollis","Black-collared Hawk","Yes"
"217",NA,NA,NA,"Butastur indicus","Butastur indicus","Accipitridae","Gray-faced Buzzard",1.667152406,"Butastur indicus",NA,NA,NA,"Accipitridae","Butastur_indicus","Gray-faced Buzzard","Yes"
"218",NA,NA,NA,"Geranoaetus polyosoma","Buteo polyosoma","Accipitridae","Variable Hawk",0.650181444,"Geranoaetus polyosoma",NA,NA,NA,"Accipitridae","Buteo_polyosoma","Variable Hawk ","Yes"
"219",NA,NA,NA,"Buteogallus aequinoctialis","Buteogallus aequinoctialis","Accipitridae","Rufous Crab Hawk",1.377700612,"Buteogallus aequinoctialis",NA,NA,NA,"Accipitridae","Buteogallus_aequinoctialis","Rufous Crab Hawk ","Yes"
"220",NA,NA,NA,"Buteogallus anthracinus","Buteogallus anthracinus","Accipitridae","Common Black Hawk",0.742525102,"Buteogallus anthracinus",NA,NA,NA,"Accipitridae","Buteogallus_anthracinus","Common Black Hawk","Yes"
"221",NA,NA,NA,"Buteogallus meridionalis","Buteogallus meridionalis","Accipitridae","Savanna Hawk",1.100144156,"Buteogallus meridionalis",NA,NA,NA,"Accipitridae","Buteogallus_meridionalis","Savanna Hawk","Yes"
"222",NA,NA,NA,"Buteogallus urubitinga","Buteogallus urubitinga","Accipitridae","Great Black Hawk",1.598086974,"Buteogallus urubitinga",NA,NA,NA,"Accipitridae","Buteogallus_urubitinga","Great Black Hawk ","Yes"
"223",NA,NA,NA,"Chondrohierax uncinatus","Chondrohierax uncinatus","Accipitridae","Hook-billed Kite",1.552151596,"Chondrohierax uncinatus",NA,NA,NA,"Accipitridae","Chondrohierax_uncinatus","Hook-billed Kite","Yes"
"224",NA,NA,NA,"Circus aeruginosus","Circus aeruginosus","Accipitridae","Eurasian Marsh-Harrier",1.141592331,"Circus aeruginosus",NA,NA,NA,"Accipitridae","Circus_aeruginosus","Western Marsh Harrier","Yes"
"225",NA,NA,NA,"Circus approximans","Circus approximans","Accipitridae","Swamp Harrier",0.729766865,"Circus approximans",NA,NA,NA,"Accipitridae","Circus_approximans","Swamp Harrier","Yes"
"226",NA,NA,NA,"Circus assimilis","Circus assimilis","Accipitridae","Spotted Harrier",0.77673743,"Circus assimilis",NA,NA,NA,"Accipitridae","Circus_assimilis","Spotted Harrier","Yes"
"227",NA,NA,NA,"Circus cyaneus","Circus cyaneus","Accipitridae","Hen Harrier",0.836440845,"Circus cyaneus",NA,NA,NA,"Accipitridae","Circus_cyaneus","Northern Harrier","Yes"
"228",NA,NA,NA,"Circus cyaneus","Circus cyaneus","Accipitridae","Hen Harrier",0.836440845,"Circus cyaneus",NA,NA,NA,"Accipitridae","Circus_cyaneus","Northern Harrier","Yes"
"229",NA,NA,NA,"Circus maurus","Circus maurus","Accipitridae","Black Harrier",0.473010796,"Circus maurus",NA,NA,NA,"Accipitridae","Circus_maurus","Black Harrier","Yes"
"230",NA,NA,NA,"Circus ranivorus","Circus ranivorus","Accipitridae","African Marsh-Harrier",0.779258739,"Circus ranivorus",NA,NA,NA,"Accipitridae","Circus_ranivorus","African Marsh-harrier","Yes"
"231",NA,NA,NA,"Circus spilonotus","Circus spilonotus","Accipitridae","Eastern Marsh-Harrier",1.470870422,"Circus spilonotus",NA,NA,NA,"Accipitridae","Circus_spilonotus","Eastern Marsh-harrier","Yes"
"232",NA,NA,NA,"Elanoides forficatus","Elanoides forficatus","Accipitridae","Swallow-tailed Kite",0.815307594,"Elanoides forficatus",NA,NA,NA,"Accipitridae","Elanoides_forficatus","Swallow-tailed Kite","Yes"
"233",NA,NA,NA,"Geranospiza caerulescens","Geranospiza caerulescens","Accipitridae","Crane Hawk",0.961202586,"Geranospiza caerulescens",NA,NA,NA,"Accipitridae","Geranospiza_caerulescens","Crane Hawk","Yes"
"234",NA,NA,NA,"Gypohierax angolensis","Gypohierax angolensis","Accipitridae","Palm-nut Vulture",0.998324615,"Gypohierax angolensis",NA,NA,NA,"Accipitridae","Gypohierax_angolensis","Palm-nut Vulture","Yes"
"235",NA,NA,NA,"Gyps africanus","Gyps africanus","Accipitridae","White-backed Vulture",1.140660353,"Gyps africanus",NA,NA,NA,"Accipitridae","Gyps_africanus","White-backed Vulture","Yes"
"236",NA,NA,NA,"Haliaeetus albicilla","Haliaeetus albicilla","Accipitridae","White-tailed Eagle",0.779958423,"Haliaeetus albicilla",NA,NA,NA,"Accipitridae","Haliaeetus_albicilla","White-tailed Eagle","Yes"
"237",NA,NA,NA,"Haliaeetus leucogaster","Haliaeetus leucogaster","Accipitridae","White-bellied Sea-Eagle",1.146532454,"Haliaeetus leucogaster",NA,NA,NA,"Accipitridae","Haliaeetus_leucogaster","White-bellied Sea-eagle","Yes"
"238",NA,NA,NA,"Haliaeetus vocifer","Haliaeetus vocifer","Accipitridae","African Fish-Eagle",1.03228529,"Haliaeetus vocifer",NA,NA,NA,"Accipitridae","Haliaeetus_vocifer","African Fish-eagle","Yes"
"239",NA,NA,NA,"Haliastur indus","Haliastur indus","Accipitridae","Brahminy Kite",1.711980101,"Haliastur indus",NA,NA,NA,"Accipitridae","Haliastur_indus","Brahminy Kite","Yes"
"240",NA,NA,NA,"Haliastur sphenurus","Haliastur sphenurus","Accipitridae","Whistling Kite",0.842407658,"Haliastur sphenurus",NA,NA,NA,"Accipitridae","Haliastur_sphenurus","Whistling Kite","Yes"
"241",NA,NA,NA,"Haliaeetus ichthyaetus","Ichthyophaga ichthyaetus","Accipitridae","Gray-headed Fish-Eagle",1.774920714,"Icthyophaga ichthyaetus",NA,NA,NA,"Accipitridae","Ichthyophaga_ichthyaetus","Gray-headed Fish-Eagle","Yes"
