IOCOrder,BLFamilyLatin,BLFamilyEnglish,Species,Scientific,English,CoastalSp,aveUAI
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Habia_fuscicauda,Habia fuscicauda,Red-throated Ant-tanager,,0.415487
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Pheucticus_chrysopeplus,Pheucticus chrysopeplus,Yellow Grosbeak,,0.49962489
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Granatellus_venustus,Granatellus venustus,Red-breasted Chat,,0.539409545
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Habia_rubica,Habia rubica,Red-crowned Ant-tanager,,0.623798072
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_atripennis,Saltator atripennis,Black-winged Saltator,,0.625769092
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_fuliginosus,Saltator fuliginosus,Black-throated Grosbeak,,0.701615203
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_atriceps,Saltator atriceps,Black-headed Saltator,,0.721456347
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_maximus,Saltator maximus,Buff-throated Saltator,,0.765898424
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_atricollis,Saltator atricollis,Black-throated Saltator,,0.784109096
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Cyanocompsa_cyanoides,Cyanocompsa cyanoides,Blue-black Grosbeak,,0.806203666
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Piranga_leucoptera,Piranga leucoptera,White-winged Tanager,,0.84134442
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Cyanocompsa_parellina,Cyanocompsa parellina,Blue Bunting,,1.004780086
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Rhodothraupis_celaeno,Rhodothraupis celaeno,Crimson-collared Grosbeak,,1.005113518
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Piranga_flava,Piranga flava,Hepatic Tanager,,1.172383636
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Pheucticus_aureoventris,Pheucticus aureoventris,Black-backed Grosbeak,,1.205403497
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Cardinalis_sinuatus,Cardinalis sinuatus,Pyrrhuloxia,,1.212133204
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Pheucticus_melanocephalus,Pheucticus melanocephalus,Black-headed Grosbeak,,1.399839435
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Spiza_americana,Spiza americana,Dickcissel,,1.412837236
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_striatipectus,Saltator striatipectus,Streaked Saltator,,1.526892393
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Piranga_rubra,Piranga rubra,Summer Tanager,,1.554163111
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Caryothraustes_canadensis,Caryothraustes canadensis,Yellow-green Grosbeak,,1.60427845
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_aurantiirostris,Saltator aurantiirostris,Golden-billed Saltator,,1.624307089
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Piranga_ludoviciana,Piranga ludoviciana,Western Tanager,,1.651694212
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Pheucticus_ludovicianus,Pheucticus ludovicianus,Rose-breasted Grosbeak,,1.679862035
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Saltator_similis,Saltator similis,Green-winged Saltator,,1.694964226
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Piranga_olivacea,Piranga olivacea,Scarlet Tanager,,1.799723822
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Cyanocompsa_brissonii,Cyanocompsa brissonii,Ultramarine Grosbeak,,2.082125667
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Cardinalis_cardinalis,Cardinalis cardinalis,Northern Cardinal,,2.091039638
Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",Cyanoloxia_glaucocaerulea,Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,,2.301834991
Cariamiformes,Cariamidae,Seriemas,Cariama_cristata,Cariama cristata,Red-legged Seriema,,0.755853287
Accipitriformes,Cathartidae,New World vultures,Sarcoramphus_papa,Sarcoramphus papa,King Vulture,,0.215717289
Accipitriformes,Cathartidae,New World vultures,Vultur_gryphus,Vultur gryphus,Andean Condor,Yes,0.321418065
Accipitriformes,Cathartidae,New World vultures,Cathartes_melambrotus,Cathartes melambrotus,Greater Yellow-headed Vulture,,0.667125257
Accipitriformes,Cathartidae,New World vultures,Cathartes_aura,Cathartes aura,Turkey Vulture,,1.405658159
Accipitriformes,Cathartidae,New World vultures,Coragyps_atratus,Coragyps atratus,Black Vulture,Yes,1.737445164
Accipitriformes,Cathartidae,New World vultures,Cathartes_burrovianus,Cathartes burrovianus,Lesser Yellow-headed Vulture,Yes,1.855225173
Passeriformes,Certhiidae,Treecreepers,Certhia_familiaris,Certhia familiaris,Eurasian Treecreeper,,1.655685259
Passeriformes,Certhiidae,Treecreepers,Certhia_brachydactyla,Certhia brachydactyla,Short-toed Treecreeper,,1.938383796
Charadriiformes,Charadriidae,Plovers,Phegornis_mitchellii,Phegornis mitchellii,Diademed Sandpiper-plover,Yes,0.002331512
Charadriiformes,Charadriidae,Plovers,Charadrius_montanus,Charadrius montanus,Mountain Plover,,0.015699296
Charadriiformes,Charadriidae,Plovers,Thinornis_novaeseelandiae,Thinornis novaeseelandiae,Shore Plover,Yes,0.088743361
Charadriiformes,Charadriidae,Plovers,Vanellus_albiceps,Vanellus albiceps,White-headed Lapwing,Yes,0.289798063
Charadriiformes,Charadriidae,Plovers,Anarhynchus_frontalis,Anarhynchus frontalis,Wrybill,Yes,0.30541517
Charadriiformes,Charadriidae,Plovers,Thinornis_rubricollis,Thinornis rubricollis,Hooded Plover,Yes,0.356058521
Charadriiformes,Charadriidae,Plovers,Vanellus_resplendens,Vanellus resplendens,Andean Lapwing,,0.383963039
Charadriiformes,Charadriidae,Plovers,Charadrius_bicinctus,Charadrius bicinctus,Double-banded Plover,Yes,0.412598895
Charadriiformes,Charadriidae,Plovers,Vanellus_crassirostris,Vanellus crassirostris,Long-toed Lapwing,Yes,0.575541287
Charadriiformes,Charadriidae,Plovers,Charadrius_falklandicus,Charadrius falklandicus,Two-banded Plover,Yes,0.740374324
Charadriiformes,Charadriidae,Plovers,Charadrius_ruficapillus,Charadrius ruficapillus,Red-capped Plover,Yes,0.807891122
Charadriiformes,Charadriidae,Plovers,Vanellus_vanellus,Vanellus vanellus,Northern Lapwing,Yes,0.937490545
Charadriiformes,Charadriidae,Plovers,Charadrius_pecuarius,Charadrius pecuarius,Kittlitz's Plover,Yes,0.945704963
Charadriiformes,Charadriidae,Plovers,Vanellus_spinosus,Vanellus spinosus,Spur-winged Lapwing,Yes,0.986400628
Charadriiformes,Charadriidae,Plovers,Charadrius_collaris,Charadrius collaris,Collared Plover,Yes,1.016639699
Charadriiformes,Charadriidae,Plovers,Charadrius_wilsonia,Charadrius wilsonia,Wilson's Plover,Yes,1.08873466
Charadriiformes,Charadriidae,Plovers,Charadrius_tricollaris,Charadrius tricollaris,Three-banded Plover,Yes,1.239374943
Charadriiformes,Charadriidae,Plovers,Erythrogonys_cinctus,Erythrogonys cinctus,Red-kneed Dotterel,Yes,1.277013514
Charadriiformes,Charadriidae,Plovers,Charadrius_marginatus,Charadrius marginatus,White-fronted Plover,Yes,1.284414762
Charadriiformes,Charadriidae,Plovers,Elseyornis_melanops,Elseyornis melanops,Black-fronted Dotterel,Yes,1.291053096
Charadriiformes,Charadriidae,Plovers,Vanellus_malarbaricus,Vanellus malarbaricus,Yellow-wattled Lapwing,Yes,1.321896395
Charadriiformes,Charadriidae,Plovers,Charadrius_melodus,Charadrius melodus,Piping Plover,Yes,1.337630165
Charadriiformes,Charadriidae,Plovers,Charadrius_semipalmatus,Charadrius semipalmatus,Semipalmated Plover,Yes,1.417777238
Charadriiformes,Charadriidae,Plovers,Vanellus_armatus,Vanellus armatus,Blacksmith Lapwing,Yes,1.488724235
Charadriiformes,Charadriidae,Plovers,Vanellus_coronatus,Vanellus coronatus,Crowned Lapwing,Yes,1.490592795
Charadriiformes,Charadriidae,Plovers,Vanellus_miles,Vanellus miles,Masked Lapwing,Yes,1.511753381
Charadriiformes,Charadriidae,Plovers,Charadrius_dubius,Charadrius dubius,Little Ringed Plover,Yes,1.562408741
Charadriiformes,Charadriidae,Plovers,Charadrius_vociferus,Charadrius vociferus,Killdeer,Yes,1.597917689
Charadriiformes,Charadriidae,Plovers,Vanellus_indicus,Vanellus indicus,Red-wattled Lapwing,Yes,1.630362281
Charadriiformes,Charadriidae,Plovers,Charadrius_alexandrinus,Charadrius alexandrinus,Kentish Plover,Yes,1.678253918
Charadriiformes,Charadriidae,Plovers,Charadrius_hiaticula,Charadrius hiaticula,Common Ringed Plover,Yes,1.695980437
Charadriiformes,Charadriidae,Plovers,Charadrius_peronii,Charadrius peronii,Malaysian Plover,Yes,1.867128541
Charadriiformes,Charadriidae,Plovers,Vanellus_duvaucelii,Vanellus duvaucelii,River Lapwing,,2.018498175
Charadriiformes,Charadriidae,Plovers,Vanellus_chilensis,Vanellus chilensis,Southern Lapwing,Yes,2.13192358
Charadriiformes,Charadriidae,Plovers,Charadrius_placidus,Charadrius placidus,Long-billed Plover,Yes,2.238419278
Charadriiformes,Charadriidae,Plovers,Vanellus_leucurus,Vanellus leucurus,White-tailed Lapwing,Yes,2.314725283
Charadriiformes,Charadriidae,Plovers,Vanellus_senegallus,Vanellus senegallus,Wattled Lapwing,Yes,2.477567283
Charadriiformes,Chionidae,Sheathbills and allies,Pluvianellus_socialis,Pluvianellus socialis,Magellanic Plover,Yes,0
Passeriformes,Chloropseidae,Leafbirds,Chloropsis_palawanensis,Chloropsis palawanensis,Yellow-throated Leafbird,,0.095411934
Passeriformes,Chloropseidae,Leafbirds,Chloropsis_kinabaluensis,Chloropsis kinabaluensis,Bornean Leafbird,,0.113383327
Passeriformes,Chloropseidae,Leafbirds,Chloropsis_aurifrons,Chloropsis aurifrons,Golden-fronted Leafbird,,0.412216316
Passeriformes,Chloropseidae,Leafbirds,Chloropsis_jerdoni,Chloropsis jerdoni,Jerdon's Leafbird,,0.632893543
Passeriformes,Chloropseidae,Leafbirds,Chloropsis_hardwickii,Chloropsis hardwickii,Orange-bellied Leafbird,,1.583977136
Passeriformes,Chloropseidae,Leafbirds,Chloropsis_cochinchinensis,Chloropsis cochinchinensis,Blue-winged Leafbird,,2.779144786
Ciconiiformes,Ciconiidae,Storks,Mycteria_ibis,Mycteria ibis,Yellow-billed Stork,Yes,0.752750003
Ciconiiformes,Ciconiidae,Storks,Anastomus_lamelligerus,Anastomus lamelligerus,African Openbill,Yes,0.871997699
Ciconiiformes,Ciconiidae,Storks,Ciconia_nigra,Ciconia nigra,Black Stork,Yes,0.970200358
Ciconiiformes,Ciconiidae,Storks,Leptoptilos_javanicus,Leptoptilos javanicus,Lesser Adjutant,Yes,1.059258703
Ciconiiformes,Ciconiidae,Storks,Ephippiorhynchus_asiaticus,Ephippiorhynchus asiaticus,Black-necked Stork,Yes,1.064525413
Ciconiiformes,Ciconiidae,Storks,Ciconia_episcopus,Ciconia episcopus,Woolly-necked Stork,Yes,1.228004455
Ciconiiformes,Ciconiidae,Storks,Ciconia_ciconia,Ciconia ciconia,White Stork,Yes,1.248975525
Ciconiiformes,Ciconiidae,Storks,Mycteria_americana,Mycteria americana,Wood Stork,Yes,1.253031132
Ciconiiformes,Ciconiidae,Storks,Ciconia_maguari,Ciconia maguari,Maguari Stork,Yes,1.445271469
Ciconiiformes,Ciconiidae,Storks,Anastomus_oscitans,Anastomus oscitans,Asian Openbill,Yes,1.461383332
Ciconiiformes,Ciconiidae,Storks,Leptoptilos_crumeniferus,Leptoptilos crumeniferus,Marabou Stork,Yes,1.517579824
Ciconiiformes,Ciconiidae,Storks,Mycteria_leucocephala,Mycteria leucocephala,Painted Stork,Yes,1.580581704
Ciconiiformes,Ciconiidae,Storks,Mycteria_cinerea,Mycteria cinerea,Milky Stork,Yes,2.213089959
Ciconiiformes,Ciconiidae,Storks,Ciconia_boyciana,Ciconia boyciana,Oriental Stork,Yes,2.26216042
Passeriformes,Cinclidae,Dippers,Cinclus_leucocephalus,Cinclus leucocephalus,White-capped Dipper,,0.308276424
Passeriformes,Cinclidae,Dippers,Cinclus_pallasii,Cinclus pallasii,Brown Dipper,,0.572828086
Passeriformes,Cinclidae,Dippers,Cinclus_mexicanus,Cinclus mexicanus,American Dipper,,1.377765828
Passeriformes,Cinclidae,Dippers,Cinclus_cinclus,Cinclus cinclus,White-throated Dipper,,1.782508866
Passeriformes,Cinclosomatidae,Quail-thrushes,Cinclosoma_punctatum,Cinclosoma punctatum,Spotted Quail-thrush,,0.385112702
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_hunteri,Cisticola hunteri,Hunter's Cisticola,,0.463998177
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_chiniana,Cisticola chiniana,Rattling Cisticola,,0.591490848
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_galactotes,Cisticola galactotes,Winding Cisticola,,0.995412278
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_erythrops,Cisticola erythrops,Red-faced Cisticola,,1.001969204
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_fulvicapilla,Cisticola fulvicapilla,Piping Cisticola,,1.05683691
Passeriformes,Cisticolidae,Cisticolas and allies,Apalis_flavida,Apalis flavida,Yellow-breasted Apalis,,1.105445829
Passeriformes,Cisticolidae,Cisticolas and allies,Phyllolais_pulchella,Phyllolais pulchella,Buff-bellied Warbler,,1.164744715
Passeriformes,Cisticolidae,Cisticolas and allies,Camaroptera_brachyura,Camaroptera brachyura,Green-backed Camaroptera,,1.234700195
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_maculosa,Prinia maculosa,Karoo Prinia,,1.293344719
Passeriformes,Cisticolidae,Cisticolas and allies,Oreolais_pulchra,Oreolais pulchra,Black-collared Apalis,,1.301340939
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_tinniens,Cisticola tinniens,Levaillant's Cisticola,,1.416755345
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_subflava,Prinia subflava,Tawny-flanked Prinia,,1.43586849
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_sylvatica,Prinia sylvatica,Jungle Prinia,,1.461618612
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_exilis,Cisticola exilis,Golden-headed Cisticola,,1.467751286
Passeriformes,Cisticolidae,Cisticolas and allies,Apalis_thoracica,Apalis thoracica,Bar-throated Apalis,,1.50384285
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_inornata,Prinia inornata,Plain Prinia,,1.505433029
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_juncidis,Cisticola juncidis,Zitting Cisticola,,1.597454972
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_flavicans,Prinia flavicans,Black-chested Prinia,,1.649200009
Passeriformes,Cisticolidae,Cisticolas and allies,Cisticola_cantans,Cisticola cantans,Singing Cisticola,,1.783353268
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_flaviventris,Prinia flaviventris,Yellow-bellied Prinia,,1.862202968
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_socialis,Prinia socialis,Ashy Prinia,,1.958276817
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_gracilis,Prinia gracilis,Graceful Prinia,,2.004195674
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_buchanani,Prinia buchanani,Rufous-fronted Prinia,,2.183665572
Passeriformes,Cisticolidae,Cisticolas and allies,Prinia_familiaris,Prinia familiaris,Bar-winged Prinia,,2.773404956
Passeriformes,Climacteridae,Australian treecreepers,Climacteris_rufus,Climacteris rufus,Rufous Treecreeper,,0.039814435
Passeriformes,Climacteridae,Australian treecreepers,Climacteris_erythrops,Climacteris erythrops,Red-browed Treecreeper,,0.149853883
Passeriformes,Climacteridae,Australian treecreepers,Climacteris_picumnus,Climacteris picumnus,Brown Treecreeper,,0.235278457
Passeriformes,Climacteridae,Australian treecreepers,Cormobates_leucophaea,Cormobates leucophaea,White-throated Treecreeper,,0.324532079
Passeriformes,Coerebidae,Bananaquit,Coereba_flaveola,Coereba flaveola,Bananaquit,,2.196451018
Coliiformes,Coliidae,Mousebirds,Urocolius_macrourus,Urocolius macrourus,Blue-naped Mousebird,,1.077356495
Coliiformes,Coliidae,Mousebirds,Colius_colius,Colius colius,White-backed Mousebird,,1.820249849
Coliiformes,Coliidae,Mousebirds,Colius_striatus,Colius striatus,Speckled Mousebird,,1.882058538
Coliiformes,Coliidae,Mousebirds,Urocolius_indicus,Urocolius indicus,Red-faced Mousebird,,2.030434611
Columbiformes,Columbidae,Doves and pigeons,Geotrygon_carrikeri,Geotrygon carrikeri,Tuxtla Quail-dove,,0
Columbiformes,Columbidae,Doves and pigeons,Geophaps_scripta,Geophaps scripta,Squatter Pigeon,,0.02843021
Columbiformes,Columbidae,Doves and pigeons,Ptilinopus_magnificus,Ptilinopus magnificus,Wompoo Fruit-dove,,0.061193733
Columbiformes,Columbidae,Doves and pigeons,Ptilinopus_leclancheri,Ptilinopus leclancheri,Black-chinned Fruit-dove,,0.101425669
Columbiformes,Columbidae,Doves and pigeons,Alectroenas_madagascariensis,Alectroenas madagascariensis,Madagascar Blue-pigeon,,0.112766317
Columbiformes,Columbidae,Doves and pigeons,Geotrygon_frenata,Geotrygon frenata,White-throated Quail-dove,,0.11515842
Columbiformes,Columbidae,Doves and pigeons,Macropygia_rufipennis,Macropygia rufipennis,Andaman Cuckoo-dove,,0.119900151
Columbiformes,Columbidae,Doves and pigeons,Geotrygon_albifacies,Geotrygon albifacies,White-faced Quail-dove,,0.126887749
Columbiformes,Columbidae,Doves and pigeons,Geotrygon_linearis,Geotrygon linearis,Lined Quail-dove,,0.166813051
Columbiformes,Columbidae,Doves and pigeons,Ducula_badia,Ducula badia,Mountain Imperial-pigeon,,0.177682825
Columbiformes,Columbidae,Doves and pigeons,Columba_palumboides,Columba palumboides,Andaman Wood-pigeon,,0.190293883
Columbiformes,Columbidae,Doves and pigeons,Macropygia_ruficeps,Macropygia ruficeps,Little Cuckoo-dove,,0.234663837
Columbiformes,Columbidae,Doves and pigeons,Geotrygon_versicolor,Geotrygon versicolor,Crested Quail-dove,,0.247756376
Columbiformes,Columbidae,Doves and pigeons,Columba_pulchricollis,Columba pulchricollis,Ashy Wood-pigeon,,0.314961281
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_nigrirostris,Patagioenas nigrirostris,Short-billed Pigeon,,0.317033306
Columbiformes,Columbidae,Doves and pigeons,Phaps_elegans,Phaps elegans,Brush Bronzewing,,0.317854939
Columbiformes,Columbidae,Doves and pigeons,Leptotila_pallida,Leptotila pallida,Pallid Dove,,0.321887817
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_speciosa,Patagioenas speciosa,Scaled Pigeon,,0.345887995
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_caribaea,Patagioenas caribaea,Ring-tailed Pigeon,,0.35734444
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_inornata,Patagioenas inornata,Plain Pigeon,,0.364411246
Columbiformes,Columbidae,Doves and pigeons,Oena_capensis,Oena capensis,Namaqua Dove,,0.388047787
Columbiformes,Columbidae,Doves and pigeons,Macropygia_amboinensis,Macropygia amboinensis,Brown Cuckoo-dove,,0.389691912
Columbiformes,Columbidae,Doves and pigeons,Turtur_afer,Turtur afer,Blue-spotted Wood-dove,,0.406467807
Columbiformes,Columbidae,Doves and pigeons,Ptilinopus_superbus,Ptilinopus superbus,Superb Fruit-dove,,0.414031781
Columbiformes,Columbidae,Doves and pigeons,Leucosarcia_melanoleuca,Leucosarcia melanoleuca,Wonga Pigeon,,0.424758488
Columbiformes,Columbidae,Doves and pigeons,Ptilinopus_regina,Ptilinopus regina,Rose-crowned Fruit-dove,,0.500787682
Columbiformes,Columbidae,Doves and pigeons,Turtur_chalcospilos,Turtur chalcospilos,Emerald-spotted Wood-dove,,0.5595771
Columbiformes,Columbidae,Doves and pigeons,Macropygia_tenuirostris,Macropygia tenuirostris,Philippine Cuckoo-dove,,0.573062174
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_plumbea,Patagioenas plumbea,Plumbeous Pigeon,,0.595145977
Columbiformes,Columbidae,Doves and pigeons,Hemiphaga_novaeseelandiae,Hemiphaga novaeseelandiae,New Zealand Pigeon,,0.609990096
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_subvinacea,Patagioenas subvinacea,Ruddy Pigeon,,0.64311487
Columbiformes,Columbidae,Doves and pigeons,Lopholaimus_antarcticus,Lopholaimus antarcticus,Topknot Pigeon,,0.656979147
Columbiformes,Columbidae,Doves and pigeons,Columba_elphinstonii,Columba elphinstonii,Nilgiri Wood-pigeon,,0.695356737
Columbiformes,Columbidae,Doves and pigeons,Geotrygon_montana,Geotrygon montana,Ruddy Quail-dove,,0.698027118
Columbiformes,Columbidae,Doves and pigeons,Phaps_chalcoptera,Phaps chalcoptera,Common Bronzewing,,0.776746969
Columbiformes,Columbidae,Doves and pigeons,Geopelia_placida,Geopelia placida,Peaceful Dove,,0.790157122
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_squamosa,Patagioenas squamosa,Scaly-naped Pigeon,,0.847325812
Columbiformes,Columbidae,Doves and pigeons,Columba_leucomela,Columba leucomela,White-headed Pigeon,,0.922836978
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_flavirostris,Patagioenas flavirostris,Red-billed Pigeon,,1.0485493
Columbiformes,Columbidae,Doves and pigeons,Treron_waalia,Treron waalia,Bruce's Green-pigeon,,1.052172453
Columbiformes,Columbidae,Doves and pigeons,Turtur_tympanistria,Turtur tympanistria,Tambourine Dove,,1.052859735
Columbiformes,Columbidae,Doves and pigeons,Phapitreron_leucotis,Phapitreron leucotis,White-eared Brown-dove,,1.076678536
Columbiformes,Columbidae,Doves and pigeons,Zenaida_aurita,Zenaida aurita,Zenaida Dove,,1.115714842
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_fasciata,Patagioenas fasciata,Band-tailed Pigeon,,1.131707605
Columbiformes,Columbidae,Doves and pigeons,Geopelia_humeralis,Geopelia humeralis,Bar-shouldered Dove,,1.138235448
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_turtur,Streptopelia turtur,European Turtle-dove,,1.151027768
Columbiformes,Columbidae,Doves and pigeons,Leptotila_verreauxi,Leptotila verreauxi,White-tipped Dove,,1.221522327
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_decipiens,Streptopelia decipiens,Mourning Collared-dove,,1.233402847
Columbiformes,Columbidae,Doves and pigeons,Columba_oenas,Columba oenas,Stock Dove,,1.28458156
Columbiformes,Columbidae,Doves and pigeons,Ducula_aenea,Ducula aenea,Green Imperial-pigeon,,1.309132957
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_capicola,Streptopelia capicola,Ring-necked Dove,,1.31319917
Columbiformes,Columbidae,Doves and pigeons,Leptotila_jamaicensis,Leptotila jamaicensis,Caribbean Dove,,1.333640828
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_araucana,Patagioenas araucana,Chilean Pigeon,,1.428034329
Columbiformes,Columbidae,Doves and pigeons,Treron_phoenicopterus,Treron phoenicopterus,Yellow-footed Green-pigeon,,1.521213171
Columbiformes,Columbidae,Doves and pigeons,Treron_formosae,Treron formosae,Whistling Green-pigeon,,1.522794943
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_tranquebarica,Streptopelia tranquebarica,Red Collared-dove,,1.574781054
Columbiformes,Columbidae,Doves and pigeons,Ocyphaps_lophotes,Ocyphaps lophotes,Crested Pigeon,,1.590927065
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_cayennensis,Patagioenas cayennensis,Pale-vented Pigeon,,1.66168561
Columbiformes,Columbidae,Doves and pigeons,Treron_calvus,Treron calvus,African Green-pigeon,,1.662795402
Columbiformes,Columbidae,Doves and pigeons,Aplopelia_larvata,Aplopelia larvata,Lemon Dove,,1.695152052
Columbiformes,Columbidae,Doves and pigeons,Columba_albitorques,Columba albitorques,White-collared Pigeon,,1.753307041
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_semitorquata,Streptopelia semitorquata,Red-eyed Dove,,1.760269548
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_leucocephala,Patagioenas leucocephala,White-crowned Pigeon,,1.775375833
Columbiformes,Columbidae,Doves and pigeons,Columba_palumbus,Columba palumbus,Common Wood-pigeon,,1.824845185
Columbiformes,Columbidae,Doves and pigeons,Zenaida_macroura,Zenaida macroura,Mourning Dove,,1.868112464
Columbiformes,Columbidae,Doves and pigeons,Ducula_spilorrhoa,Ducula spilorrhoa,Torresian Imperial-pigeon,,1.876217325
Columbiformes,Columbidae,Doves and pigeons,Zenaida_meloda,Zenaida meloda,West Peruvian Dove,,1.911478882
Columbiformes,Columbidae,Doves and pigeons,Columba_guinea,Columba guinea,Speckled Pigeon,,1.91336676
Columbiformes,Columbidae,Doves and pigeons,Columbina_inca,Columbina inca,Inca Dove,,1.935070564
Columbiformes,Columbidae,Doves and pigeons,Stigmatopelia_senegalensis,Stigmatopelia senegalensis,Laughing Dove,,2.014545985
Columbiformes,Columbidae,Doves and pigeons,Stigmatopelia_chinensis,Stigmatopelia chinensis,Spotted Dove,,2.105316626
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_lugens,Streptopelia lugens,Dusky Turtle-dove,,2.115971963
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_picazuro,Patagioenas picazuro,Picazuro Pigeon,,2.116248621
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_decaocto,Streptopelia decaocto,Eurasian Collared-dove,,2.148159431
Columbiformes,Columbidae,Doves and pigeons,Columbina_squammata,Columbina squammata,Scaled Dove,,2.223964768
Columbiformes,Columbidae,Doves and pigeons,Patagioenas_maculosa,Patagioenas maculosa,Spot-winged Pigeon,,2.241317456
Columbiformes,Columbidae,Doves and pigeons,Geopelia_striata,Geopelia striata,Zebra Dove,,2.306024459
Columbiformes,Columbidae,Doves and pigeons,Zenaida_asiatica,Zenaida asiatica,White-winged Dove,,2.333961065
Columbiformes,Columbidae,Doves and pigeons,Zenaida_auriculata,Zenaida auriculata,Eared Dove,,2.350954351
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_roseogrisea,Streptopelia roseogrisea,African Collared-dove,,2.381790563
Columbiformes,Columbidae,Doves and pigeons,Treron_vernans,Treron vernans,Pink-necked Green-pigeon,,2.394951325
Columbiformes,Columbidae,Doves and pigeons,Streptopelia_orientalis,Streptopelia orientalis,Oriental Turtle-dove,,2.414062418
Columbiformes,Columbidae,Doves and pigeons,Treron_sieboldii,Treron sieboldii,White-bellied Green-pigeon,,2.450086146
Columbiformes,Columbidae,Doves and pigeons,Treron_curvirostra,Treron curvirostra,Thick-billed Green-pigeon,,2.8056392
Columbiformes,Columbidae,Doves and pigeons,Columba_livia,Columba livia,Rock Pigeon,,2.863742596
Columbiformes,Columbidae,Doves and pigeons,Ptilinopus_jambu,Ptilinopus jambu,Jambu Fruit-dove,,2.93231754
Columbiformes,Columbidae,Doves and pigeons,Ptilinopus_melanospilus,Ptilinopus melanospilus,Black-naped Fruit-dove,,2.961408054
Columbiformes,Columbidae,Doves and pigeons,Ducula_bicolor,Ducula bicolor,Pied Imperial-pigeon,,3.314083351
