IOCOrder,BLFamilyLatin,BLFamilyEnglish,Species,Scientific,English,CoastalSp,aveUAI
Apodiformes,Trochilidae,Hummingbirds,Hylocharis_eliciae,Hylocharis eliciae,Blue-throated Goldentail,,0.108441668
Apodiformes,Trochilidae,Hummingbirds,Heliodoxa_jacula,Heliodoxa jacula,Green-crowned Brilliant,,0.109143407
Apodiformes,Trochilidae,Hummingbirds,Boissonneaua_matthewsii,Boissonneaua matthewsii,Chestnut-breasted Coronet,,0.112456755
Apodiformes,Trochilidae,Hummingbirds,Microchera_albocoronata,Microchera albocoronata,Snowcap,,0.112680581
Apodiformes,Trochilidae,Hummingbirds,Coeligena_prunellei,Coeligena prunellei,Black Inca,,0.1151855
Apodiformes,Trochilidae,Hummingbirds,Atthis_ellioti,Atthis ellioti,Wine-throated Hummingbird,,0.118641108
Apodiformes,Trochilidae,Hummingbirds,Lamprolaima_rhami,Lamprolaima rhami,Garnet-throated Hummingbird,,0.128702523
Apodiformes,Trochilidae,Hummingbirds,Boissonneaua_flavescens,Boissonneaua flavescens,Buff-tailed Coronet,,0.130993867
Apodiformes,Trochilidae,Hummingbirds,Coeligena_torquata,Coeligena torquata,Collared Inca,,0.158680266
Apodiformes,Trochilidae,Hummingbirds,Campylopterus_hemileucurus,Campylopterus hemileucurus,Violet Sabrewing,,0.204829624
Apodiformes,Trochilidae,Hummingbirds,Heliangelus_amethysticollis,Heliangelus amethysticollis,Amethyst-throated Sunangel,,0.221626446
Apodiformes,Trochilidae,Hummingbirds,Eutoxeres_aquila,Eutoxeres aquila,White-tipped Sicklebill,,0.232366776
Apodiformes,Trochilidae,Hummingbirds,Amazilia_cyanura,Amazilia cyanura,Blue-tailed Hummingbird,,0.233546049
Apodiformes,Trochilidae,Hummingbirds,Lophornis_delattrei,Lophornis delattrei,Rufous-crested Coquette,,0.248295634
Apodiformes,Trochilidae,Hummingbirds,Oreotrochilus_estella,Oreotrochilus estella,Andean Hillstar,,0.254296951
Apodiformes,Trochilidae,Hummingbirds,Threnetes_ruckeri,Threnetes ruckeri,Band-tailed Barbthroat,,0.263438749
Apodiformes,Trochilidae,Hummingbirds,Klais_guimeti,Klais guimeti,Violet-headed Hummingbird,,0.274127598
Apodiformes,Trochilidae,Hummingbirds,Polyonymus_caroli,Polyonymus caroli,Bronze-tailed Comet,,0.285935096
Apodiformes,Trochilidae,Hummingbirds,Discosura_conversii,Discosura conversii,Green Thorntail,,0.288795282
Apodiformes,Trochilidae,Hummingbirds,Oreotrochilus_leucopleurus,Oreotrochilus leucopleurus,White-sided Hillstar,,0.320762755
Apodiformes,Trochilidae,Hummingbirds,Aglaiocercus_kingi,Aglaiocercus kingi,Long-tailed Sylph,,0.324166795
Apodiformes,Trochilidae,Hummingbirds,Heliothryx_barroti,Heliothryx barroti,Purple-crowned Fairy,,0.363881667
Apodiformes,Trochilidae,Hummingbirds,Metallura_phoebe,Metallura phoebe,Black Metaltail,,0.365066543
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_longirostris,Phaethornis longirostris,Long-billed Hermit,,0.371814247
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_striigularis,Phaethornis striigularis,Stripe-throated Hermit,,0.38436637
Apodiformes,Trochilidae,Hummingbirds,Doricha_enicura,Doricha enicura,Slender Sheartail,,0.406018561
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_guy,Phaethornis guy,Green Hermit,,0.417096314
Apodiformes,Trochilidae,Hummingbirds,Amazilia_candida,Amazilia candida,White-bellied Emerald,,0.418072665
Apodiformes,Trochilidae,Hummingbirds,Pterophanes_cyanopterus,Pterophanes cyanopterus,Great Sapphirewing,,0.436104842
Apodiformes,Trochilidae,Hummingbirds,Florisuga_mellivora,Florisuga mellivora,White-necked Jacobin,,0.445884969
Apodiformes,Trochilidae,Hummingbirds,Chalybura_urochrysia,Chalybura urochrysia,Bronze-tailed Plumeleteer,,0.486317097
Apodiformes,Trochilidae,Hummingbirds,Amazilia_viridigaster,Amazilia viridigaster,Green-bellied Hummingbird,,0.487844519
Apodiformes,Trochilidae,Hummingbirds,Amazilia_viridicauda,Amazilia viridicauda,Green-and-white Hummingbird,,0.493975398
Apodiformes,Trochilidae,Hummingbirds,Goldmania_violiceps,Goldmania violiceps,Violet-capped Hummingbird,,0.504158279
Apodiformes,Trochilidae,Hummingbirds,Amazilia_saucerrottei,Amazilia saucerrottei,Steely-vented Hummingbird,,0.508212648
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_anthophilus,Phaethornis anthophilus,Pale-bellied Hermit,,0.509822061
Apodiformes,Trochilidae,Hummingbirds,Lampornis_viridipallens,Lampornis viridipallens,Green-throated Mountain-gem,,0.525478307
Apodiformes,Trochilidae,Hummingbirds,Ocreatus_underwoodii,Ocreatus underwoodii,Booted Racket-tail,,0.544268904
Apodiformes,Trochilidae,Hummingbirds,Amazilia_amabilis,Amazilia amabilis,Blue-chested Hummingbird,,0.546925458
Apodiformes,Trochilidae,Hummingbirds,Lafresnaya_lafresnayi,Lafresnaya lafresnayi,Mountain Velvetbreast,,0.552390792
Apodiformes,Trochilidae,Hummingbirds,Thalurania_furcata,Thalurania furcata,Fork-tailed Woodnymph,,0.554154287
Apodiformes,Trochilidae,Hummingbirds,Amazilia_franciae,Amazilia franciae,Andean Emerald,,0.557044204
Apodiformes,Trochilidae,Hummingbirds,Coeligena_bonapartei,Coeligena bonapartei,Golden-bellied Starfrontlet,,0.585085619
Apodiformes,Trochilidae,Hummingbirds,Heliomaster_longirostris,Heliomaster longirostris,Long-billed Starthroat,,0.597286144
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_swainsonii,Chlorostilbon swainsonii,Hispaniolan Emerald,,0.598092977
Apodiformes,Trochilidae,Hummingbirds,Anthracothorax_mango,Anthracothorax mango,Jamaican Mango,,0.599807863
Apodiformes,Trochilidae,Hummingbirds,Adelomyia_melanogenys,Adelomyia melanogenys,Speckled Hummingbird,,0.607128075
Apodiformes,Trochilidae,Hummingbirds,Myrtis_fanny,Myrtis fanny,Purple-collared Woodstar,,0.618826186
Apodiformes,Trochilidae,Hummingbirds,Metallura_tyrianthina,Metallura tyrianthina,Tyrian Metaltail,,0.619086168
Apodiformes,Trochilidae,Hummingbirds,Ensifera_ensifera,Ensifera ensifera,Sword-billed Hummingbird,,0.648442415
Apodiformes,Trochilidae,Hummingbirds,Ramphomicron_microrhynchum,Ramphomicron microrhynchum,Purple-backed Thornbill,,0.679099743
Apodiformes,Trochilidae,Hummingbirds,Damophila_julie,Damophila julie,Violet-bellied Hummingbird,,0.683696534
Apodiformes,Trochilidae,Hummingbirds,Chrysuronia_oenone,Chrysuronia oenone,Golden-tailed Sapphire,,0.690584229
Apodiformes,Trochilidae,Hummingbirds,Doricha_eliza,Doricha eliza,Mexican Sheartail,,0.697996434
Apodiformes,Trochilidae,Hummingbirds,Oreonympha_nobilis,Oreonympha nobilis,Bearded Mountaineer,,0.74435307
Apodiformes,Trochilidae,Hummingbirds,Heliodoxa_leadbeateri,Heliodoxa leadbeateri,Violet-fronted Brilliant,,0.750793142
Apodiformes,Trochilidae,Hummingbirds,Campylopterus_rufus,Campylopterus rufus,Rufous Sabrewing,,0.759601213
Apodiformes,Trochilidae,Hummingbirds,Atthis_heloisa,Atthis heloisa,Bumblebee Hummingbird,,0.763722131
Apodiformes,Trochilidae,Hummingbirds,Eriocnemis_cupreoventris,Eriocnemis cupreoventris,Coppery-bellied Puffleg,,0.789691526
Apodiformes,Trochilidae,Hummingbirds,Anthracothorax_prevostii,Anthracothorax prevostii,Green-breasted Mango,,0.822953013
Apodiformes,Trochilidae,Hummingbirds,Chaetocercus_mulsant,Chaetocercus mulsant,White-bellied Woodstar,,0.838673766
Apodiformes,Trochilidae,Hummingbirds,Eriocnemis_vestita,Eriocnemis vestita,Glowing Puffleg,,0.881870433
Apodiformes,Trochilidae,Hummingbirds,Rhodopis_vesper,Rhodopis vesper,Oasis Hummingbird,,0.885442531
Apodiformes,Trochilidae,Hummingbirds,Aglaeactis_cupripennis,Aglaeactis cupripennis,Shining Sunbeam,,0.926045163
Apodiformes,Trochilidae,Hummingbirds,Amazilia_tzacatl,Amazilia tzacatl,Rufous-tailed Hummingbird,,0.939184572
Apodiformes,Trochilidae,Hummingbirds,Tilmatura_dupontii,Tilmatura dupontii,Sparkling-tailed Hummingbird,,0.942764998
Apodiformes,Trochilidae,Hummingbirds,Amazilia_cyanifrons,Amazilia cyanifrons,Indigo-capped Hummingbird,,0.953337119
Apodiformes,Trochilidae,Hummingbirds,Lophornis_chalybeus,Lophornis chalybeus,Festive Coquette,,0.958177429
Apodiformes,Trochilidae,Hummingbirds,Patagona_gigas,Patagona gigas,Giant Hummingbird,,0.971032742
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_poortmani,Chlorostilbon poortmani,Short-tailed Emerald,,0.984486967
Apodiformes,Trochilidae,Hummingbirds,Heliomaster_constantii,Heliomaster constantii,Plain-capped Starthroat,,0.999240648
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_eurynome,Phaethornis eurynome,Scale-throated Hermit,,1.009640224
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_gibsoni,Chlorostilbon gibsoni,Red-billed Emerald,,1.013460311
Apodiformes,Trochilidae,Hummingbirds,Lesbia_victoriae,Lesbia victoriae,Black-tailed Trainbearer,,1.029668702
Apodiformes,Trochilidae,Hummingbirds,Calliphlox_amethystina,Calliphlox amethystina,Amethyst Woodstar,,1.032364216
Apodiformes,Trochilidae,Hummingbirds,Heliomaster_squamosus,Heliomaster squamosus,Stripe-breasted Starthroat,,1.05015847
Apodiformes,Trochilidae,Hummingbirds,Glaucis_hirsutus,Glaucis hirsutus,Rufous-breasted Hermit,,1.079467043
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_pretrei,Phaethornis pretrei,Planalto Hermit,,1.080743329
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_augusti,Phaethornis augusti,Sooty-capped Hermit,,1.102113245
Apodiformes,Trochilidae,Hummingbirds,Clytolaema_rubricauda,Clytolaema rubricauda,Brazilian Ruby,,1.106862168
Apodiformes,Trochilidae,Hummingbirds,Lesbia_nuna,Lesbia nuna,Green-tailed Trainbearer,,1.112942487
Apodiformes,Trochilidae,Hummingbirds,Coeligena_helianthea,Coeligena helianthea,Blue-throated Starfrontlet,,1.134692998
Apodiformes,Trochilidae,Hummingbirds,Chaetocercus_heliodor,Chaetocercus heliodor,Gorgeted Woodstar,,1.148672176
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_auriceps,Chlorostilbon auriceps,Golden-crowned Emerald,,1.156333155
Apodiformes,Trochilidae,Hummingbirds,Hylocharis_leucotis,Hylocharis leucotis,White-eared Hummingbird,,1.159601543
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_mellisugus,Chlorostilbon mellisugus,Blue-tailed Emerald,,1.192243371
Apodiformes,Trochilidae,Hummingbirds,Myrmia_micrura,Myrmia micrura,Short-tailed Woodstar,,1.201452361
Apodiformes,Trochilidae,Hummingbirds,Selasphorus_platycercus,Selasphorus platycercus,Broad-tailed Hummingbird,,1.216505337
Apodiformes,Trochilidae,Hummingbirds,Chalybura_buffonii,Chalybura buffonii,White-vented Plumeleteer,,1.238194427
Apodiformes,Trochilidae,Hummingbirds,Chrysolampis_mosquitus,Chrysolampis mosquitus,Ruby-topaz Hummingbird,,1.238272901
Apodiformes,Trochilidae,Hummingbirds,Amazilia_lactea,Amazilia lactea,Sapphire-spangled Emerald,,1.268375775
Apodiformes,Trochilidae,Hummingbirds,Amazilia_rutila,Amazilia rutila,Cinnamon Hummingbird,,1.316485045
Apodiformes,Trochilidae,Hummingbirds,Amazilia_cyanocephala,Amazilia cyanocephala,Azure-crowned Hummingbird,,1.324505069
Apodiformes,Trochilidae,Hummingbirds,Chaetocercus_jourdanii,Chaetocercus jourdanii,Rufous-shafted Woodstar,,1.33094904
Apodiformes,Trochilidae,Hummingbirds,Thalurania_glaucopis,Thalurania glaucopis,Violet-capped Woodnymph,,1.380719603
Apodiformes,Trochilidae,Hummingbirds,Lepidopyga_goudoti,Lepidopyga goudoti,Shining-green Hummingbird,,1.428954649
Apodiformes,Trochilidae,Hummingbirds,Amazilia_chionogaster,Amazilia chionogaster,White-bellied Hummingbird,,1.430324358
Apodiformes,Trochilidae,Hummingbirds,Amazilia_violiceps,Amazilia violiceps,Violet-crowned Hummingbird,,1.449527752
Apodiformes,Trochilidae,Hummingbirds,Amazilia_beryllina,Amazilia beryllina,Berylline Hummingbird,,1.458378331
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_ricordii,Chlorostilbon ricordii,Cuban Emerald,,1.490999785
Apodiformes,Trochilidae,Hummingbirds,Sappho_sparganura,Sappho sparganura,Red-tailed Comet,,1.509565355
Apodiformes,Trochilidae,Hummingbirds,Phaethornis_ruber,Phaethornis ruber,Reddish Hermit,,1.590311337
Apodiformes,Trochilidae,Hummingbirds,Phaeochroa_cuvierii,Phaeochroa cuvierii,Scaly-breasted Hummingbird,,1.61975566
Apodiformes,Trochilidae,Hummingbirds,Ramphodon_naevius,Ramphodon naevius,Saw-billed Hermit,,1.621991531
Apodiformes,Trochilidae,Hummingbirds,Heliothryx_auritus,Heliothryx auritus,Black-eared Fairy,,1.667998154
Apodiformes,Trochilidae,Hummingbirds,Anthracothorax_nigricollis,Anthracothorax nigricollis,Black-throated Mango,,1.681011255
Apodiformes,Trochilidae,Hummingbirds,Selasphorus_rufus,Selasphorus rufus,Rufous Hummingbird,,1.690591609
Apodiformes,Trochilidae,Hummingbirds,Archilochus_colubris,Archilochus colubris,Ruby-throated Hummingbird,,1.741800445
Apodiformes,Trochilidae,Hummingbirds,Stellula_calliope,Stellula calliope,Calliope Hummingbird,,1.768869443
Apodiformes,Trochilidae,Hummingbirds,Aphantochroa_cirrochloris,Aphantochroa cirrochloris,Sombre Hummingbird,,1.779562305
Apodiformes,Trochilidae,Hummingbirds,Cynanthus_sordidus,Cynanthus sordidus,Dusky Hummingbird,,1.798579653
Apodiformes,Trochilidae,Hummingbirds,Thaumastura_cora,Thaumastura cora,Peruvian Sheartail,,1.926457878
Apodiformes,Trochilidae,Hummingbirds,Cynanthus_latirostris,Cynanthus latirostris,Broad-billed Hummingbird,,1.93696904
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_assimilis,Chlorostilbon assimilis,Garden Emerald,,1.940432818
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_alice,Chlorostilbon alice,Green-tailed Emerald,,1.948337504
Apodiformes,Trochilidae,Hummingbirds,Amazilia_fimbriata,Amazilia fimbriata,Glittering-throated Emerald,,1.997399686
Apodiformes,Trochilidae,Hummingbirds,Mellisuga_minima,Mellisuga minima,Vervain Hummingbird,,2.052847169
Apodiformes,Trochilidae,Hummingbirds,Eupetomena_macroura,Eupetomena macroura,Swallow-tailed Hummingbird,,2.060747767
Apodiformes,Trochilidae,Hummingbirds,Calothorax_lucifer,Calothorax lucifer,Lucifer Hummingbird,,2.079800638
Apodiformes,Trochilidae,Hummingbirds,Leucochloris_albicollis,Leucochloris albicollis,White-throated Hummingbird,,2.093009394
Apodiformes,Trochilidae,Hummingbirds,Archilochus_alexandri,Archilochus alexandri,Black-chinned Hummingbird,,2.123825597
Apodiformes,Trochilidae,Hummingbirds,Amazilia_yucatanensis,Amazilia yucatanensis,Buff-bellied Hummingbird,,2.177890198
Apodiformes,Trochilidae,Hummingbirds,Leucippus_chlorocercus,Leucippus chlorocercus,Olive-spotted Hummingbird,,2.201290311
Apodiformes,Trochilidae,Hummingbirds,Amazilia_amazilia,Amazilia amazilia,Amazilia Hummingbird,,2.203348
Apodiformes,Trochilidae,Hummingbirds,Calypte_costae,Calypte costae,Costa's Hummingbird,,2.222610672
Apodiformes,Trochilidae,Hummingbirds,Sephanoides_sephaniodes,Sephanoides sephaniodes,Green-backed Firecrown,,2.266661853
Apodiformes,Trochilidae,Hummingbirds,Selasphorus_sasin,Selasphorus sasin,Allen's Hummingbird,,2.279121592
Apodiformes,Trochilidae,Hummingbirds,Chlorostilbon_lucidus,Chlorostilbon lucidus,Glittering-bellied Emerald,,2.296445469
Apodiformes,Trochilidae,Hummingbirds,Calypte_anna,Calypte anna,Anna's Hummingbird,,2.3629133
Apodiformes,Trochilidae,Hummingbirds,Amazilia_brevirostris,Amazilia brevirostris,White-chested Emerald,,2.412218535
Apodiformes,Trochilidae,Hummingbirds,Anthracothorax_dominicus,Anthracothorax dominicus,Antillean Mango,,2.458430683
Apodiformes,Trochilidae,Hummingbirds,Lepidopyga_coeruleogularis,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,,2.57612975
Apodiformes,Trochilidae,Hummingbirds,Florisuga_fusca,Florisuga fusca,Black Jacobin,,2.607903487
Apodiformes,Trochilidae,Hummingbirds,Heliomaster_furcifer,Heliomaster furcifer,Blue-tufted Starthroat,,2.721982621
Apodiformes,Trochilidae,Hummingbirds,Calliphlox_evelynae,Calliphlox evelynae,Bahama Woodstar,,2.790714663
Apodiformes,Trochilidae,Hummingbirds,Leucippus_fallax,Leucippus fallax,Buffy Hummingbird,,2.814509985
Apodiformes,Trochilidae,Hummingbirds,Hylocharis_chrysura,Hylocharis chrysura,Gilded Hummingbird,,2.965415908
Apodiformes,Trochilidae,Hummingbirds,Amazilia_tobaci,Amazilia tobaci,Copper-rumped Hummingbird,,2.972951927
Apodiformes,Trochilidae,Hummingbirds,Amazilia_leucogaster,Amazilia leucogaster,Plain-bellied Emerald,,2.979540099
Passeriformes,Troglodytidae,Wrens,Thryothorus_eisenmanni,Thryothorus eisenmanni,Inca Wren,,0.088324309
Passeriformes,Troglodytidae,Wrens,Troglodytes_ochraceus,Troglodytes ochraceus,Ochraceous Wren,,0.106292691
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_gularis,Campylorhynchus gularis,Spotted Wren,,0.14704592
Passeriformes,Troglodytidae,Wrens,Thryothorus_nigricapillus,Thryothorus nigricapillus,Bay Wren,,0.22030931
Passeriformes,Troglodytidae,Wrens,Henicorhina_leucosticta,Henicorhina leucosticta,White-breasted Wood-wren,,0.221907577
Passeriformes,Troglodytidae,Wrens,Cyphorhinus_phaeocephalus,Cyphorhinus phaeocephalus,Song Wren,,0.352917331
Passeriformes,Troglodytidae,Wrens,Cinnycerthia_unirufa,Cinnycerthia unirufa,Rufous Wren,,0.454647018
Passeriformes,Troglodytidae,Wrens,Thryothorus_fasciatoventris,Thryothorus fasciatoventris,Black-bellied Wren,,0.4720767
Passeriformes,Troglodytidae,Wrens,Thryothorus_genibarbis,Thryothorus genibarbis,Moustached Wren,,0.475626984
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_yucatanicus,Campylorhynchus yucatanicus,Yucatan Wren,,0.582415619
Passeriformes,Troglodytidae,Wrens,Troglodytes_rufociliatus,Troglodytes rufociliatus,Rufous-browed Wren,,0.596755031
Passeriformes,Troglodytidae,Wrens,Thryothorus_coraya,Thryothorus coraya,Coraya Wren,,0.62900442
Passeriformes,Troglodytidae,Wrens,Troglodytes_solstitialis,Troglodytes solstitialis,Mountain Wren,,0.640462926
Passeriformes,Troglodytidae,Wrens,Thryothorus_maculipectus,Thryothorus maculipectus,Spot-breasted Wren,,0.673684728
Passeriformes,Troglodytidae,Wrens,Thryothorus_pleurostictus,Thryothorus pleurostictus,Banded Wren,,0.684734805
Passeriformes,Troglodytidae,Wrens,Thryothorus_superciliaris,Thryothorus superciliaris,Superciliated Wren,,0.75745071
Passeriformes,Troglodytidae,Wrens,Thryothorus_sinaloa,Thryothorus sinaloa,Sinaloa Wren,,0.774297545
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_rufinucha,Campylorhynchus rufinucha,Rufous-naped Wren,,0.789738974
Passeriformes,Troglodytidae,Wrens,Salpinctes_obsoletus,Salpinctes obsoletus,Rock Wren,,0.812628898
Passeriformes,Troglodytidae,Wrens,Cinnycerthia_olivascens,Cinnycerthia olivascens,Sharpe's Wren,,0.879877782
Passeriformes,Troglodytidae,Wrens,Uropsila_leucogastra,Uropsila leucogastra,White-bellied Wren,,0.929871614
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_zonatus,Campylorhynchus zonatus,Band-backed Wren,,0.930695841
Passeriformes,Troglodytidae,Wrens,Catherpes_mexicanus,Catherpes mexicanus,Canyon Wren,,0.940590013
Passeriformes,Troglodytidae,Wrens,Thryothorus_felix,Thryothorus felix,Happy Wren,,1.008408109
Passeriformes,Troglodytidae,Wrens,Thryothorus_mystacalis,Thryothorus mystacalis,Whiskered Wren,,1.023398267
Passeriformes,Troglodytidae,Wrens,Thryothorus_rufalbus,Thryothorus rufalbus,Rufous-and-white Wren,,1.024952344
Passeriformes,Troglodytidae,Wrens,Cistothorus_apolinari,Cistothorus apolinari,Apolinar's Wren,,1.039017765
Passeriformes,Troglodytidae,Wrens,Thryothorus_guarayanus,Thryothorus guarayanus,Fawn-breasted Wren,,1.130672175
Passeriformes,Troglodytidae,Wrens,Cistothorus_platensis,Cistothorus platensis,Sedge Wren,,1.161164913
Passeriformes,Troglodytidae,Wrens,Thryothorus_sclateri,Thryothorus sclateri,Speckle-breasted Wren,,1.177052759
Passeriformes,Troglodytidae,Wrens,Thryothorus_rutilus,Thryothorus rutilus,Rufous-breasted Wren,,1.20915371
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_jocosus,Campylorhynchus jocosus,Boucard's Wren,,1.299377036
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,,1.382976644
Passeriformes,Troglodytidae,Wrens,Thryothorus_leucotis,Thryothorus leucotis,Buff-breasted Wren,,1.413562107
Passeriformes,Troglodytidae,Wrens,Cistothorus_palustris,Cistothorus palustris,Marsh Wren,,1.468374024
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_fasciatus,Campylorhynchus fasciatus,Fasciated Wren,,1.555386428
Passeriformes,Troglodytidae,Wrens,Thryomanes_bewickii,Thryomanes bewickii,Bewick's Wren,,1.598739833
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_turdinus,Campylorhynchus turdinus,Thrush-like Wren,,1.62263781
Passeriformes,Troglodytidae,Wrens,Thryothorus_longirostris,Thryothorus longirostris,Long-billed Wren,,1.737869038
Passeriformes,Troglodytidae,Wrens,Troglodytes_troglodytes,Troglodytes troglodytes,Winter Wren,,1.766139984
Passeriformes,Troglodytidae,Wrens,Troglodytes_aedon,Troglodytes aedon,House Wren,,1.874506217
Passeriformes,Troglodytidae,Wrens,Thryothorus_ludovicianus,Thryothorus ludovicianus,Carolina Wren,,1.901804229
Passeriformes,Troglodytidae,Wrens,Campylorhynchus_nuchalis,Campylorhynchus nuchalis,Stripe-backed Wren,,3.368071816
Trogoniformes,Trogonidae,Trogons,Pharomachrus_antisianus,Pharomachrus antisianus,Crested Quetzal,,0.014542526
Trogoniformes,Trogonidae,Trogons,Pharomachrus_mocinno,Pharomachrus mocinno,Resplendent Quetzal,,0.014658421
Trogoniformes,Trogonidae,Trogons,Pharomachrus_auriceps,Pharomachrus auriceps,Golden-headed Quetzal,,0.025325549
Trogoniformes,Trogonidae,Trogons,Harpactes_fasciatus,Harpactes fasciatus,Malabar Trogon,,0.056121527
Trogoniformes,Trogonidae,Trogons,Trogon_personatus,Trogon personatus,Masked Trogon,,0.05615968
Trogoniformes,Trogonidae,Trogons,Harpactes_erythrocephalus,Harpactes erythrocephalus,Red-headed Trogon,,0.170745926
Trogoniformes,Trogonidae,Trogons,Trogon_collaris,Trogon collaris,Collared Trogon,,0.288849716
Trogoniformes,Trogonidae,Trogons,Pharomachrus_fulgidus,Pharomachrus fulgidus,White-tipped Quetzal,,0.324430064
Trogoniformes,Trogonidae,Trogons,Trogon_chionurus,Trogon chionurus,White-tailed Trogon,,0.326667824
Trogoniformes,Trogonidae,Trogons,Trogon_elegans,Trogon elegans,Elegant Trogon,,0.348254567
Trogoniformes,Trogonidae,Trogons,Harpactes_whiteheadi,Harpactes whiteheadi,Whitehead's Trogon,,0.399726501
Trogoniformes,Trogonidae,Trogons,Trogon_rufus,Trogon rufus,Black-throated Trogon,,0.444093007
Trogoniformes,Trogonidae,Trogons,Trogon_mexicanus,Trogon mexicanus,Mountain Trogon,,0.538640311
Trogoniformes,Trogonidae,Trogons,Trogon_caligatus,Trogon caligatus,Gartered Trogon,,0.542104198
Trogoniformes,Trogonidae,Trogons,Trogon_melanurus,Trogon melanurus,Black-tailed Trogon,,0.551212013
Trogoniformes,Trogonidae,Trogons,Trogon_massena,Trogon massena,Slaty-tailed Trogon,,0.674875882
Trogoniformes,Trogonidae,Trogons,Priotelus_temnurus,Priotelus temnurus,Cuban Trogon,,0.703711167
Trogoniformes,Trogonidae,Trogons,Trogon_citreolus,Trogon citreolus,Citreoline Trogon,,0.717229399
Trogoniformes,Trogonidae,Trogons,Trogon_melanocephalus,Trogon melanocephalus,Black-headed Trogon,,0.72709155
Trogoniformes,Trogonidae,Trogons,Trogon_surrucura,Trogon surrucura,Surucua Trogon,,0.794405759
Trogoniformes,Trogonidae,Trogons,Trogon_viridis,Trogon viridis,Green-backed Trogon,,0.816860703
Trogoniformes,Trogonidae,Trogons,Trogon_curucui,Trogon curucui,Blue-crowned Trogon,,0.998784039
Trogoniformes,Trogonidae,Trogons,Trogon_mesurus,Trogon mesurus,Ecuadorian Trogon,,1.129308706
Passeriformes,Turdidae,Thrushes,Catharus_mexicanus,Catharus mexicanus,Black-headed Nightingale-thrush,,0.004049939
Passeriformes,Turdidae,Thrushes,Turdus_hauxwelli,Turdus hauxwelli,Hauxwell's Thrush,,0.020476781
Passeriformes,Turdidae,Thrushes,Entomodestes_leucotis,Entomodestes leucotis,White-eared Solitaire,,0.037515864
Passeriformes,Turdidae,Thrushes,Zoothera_heinei,Zoothera heinei,Russet-tailed Thrush,,0.044960402
Passeriformes,Turdidae,Thrushes,Myadestes_ralloides,Myadestes ralloides,Andean Solitaire,,0.119745649
Passeriformes,Turdidae,Thrushes,Turdus_reevei,Turdus reevei,Plumbeous-backed Thrush,,0.154806408
Passeriformes,Turdidae,Thrushes,Turdus_obsoletus,Turdus obsoletus,Pale-vented Thrush,,0.155973383
Passeriformes,Turdidae,Thrushes,Turdus_infuscatus,Turdus infuscatus,Black Thrush,,0.167474812
Passeriformes,Turdidae,Thrushes,Myadestes_genibarbis,Myadestes genibarbis,Rufous-throated Solitaire,,0.183801384
Passeriformes,Turdidae,Thrushes,Catharus_frantzii,Catharus frantzii,Ruddy-capped Nightingale-thrush,,0.2131628
Passeriformes,Turdidae,Thrushes,Chlamydochaera_jefferyi,Chlamydochaera jefferyi,Fruit-hunter,,0.277493392
Passeriformes,Turdidae,Thrushes,Turdus_jamaicensis,Turdus jamaicensis,White-eyed Thrush,,0.339600663
Passeriformes,Turdidae,Thrushes,Myophonus_borneensis,Myophonus borneensis,Bornean Whistling-thrush,,0.375021918
Passeriformes,Turdidae,Thrushes,Turdus_assimilis,Turdus assimilis,White-throated Thrush,,0.378514353
Passeriformes,Turdidae,Thrushes,Brachypteryx_montana,Brachypteryx montana,White-browed Shortwing,,0.385112978
Passeriformes,Turdidae,Thrushes,Zoothera_lunulata,Zoothera lunulata,Bassian Thrush,,0.466910209
Passeriformes,Turdidae,Thrushes,Turdus_aurantius,Turdus aurantius,White-chinned Thrush,,0.633990824
Passeriformes,Turdidae,Thrushes,Myophonus_horsfieldii,Myophonus horsfieldii,Malabar Whistling-thrush,,0.675434889
Passeriformes,Turdidae,Thrushes,Myadestes_occidentalis,Myadestes occidentalis,Brown-backed Solitaire,,0.678128834
Passeriformes,Turdidae,Thrushes,Turdus_serranus,Turdus serranus,Glossy-black Thrush,,0.741534353
