SpecID,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Species,Scientific,English,GS,Corneal.Diameter..mm.,Transverse.Diameter..mm.,Axial.Diameter..mm.,C.T,Source,Material,ScleroticRingOuterDiameter.mm,MuseumNumber,Notes
28,Struthioniformes,Struthionidae,Ostriches,2,BL3,Struthio_camelus,Struthio camelus,Ostrich,Struthio_camelus,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Rheiformes,Rheidae,Rheas,3,BL3,Rhea_americana,Rhea americana,Greater Rhea,Rhea_americana,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Rheiformes,Rheidae,Rheas,3,BL3,Rhea_pennata,Rhea pennata,Lesser Rhea,Rhea_pennata,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Casuariiformes,Casuariidae,Cassowaries,4,BL3,Casuarius_casuarius,Casuarius casuarius,Southern Cassowary,Casuarius_casuarius,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Casuariiformes,Casuariidae,Cassowaries,4,BL3,Casuarius_bennetti,Casuarius bennetti,Dwarf Cassowary,Casuarius_bennetti,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Casuariiformes,Casuariidae,Cassowaries,4,BL3,Casuarius_unappendiculatus,Casuarius unappendiculatus,Northern Cassowary,Casuarius_unappendiculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Casuariiformes,Dromaiidae,Emus,5,BL3,Dromaius_novaehollandiae,Dromaius novaehollandiae,Emu,Dromaius_novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Apterygiformes,Apterygidae,Kiwis,6,BL3,Apteryx_australis,Apteryx australis,Southern Brown Kiwi,Apteryx_australis,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Apterygiformes,Apterygidae,Kiwis,6,BL3,Apteryx_owenii,Apteryx owenii,Little Spotted Kiwi,Apteryx_owenii,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Apterygiformes,Apterygidae,Kiwis,6,BL3,Apteryx_haastii,Apteryx haastii,Great Spotted Kiwi,Apteryx_haastii,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus_solitarius,Tinamus solitarius,Solitary Tinamou,Tinamus_solitarius,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus_osgoodi,Tinamus osgoodi,Black Tinamou,Tinamus_osgoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamus_guttatus,Tinamus guttatus,White-throated Tinamou,Tinamus_guttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothocercus_bonapartei,Nothocercus bonapartei,Highland Tinamou,Nothocercus_bonapartei,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothocercus_julius,Nothocercus julius,Tawny-breasted Tinamou,Nothocercus_julius,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothocercus_nigrocapillus,Nothocercus nigrocapillus,Hooded Tinamou,Nothocercus_nigrocapillus,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_berlepschi,Crypturellus berlepschi,Berlepsch's Tinamou,Crypturellus_berlepschi,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_cinereus,Crypturellus cinereus,Cinereous Tinamou,Crypturellus_cinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_ptaritepui,Crypturellus ptaritepui,Tepui Tinamou,Crypturellus_ptaritepui,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_obsoletus,Crypturellus obsoletus,Brown Tinamou,Crypturellus_obsoletus,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_undulatus,Crypturellus undulatus,Undulated Tinamou,Crypturellus_undulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_transfasciatus,Crypturellus transfasciatus,Pale-browed Tinamou,Crypturellus_transfasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_strigulosus,Crypturellus strigulosus,Brazilian Tinamou,Crypturellus_strigulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_boucardi,Crypturellus boucardi,Slaty-breasted Tinamou,Crypturellus_boucardi,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_kerriae,Crypturellus kerriae,Choco Tinamou,Crypturellus_kerriae,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_erythropus,Crypturellus erythropus,Red-legged Tinamou,Crypturellus_erythropus,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_duidae,Crypturellus duidae,Grey-legged Tinamou,Crypturellus_duidae,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_noctivagus,Crypturellus noctivagus,Yellow-legged Tinamou,Crypturellus_noctivagus,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_atrocapillus,Crypturellus atrocapillus,Black-capped Tinamou,Crypturellus_atrocapillus,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_variegatus,Crypturellus variegatus,Variegated Tinamou,Crypturellus_variegatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_brevirostris,Crypturellus brevirostris,Rusty Tinamou,Crypturellus_brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_bartletti,Crypturellus bartletti,Bartlett's Tinamou,Crypturellus_bartletti,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_parvirostris,Crypturellus parvirostris,Small-billed Tinamou,Crypturellus_parvirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Tinamiformes,Tinamidae,Tinamous,1,BL3,Crypturellus_casiquiare,Crypturellus casiquiare,Barred Tinamou,Crypturellus_casiquiare,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta_taczanowskii,Nothoprocta taczanowskii,Taczanowski's Tinamou,Nothoprocta_taczanowskii,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta_ornata,Nothoprocta ornata,Ornate Tinamou,Nothoprocta_ornata,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta_perdicaria,Nothoprocta perdicaria,Chilean Tinamou,Nothoprocta_perdicaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothoprocta_curvirostris,Nothoprocta curvirostris,Curve-billed Tinamou,Nothoprocta_curvirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura_chacoensis,Nothura chacoensis,Chaco Nothura,Nothura_chacoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura_minor,Nothura minor,Lesser Nothura,Nothura_minor,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Tinamiformes,Tinamidae,Tinamous,1,BL3,Nothura_boraquira,Nothura boraquira,White-bellied Nothura,Nothura_boraquira,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Tinamiformes,Tinamidae,Tinamous,1,BL3,Taoniscus_nanus,Taoniscus nanus,Dwarf Tinamou,Taoniscus_nanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamotis_pentlandii,Tinamotis pentlandii,Puna Tinamou,Tinamotis_pentlandii,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Tinamiformes,Tinamidae,Tinamous,1,BL3,Tinamotis_ingoufi,Tinamotis ingoufi,Patagonian Tinamou,Tinamotis_ingoufi,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_garrula,Ortalis garrula,Chestnut-winged Chachalaca,Ortalis_garrula,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_erythroptera,Ortalis erythroptera,Rufous-headed Chachalaca,Ortalis_erythroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_wagleri,Ortalis wagleri,Rufous-bellied Chachalaca,Ortalis_wagleri,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_poliocephala,Ortalis poliocephala,West Mexican Chachalaca,Ortalis_poliocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_canicollis,Ortalis canicollis,Chaco Chachalaca,Ortalis_canicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_leucogastra,Ortalis leucogastra,White-bellied Chachalaca,Ortalis_leucogastra,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_guttata,Ortalis guttata,Speckled Chachalaca,Ortalis_guttata,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,Galliformes,Cracidae,Guans and curassows,8,BL3,Ortalis_superciliaris,Ortalis superciliaris,Buff-browed Chachalaca,Ortalis_superciliaris,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_barbata,Penelope barbata,Bearded Guan,Penelope_barbata,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_ortoni,Penelope ortoni,Baudo Guan,Penelope_ortoni,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_montagnii,Penelope montagnii,Andean Guan,Penelope_montagnii,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_superciliaris,Penelope superciliaris,Rusty-margined Guan,Penelope_superciliaris,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_dabbenei,Penelope dabbenei,Red-faced Guan,Penelope_dabbenei,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_purpurascens,Penelope purpurascens,Crested Guan,Penelope_purpurascens,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_perspicax,Penelope perspicax,Cauca Guan,Penelope_perspicax,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_albipennis,Penelope albipennis,White-winged Guan,Penelope_albipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_jacquacu,Penelope jacquacu,Spix's Guan,Penelope_jacquacu,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_obscura,Penelope obscura,Dusky-legged Guan,Penelope_obscura,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_pileata,Penelope pileata,White-crested Guan,Penelope_pileata,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_ochrogaster,Penelope ochrogaster,Chestnut-bellied Guan,Penelope_ochrogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelope_jacucaca,Penelope jacucaca,White-browed Guan,Penelope_jacucaca,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile_pipile,Pipile pipile,Trinidad Piping-guan,Pipile_pipile,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile_cumanensis,Pipile cumanensis,Blue-throated Piping-guan,Pipile_cumanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile_cujubi,Pipile cujubi,Red-throated Piping-guan,Pipile_cujubi,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,Galliformes,Cracidae,Guans and curassows,8,BL3,Pipile_jacutinga,Pipile jacutinga,Black-fronted Piping-guan,Pipile_jacutinga,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Galliformes,Cracidae,Guans and curassows,8,BL3,Aburria_aburri,Aburria aburri,Wattled Guan,Aburria_aburri,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Galliformes,Cracidae,Guans and curassows,8,BL3,Chamaepetes_unicolor,Chamaepetes unicolor,Black Guan,Chamaepetes_unicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,Galliformes,Cracidae,Guans and curassows,8,BL3,Chamaepetes_goudotii,Chamaepetes goudotii,Sickle-winged Guan,Chamaepetes_goudotii,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,Galliformes,Cracidae,Guans and curassows,8,BL3,Penelopina_nigra,Penelopina nigra,Highland Guan,Penelopina_nigra,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,Galliformes,Cracidae,Guans and curassows,8,BL3,Oreophasis_derbianus,Oreophasis derbianus,Horned Guan,Oreophasis_derbianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Galliformes,Cracidae,Guans and curassows,8,BL3,Mitu_tomentosum,Mitu tomentosum,Crestless Curassow,Mitu_tomentosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,Galliformes,Cracidae,Guans and curassows,8,BL3,Mitu_tuberosum,Mitu tuberosum,Razor-billed Curassow,Mitu_tuberosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,Galliformes,Cracidae,Guans and curassows,8,BL3,Pauxi_pauxi,Pauxi pauxi,Helmeted Curassow,Pauxi_pauxi,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,Galliformes,Cracidae,Guans and curassows,8,BL3,Pauxi_unicornis,Pauxi unicornis,Horned Curassow,Pauxi_unicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,Galliformes,Cracidae,Guans and curassows,8,BL3,Crax_alberti,Crax alberti,Blue-billed Curassow,Crax_alberti,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,Galliformes,Cracidae,Guans and curassows,8,BL3,Crax_daubentoni,Crax daubentoni,Yellow-knobbed Curassow,Crax_daubentoni,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,Galliformes,Cracidae,Guans and curassows,8,BL3,Crax_fasciolata,Crax fasciolata,Bare-faced Curassow,Crax_fasciolata,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Galliformes,Cracidae,Guans and curassows,8,BL3,Crax_blumenbachii,Crax blumenbachii,Red-billed Curassow,Crax_blumenbachii,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,Galliformes,Megapodiidae,Megapodes,7,BL3,Aepypodius_bruijnii,Aepypodius bruijnii,Bruijn's Brush-turkey,Aepypodius_bruijnii,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,Galliformes,Megapodiidae,Megapodes,7,BL3,Talegalla_cuvieri,Talegalla cuvieri,Red-billed Brush-turkey,Talegalla_cuvieri,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,Galliformes,Megapodiidae,Megapodes,7,BL3,Talegalla_fuscirostris,Talegalla fuscirostris,Black-billed Brush-turkey,Talegalla_fuscirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,Galliformes,Megapodiidae,Megapodes,7,BL3,Talegalla_jobiensis,Talegalla jobiensis,Brown-collared Brush-turkey,Talegalla_jobiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,Galliformes,Megapodiidae,Megapodes,7,BL3,Macrocephalon_maleo,Macrocephalon maleo,Maleo,Macrocephalon_maleo,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_nicobariensis,Megapodius nicobariensis,Nicobar Megapode,Megapodius_nicobariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_cumingii,Megapodius cumingii,Tabon Megapode,Megapodius_cumingii,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_bernsteinii,Megapodius bernsteinii,Sula Megapode,Megapodius_bernsteinii,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_reinwardt,Megapodius reinwardt,Orange-footed Megapode,Megapodius_reinwardt,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_affinis,Megapodius affinis,New Guinea Megapode,Megapodius_affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_eremita,Megapodius eremita,Melanesian Megapode,Megapodius_eremita,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_layardi,Megapodius layardi,Vanuatu Megapode,Megapodius_layardi,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Galliformes,Megapodiidae,Megapodes,7,BL3,Megapodius_laperouse,Megapodius laperouse,Micronesian Megapode,Megapodius_laperouse,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,Galliformes,Megapodiidae,Megapodes,7,BL3,Eulipoa_wallacei,Eulipoa wallacei,Moluccan Megapode,Eulipoa_wallacei,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,Galliformes,Megapodiidae,Megapodes,7,BL3,Leipoa_ocellata,Leipoa ocellata,Malleefowl,Leipoa_ocellata,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Lerwa_lerwa,Lerwa lerwa,Snow Partridge,Lerwa_lerwa,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Ammoperdix_heyi,Ammoperdix heyi,Sand Partridge,Ammoperdix_heyi,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Tetraogallus_caucasicus,Tetraogallus caucasicus,Caucasian Snowcock,Tetraogallus_caucasicus,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Tetraogallus_caspius,Tetraogallus caspius,Caspian Snowcock,Tetraogallus_caspius,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Tetraogallus_himalayensis,Tetraogallus himalayensis,Himalayan Snowcock,Tetraogallus_himalayensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Tetraophasis_obscurus,Tetraophasis obscurus,Chestnut-throated Partridge,Tetraophasis_obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Tetraophasis_szechenyii,Tetraophasis szechenyii,Buff-throated Partridge,Tetraophasis_szechenyii,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Alectoris_barbara,Alectoris barbara,Barbary Partridge,Alectoris_barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Alectoris_philbyi,Alectoris philbyi,Philby's Partridge,Alectoris_philbyi,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Alectoris_magna,Alectoris magna,Rusty-necklaced Partridge,Alectoris_magna,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Alectoris_rufa,Alectoris rufa,Red-legged Partridge,Alectoris_rufa,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_francolinus,Francolinus francolinus,Black Francolin,Francolinus_francolinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_pictus,Francolinus pictus,Painted Francolin,Francolinus_pictus,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_pintadeanus,Francolinus pintadeanus,Chinese Francolin,Francolinus_pintadeanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_pondicerianus,Francolinus pondicerianus,Grey Francolin,Francolinus_pondicerianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_gularis,Francolinus gularis,Swamp Francolin,Francolinus_gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_coqui,Francolinus coqui,Coqui Francolin,Francolinus_coqui,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_schlegelii,Francolinus schlegelii,Schlegel's Francolin,Francolinus_schlegelii,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_lathami,Francolinus lathami,Forest Francolin,Francolinus_lathami,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_streptophorus,Francolinus streptophorus,Ring-necked Francolin,Francolinus_streptophorus,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_finschi,Francolinus finschi,Finsch's Francolin,Francolinus_finschi,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_africanus,Francolinus africanus,Grey-winged Francolin,Francolinus_africanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_levaillantii,Francolinus levaillantii,Red-winged Francolin,Francolinus_levaillantii,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_psilolaemus,Francolinus psilolaemus,Moorland Francolin,Francolinus_psilolaemus,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_shelleyi,Francolinus shelleyi,Shelley's Francolin,Francolinus_shelleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_levaillantoides,Francolinus levaillantoides,Orange River Francolin,Francolinus_levaillantoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_nahani,Francolinus nahani,Nahan's Francolin,Francolinus_nahani,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_hartlaubi,Francolinus hartlaubi,Hartlaub's Francolin,Francolinus_hartlaubi,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_bicalcaratus,Francolinus bicalcaratus,Double-spurred Francolin,Francolinus_bicalcaratus,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_clappertoni,Francolinus clappertoni,Clapperton's Francolin,Francolinus_clappertoni,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_icterorhynchus,Francolinus icterorhynchus,Heuglin's Francolin,Francolinus_icterorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_harwoodi,Francolinus harwoodi,Harwood's Francolin,Francolinus_harwoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_adspersus,Francolinus adspersus,Red-billed Francolin,Francolinus_adspersus,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_capensis,Francolinus capensis,Cape Francolin,Francolinus_capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_hildebrandti,Francolinus hildebrandti,Hildebrandt's Francolin,Francolinus_hildebrandti,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_natalensis,Francolinus natalensis,Natal Francolin,Francolinus_natalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_squamatus,Francolinus squamatus,Scaly Francolin,Francolinus_squamatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_griseostriatus,Francolinus griseostriatus,Grey-striped Francolin,Francolinus_griseostriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,Francolinus_rufopictus,Francolinus rufopictus,Grey-breasted Spurfowl,Francolinus_rufopictus,NA,NA,NA,NA,NA,NA,NA,NA,NA
