SpecID,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Species,Scientific,English,GS,Corneal.Diameter..mm.,Transverse.Diameter..mm.,Axial.Diameter..mm.,C.T,Source,Material,ScleroticRingOuterDiameter.mm,MuseumNumber,Notes
4975,Falconiformes,Falconidae,Falcons and caracaras,35,BL3,Falco_jugger,Falco jugger,Laggar Falcon,Falco_jugger,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,Falconiformes,Falconidae,Falcons and caracaras,35,BL3,Falco_cherrug,Falco cherrug,Saker Falcon,Falco_cherrug,NA,NA,NA,NA,NA,NA,NA,NA,NA
4978,Falconiformes,Falconidae,Falcons and caracaras,35,BL3,Falco_rusticolus,Falco rusticolus,Gyr Falcon,Falco_rusticolus,NA,NA,NA,NA,NA,NA,NA,NA,NA
4979,Falconiformes,Falconidae,Falcons and caracaras,35,BL3,Falco_mexicanus,Falco mexicanus,Prairie Falcon,Falco_mexicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
4980,Falconiformes,Falconidae,Falcons and caracaras,35,BL3,Falco_peregrinus,Falco peregrinus,Peregrine Falcon,Falco_peregrinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
4987,Falconiformes,Falconidae,Falcons and caracaras,35,BL3,Falco_fasciinucha,Falco fasciinucha,Taita Falcon,Falco_fasciinucha,NA,NA,NA,NA,NA,NA,NA,NA,NA
4998,Podicipediformes,Podicipedidae,Grebes,21,BL3,Rollandia_rolland,Rollandia rolland,White-tufted Grebe,Rollandia_rolland,NA,NA,NA,NA,NA,NA,NA,NA,NA
4999,Podicipediformes,Podicipedidae,Grebes,21,BL3,Rollandia_microptera,Rollandia microptera,Titicaca Grebe,Rollandia_microptera,NA,NA,NA,NA,NA,NA,NA,NA,NA
5000,Podicipediformes,Podicipedidae,Grebes,21,BL3,Tachybaptus_ruficollis,Tachybaptus ruficollis,Little Grebe,Tachybaptus_ruficollis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,Podicipediformes,Podicipedidae,Grebes,21,BL3,Tachybaptus_novaehollandiae,Tachybaptus novaehollandiae,Australasian Grebe,Tachybaptus_novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA
5003,Podicipediformes,Podicipedidae,Grebes,21,BL3,Tachybaptus_pelzelnii,Tachybaptus pelzelnii,Madagascar Grebe,Tachybaptus_pelzelnii,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,Podicipediformes,Podicipedidae,Grebes,21,BL3,Tachybaptus_dominicus,Tachybaptus dominicus,Least Grebe,Tachybaptus_dominicus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5005,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podilymbus_podiceps,Podilymbus podiceps,Pied-billed Grebe,Podilymbus_podiceps,8.51,16.82,NA,0.505945303,FrancisLab,skeleton,NA,NA,Most FrancisLab measures of transverse/corneal/CT are averages across multiple individuals per species
5007,Podicipediformes,Podicipedidae,Grebes,21,BL3,Poliocephalus_poliocephalus,Poliocephalus poliocephalus,Hoary-headed Grebe,Poliocephalus_poliocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5008,Podicipediformes,Podicipedidae,Grebes,21,BL3,Poliocephalus_rufopectus,Poliocephalus rufopectus,New Zealand Grebe,Poliocephalus_rufopectus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5009,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_major,Podiceps major,Great Grebe,Podiceps_major,NA,NA,NA,NA,NA,NA,NA,NA,NA
5010,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_grisegena,Podiceps grisegena,Red-necked Grebe,Podiceps_grisegena,NA,NA,NA,NA,NA,NA,NA,NA,NA
5012,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_cristatus,Podiceps cristatus,Great Crested Grebe,Podiceps_cristatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_auritus,Podiceps auritus,Horned Grebe,Podiceps_auritus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5015,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_nigricollis,Podiceps nigricollis,Black-necked Grebe,Podiceps_nigricollis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5018,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_occipitalis,Podiceps occipitalis,Silvery Grebe,Podiceps_occipitalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5022,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_taczanowskii,Podiceps taczanowskii,Junin Grebe,Podiceps_taczanowskii,NA,NA,NA,NA,NA,NA,NA,NA,NA
5023,Podicipediformes,Podicipedidae,Grebes,21,BL3,Podiceps_gallardoi,Podiceps gallardoi,Hooded Grebe,Podiceps_gallardoi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5024,Podicipediformes,Podicipedidae,Grebes,21,BL3,Aechmophorus_occidentalis,Aechmophorus occidentalis,Western Grebe,Aechmophorus_occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5026,Podicipediformes,Podicipedidae,Grebes,21,BL3,Aechmophorus_clarkii,Aechmophorus clarkii,Clark's Grebe,Aechmophorus_clarkii,NA,NA,NA,NA,NA,NA,NA,NA,NA
5053,Suliformes,Sulidae,Gannets and boobies,31,BL3,Papasula_abbotti,Papasula abbotti,Abbott's Booby,Papasula_abbotti,NA,NA,NA,NA,NA,NA,NA,NA,NA
5055,Suliformes,Sulidae,Gannets and boobies,31,BL3,Morus_capensis,Morus capensis,Cape Gannet,Morus_capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5056,Suliformes,Sulidae,Gannets and boobies,31,BL3,Morus_serrator,Morus serrator,Australasian Gannet,Morus_serrator,NA,NA,NA,NA,NA,NA,NA,NA,NA
5057,Suliformes,Sulidae,Gannets and boobies,31,BL3,Sula_nebouxii,Sula nebouxii,Blue-footed Booby,Sula_nebouxii,NA,NA,NA,NA,NA,NA,NA,NA,NA
5071,Suliformes,Anhingidae,Anhingas,33,BL3,Anhinga_melanogaster,Anhinga melanogaster,Oriental Darter,Anhinga_melanogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA
5077,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_africanus,Phalacrocorax africanus,Reed Cormorant,Phalacrocorax_africanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5078,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_coronatus,Phalacrocorax coronatus,Crowned Cormorant,Phalacrocorax_coronatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5080,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_niger,Phalacrocorax niger,Little Cormorant,Phalacrocorax_niger,NA,NA,NA,NA,NA,NA,NA,NA,NA
5085,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_penicillatus,Phalacrocorax penicillatus,Brandt's Cormorant,Phalacrocorax_penicillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5087,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_neglectus,Phalacrocorax neglectus,Bank Cormorant,Phalacrocorax_neglectus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5088,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_fuscescens,Phalacrocorax fuscescens,Black-faced Cormorant,Phalacrocorax_fuscescens,NA,NA,NA,NA,NA,NA,NA,NA,NA
5089,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_brasilianus,Phalacrocorax brasilianus,Neotropic Cormorant,Phalacrocorax_brasilianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5091,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_fuscicollis,Phalacrocorax fuscicollis,Indian Cormorant,Phalacrocorax_fuscicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5097,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_capillatus,Phalacrocorax capillatus,Japanese Cormorant,Phalacrocorax_capillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5098,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_nigrogularis,Phalacrocorax nigrogularis,Socotra Cormorant,Phalacrocorax_nigrogularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5099,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_capensis,Phalacrocorax capensis,Cape Cormorant,Phalacrocorax_capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_campbelli,Phalacrocorax campbelli,Campbell Island Shag,Phalacrocorax_campbelli,NA,NA,NA,NA,NA,NA,NA,NA,NA
5108,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_carunculatus,Phalacrocorax carunculatus,New Zealand King Shag,Phalacrocorax_carunculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5109,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_chalconotus,Phalacrocorax chalconotus,Stewart Island Shag,Phalacrocorax_chalconotus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5110,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_onslowi,Phalacrocorax onslowi,Chatham Islands Shag,Phalacrocorax_onslowi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5111,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_colensoi,Phalacrocorax colensoi,Auckland Islands Shag,Phalacrocorax_colensoi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5112,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_ranfurlyi,Phalacrocorax ranfurlyi,Bounty Islands Shag,Phalacrocorax_ranfurlyi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5117,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_aristotelis,Phalacrocorax aristotelis,European Shag,Phalacrocorax_aristotelis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5119,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_punctatus,Phalacrocorax punctatus,Spotted Shag,Phalacrocorax_punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5120,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,Phalacrocorax_featherstoni,Phalacrocorax featherstoni,Pitt Island Shag,Phalacrocorax_featherstoni,NA,NA,NA,NA,NA,NA,NA,NA,NA
5150,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Tigrisoma_mexicanum,Tigrisoma mexicanum,Bare-throated Tiger-heron,Tigrisoma_mexicanum,NA,NA,NA,NA,NA,NA,NA,NA,NA
5151,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Tigrisoma_fasciatum,Tigrisoma fasciatum,Fasciated Tiger-heron,Tigrisoma_fasciatum,NA,NA,NA,NA,NA,NA,NA,NA,NA
5155,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Tigriornis_leucolopha,Tigriornis leucolopha,White-crested Tiger-heron,Tigriornis_leucolopha,NA,NA,NA,NA,NA,NA,NA,NA,NA
5159,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Zonerodius_heliosylus,Zonerodius heliosylus,Forest Bittern,Zonerodius_heliosylus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5160,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Zebrilus_undulatus,Zebrilus undulatus,Zigzag Heron,Zebrilus_undulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5161,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ixobrychus_involucris,Ixobrychus involucris,Stripe-backed Bittern,Ixobrychus_involucris,NA,NA,NA,NA,NA,NA,NA,NA,NA
5168,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ixobrychus_eurhythmus,Ixobrychus eurhythmus,Schrenck's Bittern,Ixobrychus_eurhythmus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5170,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ixobrychus_sturmii,Ixobrychus sturmii,Dwarf Bittern,Ixobrychus_sturmii,NA,NA,NA,NA,NA,NA,NA,NA,NA
5173,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Botaurus_pinnatus,Botaurus pinnatus,Pinnated Bittern,Botaurus_pinnatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5179,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Agamia_agami,Agamia agami,Agami Heron,Agamia_agami,NA,NA,NA,NA,NA,NA,NA,NA,NA
5181,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Nyctanassa_violacea,Nyctanassa violacea,Yellow-crowned Night-heron,Nyctanassa_violacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
5186,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Gorsachius_leuconotus,Gorsachius leuconotus,White-backed Night-heron,Gorsachius_leuconotus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5187,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Gorsachius_magnificus,Gorsachius magnificus,White-eared Night-heron,Gorsachius_magnificus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5188,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Gorsachius_goisagi,Gorsachius goisagi,Japanese Night-heron,Gorsachius_goisagi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5189,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Gorsachius_melanolophus,Gorsachius melanolophus,Malaysian Night-heron,Gorsachius_melanolophus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5191,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_rufescens,Egretta rufescens,Reddish Egret,Egretta_rufescens,NA,NA,NA,NA,NA,NA,NA,NA,NA
5192,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_vinaceigula,Egretta vinaceigula,Slaty Egret,Egretta_vinaceigula,NA,NA,NA,NA,NA,NA,NA,NA,NA
5193,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_ardesiaca,Egretta ardesiaca,Black Heron,Egretta_ardesiaca,NA,NA,NA,NA,NA,NA,NA,NA,NA
5194,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_tricolor,Egretta tricolor,Tricoloured Heron,Egretta_tricolor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5195,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_novaehollandiae,Egretta novaehollandiae,White-faced Heron,Egretta_novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA
5196,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_caerulea,Egretta caerulea,Little Blue Heron,Egretta_caerulea,9.5,17.16,NA,0.553613054,FrancisLab,skeleton,NA,NA,Most FrancisLab measures of transverse/corneal/CT are averages across multiple individuals per species
5205,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_thula,Egretta thula,Snowy Egret,Egretta_thula,9.33,16.86,NA,0.553380783,FrancisLab,skeleton,NA,NA,Most FrancisLab measures of transverse/corneal/CT are averages across multiple individuals per species
5206,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Egretta_eulophotes,Egretta eulophotes,Chinese Egret,Egretta_eulophotes,NA,NA,NA,NA,NA,NA,NA,NA,NA
5208,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Pilherodius_pileatus,Pilherodius pileatus,Capped Heron,Pilherodius_pileatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5217,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_cocoi,Ardea cocoi,Cocoi Heron,Ardea_cocoi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5218,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_pacifica,Ardea pacifica,White-necked Heron,Ardea_pacifica,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_humbloti,Ardea humbloti,Madagascar Heron,Ardea_humbloti,NA,NA,NA,NA,NA,NA,NA,NA,NA
5221,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_goliath,Ardea goliath,Goliath Heron,Ardea_goliath,NA,NA,NA,NA,NA,NA,NA,NA,NA
5222,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_insignis,Ardea insignis,White-bellied Heron,Ardea_insignis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5223,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_sumatrana,Ardea sumatrana,Great-billed Heron,Ardea_sumatrana,NA,NA,NA,NA,NA,NA,NA,NA,NA
5224,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_purpurea,Ardea purpurea,Purple Heron,Ardea_purpurea,NA,NA,NA,NA,NA,NA,NA,NA,NA
5229,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardea_picata,Ardea picata,Pied Heron,Ardea_picata,NA,NA,NA,NA,NA,NA,NA,NA,NA
5230,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Casmerodius_albus,Casmerodius albus,Great Egret,Casmerodius_albus,10.22,18.39,NA,0.555527923,FrancisLab,skeleton,NA,NA,Most FrancisLab measures of transverse/corneal/CT are averages across multiple individuals per species
5237,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Mesophoyx_intermedia,Mesophoyx intermedia,Intermediate Egret,Mesophoyx_intermedia,NA,NA,NA,NA,NA,NA,NA,NA,NA
5243,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Bubulcus_ibis,Bubulcus ibis,Cattle Egret,Bubulcus_ibis,8.763333333,16.14,NA,0.543133239,FrancisLab,skeleton,NA,NA,Most FrancisLab measures of transverse/corneal/CT are averages across multiple individuals per species
5250,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardeola_grayii,Ardeola grayii,Indian Pond-heron,Ardeola_grayii,NA,NA,NA,NA,NA,NA,NA,NA,NA
5251,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardeola_bacchus,Ardeola bacchus,Chinese Pond-heron,Ardeola_bacchus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5253,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardeola_idae,Ardeola idae,Madagascar Pond-heron,Ardeola_idae,NA,NA,NA,NA,NA,NA,NA,NA,NA
5254,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Ardeola_rufiventris,Ardeola rufiventris,Rufous-bellied Heron,Ardeola_rufiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA
5255,Pelecaniformes,Ardeidae,Herons and egrets,25,BL3,Butorides_striata,Butorides striata,Striated Heron,Butorides_striata,NA,NA,NA,NA,NA,NA,NA,NA,NA
5277,Phoenicopteriformes,Phoenicopteridae,Flamingos,22,BL3,Phoeniconaias_minor,Phoeniconaias minor,Lesser Flamingo,Phoeniconaias_minor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5279,Phoenicopteriformes,Phoenicopteridae,Flamingos,22,BL3,Phoenicoparrus_andinus,Phoenicoparrus andinus,Andean Flamingo,Phoenicoparrus_andinus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5280,Phoenicopteriformes,Phoenicopteridae,Flamingos,22,BL3,Phoenicoparrus_jamesi,Phoenicoparrus jamesi,Puna Flamingo,Phoenicoparrus_jamesi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5286,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Eudocimus_ruber,Eudocimus ruber,Scarlet Ibis,Eudocimus_ruber,NA,NA,NA,NA,NA,NA,NA,NA,NA
5287,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Phimosus_infuscatus,Phimosus infuscatus,Bare-faced Ibis,Phimosus_infuscatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5292,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Plegadis_ridgwayi,Plegadis ridgwayi,Puna Ibis,Plegadis_ridgwayi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5293,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Cercibis_oxycerca,Cercibis oxycerca,Sharp-tailed Ibis,Cercibis_oxycerca,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Theristicus_caerulescens,Theristicus caerulescens,Plumbeous Ibis,Theristicus_caerulescens,NA,NA,NA,NA,NA,NA,NA,NA,NA
5298,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Mesembrinibis_cayennensis,Mesembrinibis cayennensis,Green Ibis,Mesembrinibis_cayennensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5300,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Bostrychia_carunculata,Bostrychia carunculata,Wattled Ibis,Bostrychia_carunculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
5301,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Bostrychia_olivacea,Bostrychia olivacea,African Olive Ibis,Bostrychia_olivacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
5303,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Bostrychia_rara,Bostrychia rara,Spot-breasted Ibis,Bostrychia_rara,NA,NA,NA,NA,NA,NA,NA,NA,NA
5305,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Geronticus_calvus,Geronticus calvus,Southern Bald Ibis,Geronticus_calvus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5311,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Threskiornis_melanocephalus,Threskiornis melanocephalus,Black-headed Ibis,Threskiornis_melanocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5314,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Pseudibis_papillosa,Pseudibis papillosa,Red-naped Ibis,Pseudibis_papillosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
5315,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Pseudibis_davisoni,Pseudibis davisoni,White-shouldered Ibis,Pseudibis_davisoni,NA,NA,NA,NA,NA,NA,NA,NA,NA
5316,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Thaumatibis_gigantea,Thaumatibis gigantea,Giant Ibis,Thaumatibis_gigantea,NA,NA,NA,NA,NA,NA,NA,NA,NA
5317,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Nipponia_nippon,Nipponia nippon,Asian Crested Ibis,Nipponia_nippon,NA,NA,NA,NA,NA,NA,NA,NA,NA
5320,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Platalea_alba,Platalea alba,African Spoonbill,Platalea_alba,NA,NA,NA,NA,NA,NA,NA,NA,NA
5321,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Platalea_minor,Platalea minor,Black-faced Spoonbill,Platalea_minor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5322,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Platalea_flavipes,Platalea flavipes,Yellow-billed Spoonbill,Platalea_flavipes,NA,NA,NA,NA,NA,NA,NA,NA,NA
5323,Pelecaniformes,Threskiornithidae,Ibises and spoonbills,24,BL3,Platalea_ajaja,Platalea ajaja,Roseate Spoonbill,Platalea_ajaja,NA,NA,NA,NA,NA,NA,NA,NA,NA
5337,Pelecaniformes,Pelecanidae,Pelicans,30,BL3,Pelecanus_philippensis,Pelecanus philippensis,Spot-billed Pelican,Pelecanus_philippensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5338,Pelecaniformes,Pelecanidae,Pelicans,30,BL3,Pelecanus_conspicillatus,Pelecanus conspicillatus,Australian Pelican,Pelecanus_conspicillatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5350,Accipitriformes,Cathartidae,New World vultures,34,BL3,Cathartes_burrovianus,Cathartes burrovianus,Lesser Yellow-headed Vulture,Cathartes_burrovianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5351,Accipitriformes,Cathartidae,New World vultures,34,BL3,Cathartes_melambrotus,Cathartes melambrotus,Greater Yellow-headed Vulture,Cathartes_melambrotus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5352,Accipitriformes,Cathartidae,New World vultures,34,BL3,Gymnogyps_californianus,Gymnogyps californianus,California Condor,Gymnogyps_californianus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5353,Accipitriformes,Cathartidae,New World vultures,34,BL3,Vultur_gryphus,Vultur gryphus,Andean Condor,Vultur_gryphus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5354,Accipitriformes,Cathartidae,New World vultures,34,BL3,Sarcoramphus_papa,Sarcoramphus papa,King Vulture,Sarcoramphus_papa,NA,NA,NA,NA,NA,NA,NA,NA,NA
5358,Ciconiiformes,Ciconiidae,Storks,23,BL3,Mycteria_americana,Mycteria americana,Wood Stork,Mycteria_americana,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359,Ciconiiformes,Ciconiidae,Storks,23,BL3,Mycteria_cinerea,Mycteria cinerea,Milky Stork,Mycteria_cinerea,NA,NA,NA,NA,NA,NA,NA,NA,NA
5360,Ciconiiformes,Ciconiidae,Storks,23,BL3,Mycteria_ibis,Mycteria ibis,Yellow-billed Stork,Mycteria_ibis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5366,Ciconiiformes,Ciconiidae,Storks,23,BL3,Ciconia_episcopus,Ciconia episcopus,Woolly-necked Stork,Ciconia_episcopus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5367,Ciconiiformes,Ciconiidae,Storks,23,BL3,Ciconia_stormi,Ciconia stormi,Storm's Stork,Ciconia_stormi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5368,Ciconiiformes,Ciconiidae,Storks,23,BL3,Ciconia_maguari,Ciconia maguari,Maguari Stork,Ciconia_maguari,NA,NA,NA,NA,NA,NA,NA,NA,NA
5370,Ciconiiformes,Ciconiidae,Storks,23,BL3,Ciconia_boyciana,Ciconia boyciana,Oriental Stork,Ciconia_boyciana,NA,NA,NA,NA,NA,NA,NA,NA,NA
5375,Ciconiiformes,Ciconiidae,Storks,23,BL3,Jabiru_mycteria,Jabiru mycteria,Jabiru,Jabiru_mycteria,NA,NA,NA,NA,NA,NA,NA,NA,NA
5378,Ciconiiformes,Ciconiidae,Storks,23,BL3,Leptoptilos_dubius,Leptoptilos dubius,Greater Adjutant,Leptoptilos_dubius,NA,NA,NA,NA,NA,NA,NA,NA,NA
5402,Suliformes,Fregatidae,Frigatebirds,27,BL3,Fregata_andrewsi,Fregata andrewsi,Christmas Island Frigatebird,Fregata_andrewsi,NA,NA,NA,NA,NA,NA,NA,NA,NA
5417,Sphenisciformes,Spheniscidae,Penguins,15,BL3,Pygoscelis_antarcticus,Pygoscelis antarcticus,Chinstrap Penguin,Pygoscelis_antarcticus,NA,NA,NA,NA,NA,NA,NA,NA,NA
5418,Sphenisciformes,Spheniscidae,Penguins,15,BL3,Eudyptes_chrysocome,Eudyptes chrysocome,Southern Rockhopper Penguin,Eudyptes_chrysocome,NA,NA,NA,NA,NA,NA,NA,NA,NA
