"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban","Family_Sci","Family_English","Coastal","Notes"
"351","Larus hemprichii","Ichthyaetus hemprichii","Larus hemprichii","Laridae (Gulls, Terns, and Skimmers)","Sooty Gull",2.537973698,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"352","Larus ichthyaetus","Ichthyaetus ichthyaetus","Larus ichthyaetus","Laridae (Gulls, Terns, and Skimmers)","Pallas's Gull",1.941737094,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"353","Larus audouinii","Ichthyaetus audouinii","Larus audouinii","Laridae (Gulls, Terns, and Skimmers)","Audouin's Gull",2.576230801,NA,NA,"Larus audouinii","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"354","Larus belcheri","Larus belcheri","Larus belcheri","Laridae (Gulls, Terns, and Skimmers)","Belcher's Gull",2.550924256,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"355","Larus crassirostris","Larus crassirostris","Larus crassirostris","Laridae (Gulls, Terns, and Skimmers)","Black-tailed Gull",2.469517125,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"356","Larus pacificus","Larus pacificus","Larus pacificus","Laridae (Gulls, Terns, and Skimmers)","Pacific Gull",1.023101816,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"357","Larus heermanni","Larus heermanni","Larus heermanni","Laridae (Gulls, Terns, and Skimmers)","Heermann's Gull",1.68483276,NA,NA,"Larus heermanni","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"358","Larus canus","Larus canus","Larus canus","Laridae (Gulls, Terns, and Skimmers)","Common Gull",2.1045626605625,"Larus canus",-0.176511505,"Larus canus","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"359","Larus delawarensis","Larus delawarensis","Larus delawarensis","Laridae (Gulls, Terns, and Skimmers)","Ring-billed Gull",2.00139975632143,"Larus delawarensis",1.032504966,"Larus delawarensis","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"360","Larus occidentalis","Larus occidentalis","Larus occidentalis","Laridae (Gulls, Terns, and Skimmers)","Western Gull",2.03782435166667,"Larus occidentalis",5.461078652,"Larus occidentalis","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"361","Larus californicus","Larus californicus","Larus californicus","Laridae (Gulls, Terns, and Skimmers)","California Gull",1.91128627209091,"Larus californicus",2.578304238,"Larus californicus","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"362","Larus argentatus","Larus argentatus","Larus argentatus","Laridae (Gulls, Terns, and Skimmers)","Herring Gull",2.18229799218605,"Larus argentatus",-0.115938089,"Larus argentatus","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"363","Larus michahellis","Larus michahellis","Larus michahellis","Laridae (Gulls, Terns, and Skimmers)","Yellow-legged Gull",2.37629628886667,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"364","Larus cachinnans","Larus cachinnans","Larus cachinnans","Laridae (Gulls, Terns, and Skimmers)","Caspian Gull",1.56470970844444,NA,NA,"Larus cachinnans","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"365","Larus armenicus","Larus armenicus","Larus armenicus","Laridae (Gulls, Terns, and Skimmers)","Armenian Gull",1.153796023,NA,NA,"Larus armenicus","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"366","Larus glaucoides","Larus glaucoides","Larus glaucoides","Laridae (Gulls, Terns, and Skimmers)","Iceland Gull",2.26618942791667,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"367","Larus fuscus","Larus fuscus","Larus fuscus","Laridae (Gulls, Terns, and Skimmers)","Lesser Black-backed Gull",2.1400492155,NA,NA,"Larus fuscus","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"368","Larus schistisagus","Larus schistisagus","Larus schistisagus","Laridae (Gulls, Terns, and Skimmers)","Slaty-backed Gull",2.92245572,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"369","Larus glaucescens","Larus glaucescens","Larus glaucescens","Laridae (Gulls, Terns, and Skimmers)","Glaucous-winged Gull",2.2366270195,"Larus glaucescens",0.809473887,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"370","Larus hyperboreus","Larus hyperboreus","Larus hyperboreus","Laridae (Gulls, Terns, and Skimmers)","Glaucous Gull",2.33743338528571,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"371","Larus marinus","Larus marinus","Larus marinus","Laridae (Gulls, Terns, and Skimmers)","Great Black-backed Gull",1.92219949507143,"Larus marinus",0.608155679,"Larus marinus","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"372","Larus dominicanus","Larus dominicanus","Larus dominicanus","Laridae (Gulls, Terns, and Skimmers)","Kelp Gull",1.62830299,NA,NA,"Larus dominicanus","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"373","Anous stolidus","Anous stolidus","Anous stolidus","Laridae (Gulls, Terns, and Skimmers)","Brown Noddy",0.748494439,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"374","Anous minutus","Anous minutus","Anous minutus","Laridae (Gulls, Terns, and Skimmers)","Black Noddy",1.174249854,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"375","Gygis alba","Gygis alba","Gygis alba","Laridae (Gulls, Terns, and Skimmers)","White Tern",2.724753083,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"376","Sterna fuscata","Onychoprion fuscatus","Onychoprion fuscatus","Laridae (Gulls, Terns, and Skimmers)","Sooty Tern",0.831040626,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"377","Sterna anaethetus","Onychoprion anaethetus","Onychoprion anaethetus","Laridae (Gulls, Terns, and Skimmers)","Bridled Tern",0.485866756,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"378","Sterna albifrons","Sternula albifrons","Sternula albifrons","Laridae (Gulls, Terns, and Skimmers)","Little Tern",1.52319085405882,NA,NA,"Sterna albifrons","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"379","Sterna antillarum","Sternula antillarum","Sternula antillarum","Laridae (Gulls, Terns, and Skimmers)","Least Tern",1.78144762941667,"Sternula antillarum",0.813419136,"Sterna antillarum","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"380","Sterna superciliaris","Sternula superciliaris","Sternula superciliaris","Laridae (Gulls, Terns, and Skimmers)","Yellow-billed Tern",2.3619030425,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"381","Sterna nereis","Sternula nereis","Sternula nereis","Laridae (Gulls, Terns, and Skimmers)","Australian Fairy Tern",0.5298945895,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"382","Phaetusa simplex","Phaetusa simplex","Phaetusa simplex","Laridae (Gulls, Terns, and Skimmers)","Large-billed Tern",1.96767937433333,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"383","Sterna nilotica","Gelochelidon nilotica","Gelochelidon nilotica","Laridae (Gulls, Terns, and Skimmers)","Gull-billed Tern",1.35700944965,"Gelochelidon nilotica",-0.367413044,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"384","Sterna caspia","Hydroprogne caspia","Hydroprogne caspia","Laridae (Gulls, Terns, and Skimmers)","Caspian Tern",1.36962052191111,"Hydroprogne caspia",1.754180696,"Sterna caspia","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"385","Larosterna inca","Larosterna inca","Larosterna inca","Laridae (Gulls, Terns, and Skimmers)","Inca Tern",2.71052745,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"386","Chlidonias niger","Chlidonias niger","Chlidonias niger","Laridae (Gulls, Terns, and Skimmers)","Black Tern",1.00551828535,"Chlidonias niger",-1.629742944,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"387","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Laridae (Gulls, Terns, and Skimmers)","White-winged Tern",1.66942320685714,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"388","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Laridae (Gulls, Terns, and Skimmers)","Whiskered Tern",1.60317839245833,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"389","Sterna albostriata","Chlidonias albostriatus","Chlidonias albostriatus","Laridae (Gulls, Terns, and Skimmers)","Black-fronted Tern",0.232334853,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"390","Sterna dougallii","Sterna dougallii","Sterna dougallii","Laridae (Gulls, Terns, and Skimmers)","Roseate Tern",1.47416039633333,"Sterna dougallii",-0.444874983,"Sterna dougallii","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"391","Sterna striata","Sterna striata","Sterna striata","Laridae (Gulls, Terns, and Skimmers)","White-fronted Tern",0.719481119333333,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"392","Sterna sumatrana","Sterna sumatrana","Sterna sumatrana","Laridae (Gulls, Terns, and Skimmers)","Black-naped Tern",1.3472616875,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"393","Sterna hirundo","Sterna hirundo","Sterna hirundo","Laridae (Gulls, Terns, and Skimmers)","Common Tern",1.49798754818182,"Sterna hirundo",0.109427999,"Sterna hirundo","U","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"394","Sterna paradisaea","Sterna paradisaea","Sterna paradisaea","Laridae (Gulls, Terns, and Skimmers)","Arctic Tern",1.67008905166667,"Sterna paradisaea",-1.557540172,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"395","Sterna hirundinacea","Sterna hirundinacea","Sterna hirundinacea","Laridae (Gulls, Terns, and Skimmers)","South American Tern",1.08618816466667,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"396","Sterna forsteri","Sterna forsteri","Sterna forsteri","Laridae (Gulls, Terns, and Skimmers)","Forster's Tern",1.4859197545,"Sterna forsteri",1.275882455,"Sterna forsteri","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"397","Sterna trudeaui","Sterna trudeaui","Sterna trudeaui","Laridae (Gulls, Terns, and Skimmers)","Snowy-crowned Tern",2.1733255475,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"398","Sterna aurantia","Sterna aurantia","Sterna aurantia","Laridae (Gulls, Terns, and Skimmers)","River Tern",1.26014345783333,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"399","Sterna maxima","Thalasseus maximus","Thalasseus maximus","Laridae (Gulls, Terns, and Skimmers)","Royal Tern",1.66827760555556,"Thalasseus maximus",-0.891641103,"Sterna maxima","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"400","Sterna bergii","Thalasseus bergii","Thalasseus bergii","Laridae (Gulls, Terns, and Skimmers)","Great Crested Tern",1.3669919032,NA,NA,"Sterna bergii","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"401","Sterna sandvicensis","Thalasseus sandvicensis","Thalasseus sandvicensis","Laridae (Gulls, Terns, and Skimmers)","Sandwich Tern",1.88015339065,"Thalasseus sandvicensis",-1.166634196,"Sterna sandvicensis","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"402","Sterna elegans","Thalasseus elegans","Thalasseus elegans","Laridae (Gulls, Terns, and Skimmers)","Elegant Tern",1.73579155275,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"403","Sterna bengalensis","Thalasseus bengalensis","Thalasseus bengalensis","Laridae (Gulls, Terns, and Skimmers)","Lesser Crested Tern",1.5355176384,NA,NA,"Sterna bengalensis","N","Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"404","Rynchops niger","Rynchops niger","Rynchops niger","Laridae (Gulls, Terns, and Skimmers)","Black Skimmer",1.80507246146667,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"405","Rynchops flavirostris","Rynchops flavirostris","Rynchops flavirostris","Laridae (Gulls, Terns, and Skimmers)","African Skimmer",0.453427661,NA,NA,NA,NA,"Laridae","(Gulls, Terns, and Skimmers)","Yes",""
"406","Gavia stellata","Gavia stellata","Gavia stellata","Gaviidae (Loons)","Red-throated Loon",1.64909108246154,NA,NA,NA,NA,"Gaviidae","(Loons)","Yes",""
"407","Gavia arctica","Gavia arctica","Gavia arctica","Gaviidae (Loons)","Arctic Loon",1.017000114,NA,NA,NA,NA,"Gaviidae","(Loons)","Yes",""
"408","Gavia pacifica","Gavia pacifica","Gavia pacifica","Gaviidae (Loons)","Pacific Loon",1.49129995633333,NA,NA,NA,NA,"Gaviidae","(Loons)","Yes",""
"409","Gavia immer","Gavia immer","Gavia immer","Gaviidae (Loons)","Common Loon",1.42335759532143,"Gavia immer",-1.7295245,NA,NA,"Gaviidae","(Loons)","Yes",""
"410","Eudyptula minor","Eudyptula minor","Eudyptula minor","Spheniscidae (Penguins)","Little Penguin",0.401776677333333,NA,NA,NA,NA,"Spheniscidae","(Penguins)","Yes",""
"411","Spheniscus demersus","Spheniscus demersus","Spheniscus demersus","Spheniscidae (Penguins)","African Penguin",1.482080667,NA,NA,NA,NA,"Spheniscidae","(Penguins)","Yes",""
"412","Spheniscus humboldti","Spheniscus humboldti","Spheniscus humboldti","Spheniscidae (Penguins)","Humboldt Penguin",1.8891915045,NA,NA,NA,NA,"Spheniscidae","(Penguins)","Yes",""
"413","Spheniscus magellanicus","Spheniscus magellanicus","Spheniscus magellanicus","Spheniscidae (Penguins)","Magellanic Penguin",0.3921527535,NA,NA,NA,NA,"Spheniscidae","(Penguins)","Yes",""
"414","Thalassarche cauta","Thalassarche cauta","Thalassarche cauta","Diomedeidae (Albatrosses)","White-capped Albatross",0.701089191,NA,NA,NA,NA,"Diomedeidae","(Albatrosses)","Yes",""
"415","Thalassarche melanophrys","Thalassarche melanophris","Thalassarche melanophris","Diomedeidae (Albatrosses)","Black-browed Albatross",0.649841281,NA,NA,NA,NA,"Diomedeidae","(Albatrosses)","Yes",""
"416","Phoebastria immutabilis","Phoebastria immutabilis","Phoebastria immutabilis","Diomedeidae (Albatrosses)","Laysan Albatross",0.346723753,NA,NA,NA,NA,"Diomedeidae","(Albatrosses)","Yes",""
"417","Macronectes giganteus","Macronectes giganteus","Macronectes giganteus","Procellariidae (Shearwaters and Petrels)","Southern Giant-Petrel",1.526147693,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"418","Fulmarus glacialis","Fulmarus glacialis","Fulmarus glacialis","Procellariidae (Shearwaters and Petrels)","Northern Fulmar",1.1699179415,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"419","Fulmarus glacialoides","Fulmarus glacialoides","Fulmarus glacialoides","Procellariidae (Shearwaters and Petrels)","Southern Fulmar",1.673321128,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"420","Pterodroma cookii","Pterodroma cookii","Pterodroma cookii","Procellariidae (Shearwaters and Petrels)","Cook's Petrel",0.141353926,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"421","Bulweria bulwerii","Bulweria bulwerii","Bulweria bulwerii","Procellariidae (Shearwaters and Petrels)","Bulwer's Petrel",1.615837893,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"422","Procellaria parkinsoni","Procellaria parkinsoni","Procellaria parkinsoni","Procellariidae (Shearwaters and Petrels)","Parkinson's Petrel",0.009079464,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"423","Calonectris leucomelas","Calonectris leucomelas","Calonectris leucomelas","Procellariidae (Shearwaters and Petrels)","Streaked Shearwater",1.645058,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"424","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea","Procellariidae (Shearwaters and Petrels)","Cory's Shearwater",1.69722255575,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"425","Puffinus creatopus","Ardenna creatopus","Ardenna creatopus","Procellariidae (Shearwaters and Petrels)","Pink-footed Shearwater",0.1974181,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"426","Puffinus pacificus","Ardenna pacifica","Ardenna pacifica","Procellariidae (Shearwaters and Petrels)","Wedge-tailed Shearwater",0.963458449666667,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"427","Puffinus bulleri","Ardenna bulleri","Ardenna bulleri","Procellariidae (Shearwaters and Petrels)","Buller's Shearwater",0.072971577,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"428","Puffinus griseus","Ardenna grisea","Ardenna grisea","Procellariidae (Shearwaters and Petrels)","Sooty Shearwater",1.0224170592,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"429","Puffinus tenuirostris","Ardenna tenuirostris","Ardenna tenuirostris","Procellariidae (Shearwaters and Petrels)","Short-tailed Shearwater",0.430899710666667,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"430","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","Procellariidae (Shearwaters and Petrels)","Manx Shearwater",1.26912125375,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"431","Puffinus yelkouan","Puffinus yelkouan","Puffinus yelkouan","Procellariidae (Shearwaters and Petrels)","Yelkouan Shearwater",2.51750502133333,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"432","Puffinus mauretanicus","Puffinus mauretanicus","Puffinus mauretanicus","Procellariidae (Shearwaters and Petrels)","Balearic Shearwater",1.51080020433333,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"433","Puffinus opisthomelas","Puffinus opisthomelas","Puffinus opisthomelas","Procellariidae (Shearwaters and Petrels)","Black-vented Shearwater",1.867943736,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"434","Puffinus gavia","Puffinus gavia","Puffinus gavia","Procellariidae (Shearwaters and Petrels)","Fluttering Shearwater",0.6606007745,NA,NA,NA,NA,"Procellariidae","(Shearwaters and Petrels)","Yes",""
"435","Anastomus oscitans","Anastomus oscitans","Anastomus oscitans","Ciconiidae (Storks)","Asian Openbill",1.46138333190909,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"436","Anastomus lamelligerus","Anastomus lamelligerus","Anastomus lamelligerus","Ciconiidae (Storks)","African Openbill",0.871997699,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"437","Ciconia nigra","Ciconia nigra","Ciconia nigra","Ciconiidae (Storks)","Black Stork",0.970200357666667,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"438","Ciconia maguari","Ciconia maguari","Ciconia maguari","Ciconiidae (Storks)","Maguari Stork",1.44527146866667,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"439","Ciconia ciconia","Ciconia ciconia","Ciconia ciconia","Ciconiidae (Storks)","White Stork",1.24897552478571,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"440","Ciconia boyciana","Ciconia boyciana","Ciconia boyciana","Ciconiidae (Storks)","Oriental Stork",2.26216042,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"441","Ephippiorhynchus asiaticus","Ephippiorhynchus asiaticus","Ephippiorhynchus asiaticus","Ciconiidae (Storks)","Black-necked Stork",1.06452541275,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"442","Leptoptilos javanicus","Leptoptilos javanicus","Leptoptilos javanicus","Ciconiidae (Storks)","Lesser Adjutant",1.0592587025,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"443","Leptoptilos crumeniferus","Leptoptilos crumenifer","Leptoptilos crumenifer","Ciconiidae (Storks)","Marabou Stork",1.51757982375,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"444","Mycteria cinerea","Mycteria cinerea","Mycteria cinerea","Ciconiidae (Storks)","Milky Stork",2.213089959,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"445","Mycteria ibis","Mycteria ibis","Mycteria ibis","Ciconiidae (Storks)","Yellow-billed Stork",0.7527500025,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"446","Mycteria leucocephala","Mycteria leucocephala","Mycteria leucocephala","Ciconiidae (Storks)","Painted Stork",1.580581704125,NA,NA,NA,NA,"Ciconiidae","(Storks)","Yes","wetlands - freshwater and saltwater"
"447","Fregata magnificens","Fregata magnificens","Fregata magnificens","Fregatidae (Frigatebirds)","Magnificent Frigatebird",1.73814461788235,NA,NA,NA,NA,"Fregatidae","(Frigatebirds)","Yes",""
"448","Fregata minor","Fregata minor","Fregata minor","Fregatidae (Frigatebirds)","Great Frigatebird",1.012662194,NA,NA,NA,NA,"Fregatidae","(Frigatebirds)","Yes",""
"449","Sula dactylatra","Sula dactylatra","Sula dactylatra","Sulidae (Boobies and Gannets)","Masked Booby",0.617982808,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"450","Sula nebouxii","Sula nebouxii","Sula nebouxii","Sulidae (Boobies and Gannets)","Blue-footed Booby",1.58593730833333,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"451","Sula variegata","Sula variegata","Sula variegata","Sulidae (Boobies and Gannets)","Peruvian Booby",1.3778079735,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"452","Sula leucogaster","Sula leucogaster","Sula leucogaster","Sulidae (Boobies and Gannets)","Brown Booby",1.354476779,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"453","Sula sula","Sula sula","Sula sula","Sulidae (Boobies and Gannets)","Red-footed Booby",0.757673742,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"454","Morus bassanus","Morus bassanus","Morus bassanus","Sulidae (Boobies and Gannets)","Northern Gannet",1.42179605041667,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"455","Morus capensis","Morus capensis","Morus capensis","Sulidae (Boobies and Gannets)","Cape Gannet",0.700316809,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"456","Morus serrator","Morus serrator","Morus serrator","Sulidae (Boobies and Gannets)","Australasian Gannet",0.857822955875,NA,NA,NA,NA,"Sulidae","(Boobies and Gannets)","Yes",""
"457","Anhinga anhinga","Anhinga anhinga","Anhinga anhinga","Anhingidae (Anhingas)","Anhinga",1.96513041958333,NA,NA,NA,NA,"Anhingidae","(Anhingas)","Yes","brackish water sometimes"
"458","Anhinga rufa","Anhinga rufa","Anhinga rufa","Anhingidae (Anhingas)","African Darter",1.388676016,NA,NA,NA,NA,"Anhingidae","(Anhingas)","Yes","brackish water sometimes"
"459","Anhinga melanogaster","Anhinga melanogaster","Anhinga melanogaster","Anhingidae (Anhingas)","Oriental Darter",1.59222028,NA,NA,NA,NA,"Anhingidae","(Anhingas)","Yes","brackish water sometimes"
"460","Anhinga novaehollandiae","Anhinga novaehollandiae","Anhinga novaehollandiae","Anhingidae (Anhingas)","Australasian Darter",1.62141440371429,NA,NA,NA,NA,"Anhingidae","(Anhingas)","Yes","brackish water sometimes"
"461","Phalacrocorax melanoleucos","Microcarbo melanoleucos","Microcarbo melanoleucos","Phalacrocoracidae (Cormorants and Shags)","Little Pied Cormorant",1.3984765195,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"462","Phalacrocorax africanus","Microcarbo africanus","Microcarbo africanus","Phalacrocoracidae (Cormorants and Shags)","Long-tailed Cormorant",1.47504006471429,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"463","Phalacrocorax coronatus","Microcarbo coronatus","Microcarbo coronatus","Phalacrocoracidae (Cormorants and Shags)","Crowned Cormorant",1.326415716,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"464","Phalacrocorax niger","Microcarbo niger","Microcarbo niger","Phalacrocoracidae (Cormorants and Shags)","Little Cormorant",1.5481748015,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"465","Phalacrocorax pygmeus","Microcarbo pygmaeus","Microcarbo pygmaeus","Phalacrocoracidae (Cormorants and Shags)","Pygmy Cormorant",1.22156367533333,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"466","Phalacrocorax gaimardi","Poikilocarbo gaimardi","Poikilocarbo gaimardi","Phalacrocoracidae (Cormorants and Shags)","Red-legged Cormorant",1.58931295933333,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"467","Phalacrocorax penicillatus","Urile penicillatus","Urile penicillatus","Phalacrocoracidae (Cormorants and Shags)","Brandt's Cormorant",1.61149415433333,"Phalacrocorax penicillatus",1.155703512,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"468","Phalacrocorax pelagicus","Urile pelagicus","Urile pelagicus","Phalacrocoracidae (Cormorants and Shags)","Pelagic Cormorant",1.597924816,"Phalacrocorax pelagicus",-1.335111687,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"469","Phalacrocorax neglectus","Phalacrocorax neglectus","Phalacrocorax neglectus","Phalacrocoracidae (Cormorants and Shags)","Bank Cormorant",0.778324426,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"470","Phalacrocorax capensis","Phalacrocorax capensis","Phalacrocorax capensis","Phalacrocoracidae (Cormorants and Shags)","Cape Cormorant",1.438888386,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"471","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocoracidae (Cormorants and Shags)","Great Cormorant",1.68818093367857,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"472","Phalacrocorax capillatus","Phalacrocorax capillatus","Phalacrocorax capillatus","Phalacrocoracidae (Cormorants and Shags)","Japanese Cormorant",1.8871604085,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"473","Phalacrocorax nigrogularis","Phalacrocorax nigrogularis","Phalacrocorax nigrogularis","Phalacrocoracidae (Cormorants and Shags)","Socotra Cormorant",2.730213916,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
"474","Phalacrocorax punctatus","Phalacrocorax punctatus","Phalacrocorax punctatus","Phalacrocoracidae (Cormorants and Shags)","Spotted Shag",0.374053535,NA,NA,NA,NA,"Phalacrocoracidae","(Cormorants and Shags)","Yes",""
